"species","life_form"
"Festuca yalaensis Joch.Müll. & Catalán","perennial"
"Festuca vaginalis (Benth.) Laegaard Lægaard (Benth.)","no_life_form_on_database"
"Festuca edlundiae S.G.Aiken, Consaul & Lefk.","perennial"
"Dielsiochloa floribunda (Pilg.) Pilg. Pilg. (Pilg.)","no_life_form_on_database"
"Festuca chimborazensis E.B.Alexeev","perennial"
"Festuca glumosa Hack. ex E.B.Alekseev","perennial"
"Festuca purpurascens Banks & Sol. ex Hook.f.","perennial"
"Festuca thermarum Phil.","no_life_form_on_database"
"Podophorus bromoides Phil.","no_life_form_on_database"
"Megalachne berteroniana Steud.","perennial"
"Megalachne masafuerana (Skottsb. & Pilg.) Matthei Matthei (Skottsb. & Pilg.)","no_life_form_on_database"
"Festuca circummediterranea Patzke","perennial"
"Festuca ovina L.","perennial"
"Festuca lenensis Drobow","perennial"
"Festuca summilusitana Franco & Rocha Afonso","perennial"
"Festuca indigesta Boiss.","perennial"
"Festuca glacialis (Miégev. ex Hack.) K.Richt. K.Richt. (Miégev. ex Hack.)","perennial"
"Festuca longifolia Thuill.","perennial"
"Festuca brachyphylla Schult. & Schult.f.","perennial"
"Festuca gracilior (Hack.) Markgr.-Dann. Markgr.-Dann. (Hack.)","perennial"
"Festuca frigida Grossh.","perennial"
"Festuca valentina (St.-Yves) Markgr.-Dann. Markgr.-Dann. (St.-Yves)","perennial"
"Festuca Tourn. ex L._indet_sp1","no_life_form_on_database"
"Festuca hystrix Boiss.","perennial"
"Festuca alpina Suter","perennial"
"Festuca hyperborea Holmen","perennial"
"Festuca halleri All.","perennial"
"Festuca brevissima Jurtzev","perennial"
"Festuca saximontana Rydb.","perennial"
"Festuca intercedens Lüdi ex Bech.","perennial"
"Festuca stricta Host","perennial"
"Festuca pallens Host","perennial"
"Festuca laevigata Clairv.","perennial"
"Festuca wagneri (Degen, Thaisz & Flatt) Krajina Krajina (Degen, Thaisz & Flatt)","perennial"
"Festuca pseudodalmatica Krajina","perennial"
"Festuca kolymensis Drobow","perennial"
"Festuca pseudovina Hack. ex Wiesb.","no_life_form_on_database"
"Festuca viviparoidea Krajina ex Pavlick","perennial"
"Festuca arvernensis Auquier, Kerguélen & Markgr.-Dann.","perennial"
"Festuca vaginata Waldst. & Kit. ex Willd.","perennial"
"Festuca valesiaca Schleich. ex Gaudin","perennial"
"Festuca dalmatica (Hack.) K.Richt. K.Richt. (Hack.)","perennial"
"Festuca javorkae Májovský","perennial"
"Festuca arizonica Vasey","perennial"
"Festuca rupicaprina Beck","perennial"
"Festuca beckeri (Hack.) Trautv. Trautv. (Hack.)","perennial"
"Festuca lemanii T.Bastard","perennial"
"Festuca roemeri (Pavlick) E.B.Alexeev E.B.Alexeev (Pavlick)","no_life_form_on_database"
"Festuca idahoensis Elmer","perennial"
"Festuca glauca Vill.","perennial"
"Festuca trichophylla Ducros ex Gaudin","perennial"
"Festuca filiformis Pourr.","perennial"
"Festuca flacca Hack. ex E.B.Alekseev","perennial"
"Festuca baffinensis Polunin","perennial"
"Festuca pyrenaica Reut.","perennial"
"Festuca amethystina L.","perennial"
"Festuca occidentalis Hook.","perennial"
"Festuca capillifolia Dufour ex Roem. & Schult.","perennial"
"Festuca matthewsii subsp. aquilonia Connor","no_life_form_on_database"
"Festuca actae Connor","perennial"
"Festuca deflexa Connor","perennial"
"Festuca novae-zealandiae (Hack.) Cockayne Cockayne (Hack.)","no_life_form_on_database"
"Festuca contracta Kirk","perennial"
"Festuca madida Connor","perennial"
"Festuca molokaiensis Soreng, P.M.Peterson & Catalán","perennial"
"Festuca aloha Catalán, Soreng & P.M.Peterson","perennial"
"Festuca richardsonii Hook.","perennial"
"Psilurus incurvus (Gouan) Schinz & Thell. Schinz & Thell. (Gouan)","no_life_form_on_database"
"Vulpia myuros (L.) C.C.Gmel. C.C.Gmel. (L.)","no_life_form_on_database"
"Vulpia ciliata Dumort.","no_life_form_on_database"
"Festuca violacea Ser. ex Gaudin","perennial"
"Festuca norica Fritsch","perennial"
"Festuca subverticillata (Pers.) E.B.Alexeev E.B.Alexeev (Pers.)","perennial"
"Festuca tatrae (Czakó) Degen Degen (Czakó)","perennial"
"Vulpia microstachys (Nutt.) Munro Munro (Nutt.)","no_life_form_on_database"
"Vulpia octoflora (Walter) Rydb. Rydb. (Walter)","no_life_form_on_database"
"Festuca elegans Boiss.","perennial"
"Festuca hintoniana E.B.Alexeev","perennial"
"Festuca californica Vasey","perennial"
"Festuca ligulata Swallen","perennial"
"Festuca thurberi Vasey","perennial"
"Festuca subuliflora Scribn.","perennial"
"Festuca scabriculmis (Hack.) K.Richt. K.Richt. (Hack.)","perennial"
"Festuca dimorpha Guss.","perennial"
"Festuca carpatica F.Dietr.","annual"
"Festuca quadriflora Honck.","perennial"
"Festuca gautieri (Hack.) K.Richt. K.Richt. (Hack.)","perennial"
"Festuca eskia Ramond ex DC.","perennial"
"Festuca burnatii St.-Yves","perennial"
"Festuca parvigluma Steud.","perennial"
"Festuca extremiorientalis Ohwi","perennial"
"Festuca subulata Trin.","perennial"
"Festuca altaica Trin. ex Ledeb.","perennial"
"Castellia tuberculosa (Moris) Bor Bor (Moris)","annual"
"Lolium remotum Schrank","annual"
"Lolium temulentum L.","annual"
"Lolium persicum Boiss. & Hohen.","annual"
"Lolium canariense Steud.","annual"
"Lolium rigidum Gaudin","annual"
"Lolium perenne L.","annual"
"Lolium multiflorum Lam.","annual"
"Festuca simensis Hochst. ex A.Rich.","perennial"
"Festuca fontqueri St.-Yves","no_life_form_on_database"
"Festuca pratensis Huds.","no_life_form_on_database"
"Festuca gigantea Krock.","no_life_form_on_database"
"Micropyropsis tuberosa Romero Zarco & Cabezudo","no_life_form_on_database"
"Festuca arundinacea Schreb.","no_life_form_on_database"
"Festuca marginata (Hack.) K.Richt. K.Richt. (Hack.)","perennial"
"Festuca mairei St.-Yves","no_life_form_on_database"
"Festuca durandoi Clauson","no_life_form_on_database"
"Festuca paniculata (L.) Schinz & Thell. Schinz & Thell. (L.)","no_life_form_on_database"
"Festuca amplissima Rupr. ex Galeotti","perennial"
"Festuca argentina (Speg.) Parodi Parodi (Speg.)","perennial"
"Festuca dichoclada Pilg.","perennial"
"Festuca breviglumis Swallen","perennial"
"Festuca modesta Steud.","perennial"
"Festuca kingii (S.Watson) Cassidy Cassidy (S.Watson)","perennial"
"Festuca spectabilis Jan","perennial"
"Festuca pulchella Schrad.","perennial"
"Festuca pseudeskia Boiss.","perennial"
"Festuca scariosa (Lag.) Pau Pau (Lag.)","perennial"
"Festuca altissima All.","annual"
"Festuca donax Lowe","perennial"
"Festuca drymeja Mert. & W.D.J.Koch","annual"
"Festuca coerulescens Desf.","no_life_form_on_database"
"Festuca triflora Desf.","no_life_form_on_database"
"Cutandia maritima (L.) Benth. Benth. (L.)","annual"
"Catapodium marinum (L.) C.E.Hubb. C.E.Hubb. (L.)","annual"
"Cutandia memphitica (Spreng.) Benth. Benth. (Spreng.)","annual"
"Desmazeria sicula (Jacq.) Dumort. Dumort. (Jacq.)","annual"
"Hainardia cylindrica (Willd.) Greuter Greuter (Willd.)","no_life_form_on_database"
"Parapholis incurva (L.) C.E.Hubb. C.E.Hubb. (L.)","annual"
"Catapodium rigidum (L.) Dony Dony (L.)","annual"
"Sphenopus divaricatus (Gouan) Rchb. Rchb. (Gouan)","annual"
"Cynosurus cristatus L.","perennial"
"Cynosurus echinatus L.","annual"
"Dactylis glomerata L.","perennial"
"Lamarckia aurea (L.) Moench Moench (L.)","annual"
"Antinoria agrostidea (DC.) Parl. Parl. (DC.)","annual"
"Deschampsia kingii (Hook.f.) É.Desv. É.Desv. (Hook.f.)","perennial"
"Deschampsia laxa Phil.","perennial"
"Deschampsia cespitosa (L.) P.Beauv. P.Beauv. (L.)","perennial"
"Deschampsia berteroana (Kunth) F.Meigen F.Meigen (Kunth)","no_life_form_on_database"
"Deschampsia setacea K.Richt.","perennial"
"Deschampsia chapmanii Petrie","perennial"
"Deschampsia tenella Petrie","perennial"
"Deschampsia elongata (Hook.) Munro Munro (Hook.)","perennial"
"Deschampsia foliosa Hack.","no_life_form_on_database"
"Deschampsia antarctica É.Desv.","perennial"
"Deschampsia venustula Parodi","perennial"
"Deschampsia parvula (Hook.f.) É.Desv. É.Desv. (Hook.f.)","perennial"
"Deschampsia mejlandii C.E.Hubb.","perennial"
"Deschampsia christophersenii C.E.Hubb.","perennial"
"Helictotrichon requienii (Mutel) Henrard Henrard (Mutel)","no_life_form_on_database"
"Deschampsia klossii Ridl.","perennial"
"Deschampsia patula (Phil.) Skottsb. Skottsb. (Phil.)","perennial"
"Deschampsia nubigena Hillebr.","perennial"
"Helictotrichon aetolicum (Rech.f.) Holub Holub (Rech.f.)","no_life_form_on_database"
"Helictochloa pratensis (L.) Romero Zarco Romero Zarco (L.)","perennial"
"Helictotrichon hackelii (Henriq.) Henrard Henrard (Henriq.)","no_life_form_on_database"
"Helictotrichon cincinnatum (Ten.) Röser Röser (Ten.)","no_life_form_on_database"
"Helictotrichon versicolor (Vill.) Schult. & Schult.f. Schult. & Schult.f. (Vill.)","no_life_form_on_database"
"Helictotrichon hookeri (Scribn.) Henrard Henrard (Scribn.)","no_life_form_on_database"
"Helictotrichon compressum (Heuff.) Henrard Henrard (Heuff.)","no_life_form_on_database"
"Helictotrichon bromoides (Gouan) C.E.Hubb. C.E.Hubb. (Gouan)","no_life_form_on_database"
"Ammochloa palaestina Boiss.","annual"
"Helictotrichon albinerve (Boiss.) Henrard Henrard (Boiss.)","no_life_form_on_database"
"Helictotrichon marginatum (Lowe) Röser Röser (Lowe)","no_life_form_on_database"
"Helictotrichon pratense (L.) Pilg. Pilg. (L.)","no_life_form_on_database"
"Helictochloa armeniaca (Schischk.) Romero Zarco Romero Zarco (Schischk.)","perennial"
"Helictotrichon leve (Hack.) Potztal Potztal (Hack.)","no_life_form_on_database"
"Periballia laevis (Brot.) Asch. & Graebn. Asch. & Graebn. (Brot.)","no_life_form_on_database"
"Sesleria argentea (Savi) Savi Savi (Savi)","perennial"
"Sesleria insularis Sommier","perennial"
"Sesleria caerulea (L.) Ard. Ard. (L.)","perennial"
"Sesleria ovata (Hoppe) A.Kern. A.Kern. (Hoppe)","no_life_form_on_database"
"Helictochloa blaui (Asch. & Janka) Romero Zarco Romero Zarco (Asch. & Janka)","perennial"
"Sesleria tenerrima (Fritsch) Hayek Hayek (Fritsch)","perennial"
"Mibora minima P.Beauv.","annual"
"Oreochloa disticha (Wulfen) Link Link (Wulfen)","perennial"
"Echinaria capitata (L.) Desf. Desf. (L.)","annual"
"Dryopoa dives (F.Muell.) Vickery Vickery (F.Muell.)","perennial"
"Scolochloa festucacea (Willd.) Link Link (Willd.)","perennial"
"Holcus gayanus Boiss.","annual"
"Holcus rigidus Hochst. ex Seub.","perennial"
"Holcus mollis L.","perennial"
"Holcus azoricus M.Seq. & Castrov.","perennial"
"Holcus annuus Salzm. ex C.A.Mey.","annual"
"Holcus lanatus L.","perennial"
"Deschampsia atropurpurea (Wahlenb.) Scheele Scheele (Wahlenb.)","no_life_form_on_database"
"Poa amplexicaulis C.M.Weiller & Stajsic","perennial"
"Poa clelandii Vickery","perennial"
"Poa fordeana F.Muell.","perennial"
"Poa drummondiana Nees","perennial"
"Poa cita Edgar","perennial"
"Poa meionectes Vickery","perennial"
"Poa sieberiana Spreng.","perennial"
"Poa chathamica Petrie","perennial"
"Poa litorosa Cheeseman","perennial"
"Poa cockayneana Petrie","perennial"
"Poa orthoclada N.G.Walsh","perennial"
"Austrofestuca littoralis (Labill.) E.B.Alexeev E.B.Alexeev (Labill.)","no_life_form_on_database"
"Austrofestuca triticoides E.B.Alexeev","no_life_form_on_database"
"Poa orba N.G.Walsh","perennial"
"Poa porphyroclados Nees","perennial"
"Poa ensiformis Vickery","perennial"
"Poa homomalla Nees","perennial"
"Poa fawcettiae Vickery","perennial"
"Poa intrusa Edgar","perennial"
"Poa sallacustris N.G.Walsh","perennial"
"Poa phillipsiana Vickery","perennial"
"Poa costiniana Vickery","perennial"
"Poa keysseri Pilg.","perennial"
"Poa affinis R.Br.","perennial"
"Poa hiemata Vickery","perennial"
"Poa anceps G.Forst.","perennial"
"Neuropoa fax (J.H.Willis & Court) Clayton Clayton (J.H.Willis & Court)","no_life_form_on_database"
"Poa labillardierei Steud.","perennial"
"Poa lowanensis N.G.Walsh","perennial"
"Poa cheelii Vickery","perennial"
"Poa poiformis (Labill.) Druce Druce (Labill.)","perennial"
"Poa hookeri Vickery","perennial"
"Poa helmsii Vickery","perennial"
"Poa paucispicula Scribn. & Merr.","perennial"
"Poa cusickii Vasey","perennial"
"Poa macrantha Vasey","perennial"
"Poa tianschanica (Regel) Hack. Hack. (Regel)","perennial"
"Poa nervosa (Hook.) Vasey Vasey (Hook.)","perennial"
"Poa wheeleri Vasey","perennial"
"Poa fendleriana (Steud.) Vasey Vasey (Steud.)","perennial"
"Poa porsildii Gjaerev.","no_life_form_on_database"
"Poa acroleuca Steud.","annual"
"Poa kurtzii R.E.Fr.","perennial"
"Dissanthelium peruvianum (Nees & Meyen) Pilg. Pilg. (Nees & Meyen)","no_life_form_on_database"
"Poa howellii Vasey & Scribn.","annual"
"Poa bradei Pilg.","perennial"
"Poa reflexa Vasey & Scribn.","annual"
"Poa arachnifera Torr.","perennial"
"Poa holciformis J.Presl","perennial"
"Poa stuckertii (Hack.) Parodi Parodi (Hack.)","perennial"
"Poa scaberula Hook.f.","annual"
"Poa atropidiformis Hack.","perennial"
"Poa laetevirens R.E.Fr.","perennial"
"Anthochloa lepidula Nees & Meyen","no_life_form_on_database"
"Poa gymnantha Pilg.","perennial"
"Poa lindebergii Tzvelev","perennial"
"Poa iridifolia Hauman","perennial"
"Poa chaixii Vill.","perennial"
"Poa acinaciphylla É.Desv.","perennial"
"Poa polycolea Stapf","perennial"
"Poa hybrida Gaudin","perennial"
"Poa longifolia Trin.","perennial"
"Poa sudicola Edgar","perennial"
"Poa dipsacea Petrie","perennial"
"Poa subvestita (Hack.) Edgar Edgar (Hack.)","perennial"
"Poa foliosa (Hook.f.) Hook.f. Hook.f. (Hook.f.)","perennial"
"Poa exigua Hook.f.","perennial"
"Poa novae-zelandiae Hack.","perennial"
"Poa spania Edgar & Molloy","perennial"
"Poa breviglumis Hook.f.","perennial"
"Poa lindsayi Hook.f.","perennial"
"Festuca sibirica Hack. ex Boiss.","perennial"
"Poa acicularifolia Buchanan","perennial"
"Poa imbecilla Spreng.","perennial"
"Poa colensoi Hook.f.","perennial"
"Poa astonii Petrie","perennial"
"Poa hesperia Edgar","perennial"
"Poa xenica Edgar & Connor","perennial"
"Poa smirnowii Roshev.","perennial"
"Poa arctica R.Br.","perennial"
"Poa iberica Fisch., C.A.Mey. & Avé-Lall.","perennial"
"Poa macrocalyx Trautv. & C.A.Mey.","perennial"
"Poa granitica Braun-Blanq.","perennial"
"Poa kamczatensis Prob.","perennial"
"Poa platyantha Kom.","perennial"
"Dissanthelium brevifolium Swallen & Tovar","no_life_form_on_database"
"Dissanthelium calycinum (J.Presl) Hitchc. Hitchc. (J.Presl)","no_life_form_on_database"
"Poa pratensis L.","perennial"
"Aphanelytrum peruvianum Sánchez Vega, P.M.Peterson, Soreng & Laegaard","no_life_form_on_database"
"Aphanelytrum procumbens Hack.","no_life_form_on_database"
"Colpodium lanatiflorum (Roshev.) Tzvelev Tzvelev (Roshev.)","no_life_form_on_database"
"Poa ircutica Roshev.","no_life_form_on_database"
"Poa stiriaca Fritsch & Hayek","perennial"
"Poa sibirica Roshev.","perennial"
"Poa remota Forselles","perennial"
"Poa lettermanii Vasey","perennial"
"Poa pseudoabbreviata Roshev.","perennial"
"Poa leptocoma Trin.","perennial"
"Poa flexuosa Sm.","perennial"
"Poa attenuata Trin.","perennial"
"Poa laxa Haenke","perennial"
"Poa interior Rydb.","perennial"
"Poa glauca Vahl","perennial"
"Poa pannonica A.Kern.","perennial"
"Poa urssulensis Trin.","perennial"
"Poa palustris L.","perennial"
"Agrostis canina L.","perennial"
"Poa nemoralis L.","perennial"
"Poa compressa L.","perennial"
"Poa stenantha Trin.","perennial"
"Poa hartzii subsp. hartzii","no_life_form_on_database"
"Poa secunda J.Presl","perennial"
"Poa ammophila A.E.Porsild","no_life_form_on_database"
"Poa curtifolia Scribn.","perennial"
"Poa versicolor Besser","perennial"
"Poa arida Vasey","perennial"
"Poa hisauchii Honda","annual"
"Poa trivialis L.","perennial"
"Poa sinaica Steud.","perennial"
"Poa pirinica Stoj. & Acht.","no_life_form_on_database"
"Poa cenisia All.","perennial"
"Poa trichophylla Boiss.","perennial"
"Poa veresczaginii Tzvelev","perennial"
"Poa abbreviata R.Br.","perennial"
"Poa densa Troitsky","perennial"
"Eremopoa altaica (Trin.) Roshev. Roshev. (Trin.)","no_life_form_on_database"
"Poa pumila Host","perennial"
"Poa badensis Haenke ex Willd.","perennial"
"Poa alpina L.","perennial"
"Poa bulbosa L.","perennial"
"Poa ligulata Boiss.","perennial"
"Colpodium ponticum Medvyedev","no_life_form_on_database"
"Poa cookii (Hook.f.) Hook.f. Hook.f. (Hook.f.)","perennial"
"Poa ramosissima Hook.f.","perennial"
"Poa pungionifolia Speg.","no_life_form_on_database"
"Festuca kerguelensis (Hook.) F.Muell. F.Muell. (Hook.)","no_life_form_on_database"
"Poa flabellata (Lam.) Raspail Raspail (Lam.)","perennial"
"Poa annua L.","annual"
"Poa infirma Kunth","annual"
"Poa supina Schrad.","annual"
"Poa wolfii Scribn.","perennial"
"Poa saltuensis Fernald & Wiegand","perennial"
"Poa marcida Hitchc.","perennial"
"Poa alsodes A.Gray","perennial"
"Poa sylvestris A.Gray","perennial"
"Poa autumnalis Muhl. ex Elliott","perennial"
"Poa kelloggii Vasey","perennial"
"Phleum alpinum L.","perennial"
"Puccinellia glaucescens (Phil.) Parodi Parodi (Phil.)","perennial"
"Phleum pratense L.","perennial"
"Phleum phleoides Porcius","perennial"
"Milium effusum L.","perennial"
"Milium vernale M.Bieb.","annual"
"Alopecurus geniculatus L.","annual"
"Alopecurus magellanicus Lam.","perennial"
"Alopecurus aequalis Sobol.","annual"
"Alopecurus pratensis L.","perennial"
"Alopecurus japonicus Steud.","annual"
"Alopecurus textilis Boiss.","perennial"
"Alopecurus myosuroides Huds.","annual"
"Poa violacea var. aetnensis (C.Presl) Asch. & Graebn. Asch. & Graebn. (C.Presl)","no_life_form_on_database"
"Poa variegata Lam.","no_life_form_on_database"
"Poa polychroa (Trautv.) Grossh. Grossh. (Trautv.)","no_life_form_on_database"
"Apera interrupta (L.) P.Beauv. P.Beauv. (L.)","annual"
"Apera spica-venti (L.) P.Beauv. P.Beauv. (L.)","annual"
"Ventenata macra (Steven ex M.Bieb.) Balansa Balansa (Steven ex M.Bieb.)","annual"
"Ventenata dubia (Leers) Coss. & Durieu Coss. & Durieu (Leers)","annual"
"Poa chonotica Phil.","no_life_form_on_database"
"Poa robusta Steud.","no_life_form_on_database"
"Poa andina Trin.","no_life_form_on_database"
"Sylvipoa queenslandica (C.E.Hubb.) Soreng, L.J.Gillespie & S.W.L.Jacobs Soreng, L.J.Gillespie & S.W.L.Jacobs (C.E.Hubb.)","perennial"
"Arctagrostis latifolia (R.Br.) Griseb. Griseb. (R.Br.)","perennial"
"Poa subenervis Hack.","no_life_form_on_database"
"Austrofestuca eriopoda (Vickery) S.W.L.Jacobs S.W.L.Jacobs (Vickery)","no_life_form_on_database"
"Austrofestuca hookeriana (F.Muell. ex Hook.f.) S.W.L.Jacobs S.W.L.Jacobs (F.Muell. ex Hook.f.)","no_life_form_on_database"
"Saxipoa saxicola (R.Br.) Soreng, L.J.Gillespie & S.W.L.Jacobs Soreng, L.J.Gillespie & S.W.L.Jacobs (R.Br.)","perennial"
"Beckmannia syzigachne (Steud.) Fernald Fernald (Steud.)","annual"
"Cyathopus sikkimensis Stapf","perennial"
"Aniselytron treutleri (Kuntze) Soják Soják (Kuntze)","perennial"
"Poa tibetica Munro ex Stapf","no_life_form_on_database"
"Poa eminens J.Presl","no_life_form_on_database"
"Poa subfastigiata Trin. ex Ledeb.","no_life_form_on_database"
"Poa schischkinii Tzvelev","no_life_form_on_database"
"Cinna arundinacea L.","perennial"
"Cinna latifolia (Trevir.) Griseb. Griseb. (Trevir.)","perennial"
"Simplicia buchananii (Zotov) Zotov Zotov (Zotov)","perennial"
"Simplicia laxa Kirk","perennial"
"Alopecurus vaginatus Pall.","perennial"
"Alopecurus gerardii (All.) Vill. Vill. (All.)","perennial"
"Arctophila fulva (Harris, 1780)","no_life_form_on_database"
"Dupontia fisheri R.Br.","perennial"
"Helictotrichon pubescens (Huds.) Pilg. Pilg. (Huds.)","no_life_form_on_database"
"Puccinellia distans (Jacq.) Parl. Parl. (Jacq.)","annual"
"Puccinellia nuttalliana (Schult.) Hitchc. Hitchc. (Schult.)","perennial"
"Puccinellia fasciculata (Torr.) E.P.Bicknell E.P.Bicknell (Torr.)","perennial"
"Puccinellia phryganodes (Trin.) Scribn. & Merr. Scribn. & Merr. (Trin.)","perennial"
"Sclerochloa dura (L.) P.Beauv. P.Beauv. (L.)","annual"
"Puccinellia nutkaensis (J.Presl) Fernald & Weath. Fernald & Weath. (J.Presl)","perennial"
"Puccinellia bruggemannii T.J.Sørensen","perennial"
"Puccinellia banksiensis Consaul","perennial"
"Puccinellia parishii Hitchc.","annual"
"Puccinellia vaginata (Lange) Fernald & Weath. Fernald & Weath. (Lange)","perennial"
"Puccinellia arctica Hook.","perennial"
"Puccinellia andersonii Swallen","perennial"
"Puccinellia stricta Keng","annual"
"Puccinellia walkeri (Kirk) Allan Allan (Kirk)","perennial"
"Puccinellia vahliana (Liebm.) Scribn. & Merr. Scribn. & Merr. (Liebm.)","perennial"
"Puccinellia tenella (Lange) Holmb. Holmb. (Lange)","perennial"
"Puccinellia pumila (Macoun ex Vasey) Hitchc. Hitchc. (Macoun ex Vasey)","perennial"
"Catabrosa werdermannii (Pilg.) Nicora & Rúgolo Nicora & Rúgolo (Pilg.)","perennial"
"Catabrosa aquatica (L.) P.Beauv. P.Beauv. (L.)","perennial"
"Puccinellia angustata (R.Br.) E.L.Rand & Redfield E.L.Rand & Redfield (R.Br.)","perennial"
"Puccinellia lemmonii (Vasey) Scribn. Scribn. (Vasey)","perennial"
"Colpodium variegatum (Boiss.) Boiss. Boiss. (Boiss.)","no_life_form_on_database"
"Puccinellia wrightii (Scribn. & Merr.) Tzvelev Tzvelev (Scribn. & Merr.)","perennial"
"Colpodium altaicum Trin. ex Ledeb.","no_life_form_on_database"
"Phippsia algida (Sol.) R.Br. R.Br. (Sol.)","perennial"
"Phippsia concinna (Th.Fr.) Lindeb. Lindeb. (Th.Fr.)","perennial"
"Zingeria biebersteiniana (Claus) P.A.Smirn. P.A.Smirn. (Claus)","no_life_form_on_database"
"Zingeria trichopoda (Boiss.) P.A.Smirn. P.A.Smirn. (Boiss.)","no_life_form_on_database"
"Zingeria kochii (Mez) Tzvelev Tzvelev (Mez)","no_life_form_on_database"
"Zingeria pisidica (Boiss.) Tutin Tutin (Boiss.)","no_life_form_on_database"
"Colpodium versicolor (Steven) Schmalh. Schmalh. (Steven)","perennial"
"Colpodium araraticum (Lipsky) Woronow Woronow (Lipsky)","no_life_form_on_database"
"Aira caryophyllea L.","annual"
"Aira cupaniana Guss.","annual"
"Aira praecox L.","annual"
"Periballia involucrata (Cav.) Janka Janka (Cav.)","annual"
"Deschampsia maderensis (Hack. & Bornm.) Buschm. Buschm. (Hack. & Bornm.)","no_life_form_on_database"
"Deschampsia flexuosa (L.) Trin. Trin. (L.)","no_life_form_on_database"
"Agrostis leptostachys Hook.f.","no_life_form_on_database"
"Agrostis mertensii Trin.","perennial"
"Agrostis exarata Trin.","perennial"
"Agrostis personata Edgar","perennial"
"Agrostis idahoensis Nash","perennial"
"Agrostis L._indet_sp2","no_life_form_on_database"
"Agrostis pallescens Cheeseman","perennial"
"Agrostis petriei Hack.","perennial"
"Agrostis clavata Trin.","annual"
"Agrostis pallens Trin.","perennial"
"Agrostis muelleriana Vickery","annual"
"Agrostis vinealis Schreb.","perennial"
"Agrostis imbecilla Zotov","perennial"
"Agrostis gracililaxa Franco","perennial"
"Agrostis botelhoi (Rocha Afonso & Franco) H.Schaef. H.Schaef. (Rocha Afonso & Franco)","no_life_form_on_database"
"Agrostis hyemalis (Walter) Britton, Sterns & Poggenb. Britton, Sterns & Poggenb. (Walter)","perennial"
"Agrostis congestiflora Tutin & E.F.Warb.","perennial"
"Agrostis muscosa Kirk","perennial"
"Agrostis stolonifera L.","perennial"
"Agrostis L._indet_sp3","no_life_form_on_database"
"Agrostis scabra Willd.","perennial"
"Chaetopogon fasciculatus (Link) Hayek Hayek (Link)","no_life_form_on_database"
"Agrostis capillaris L.","perennial"
"Agrostis castellana Boiss. & Reut.","perennial"
