species,life_form,source,notes_1,notes_2
Solanum arundo Mattei,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum cerasiferum Dunal,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum linnaeanum Hepper & P.-M.L.Jaeger,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum lichtensteinii Willd.,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum melongena L.,perennial,https://solanaceaesource.myspecies.info,manually_curated,eggplant
Solanum ovigerum Dunal,no_life_form_on_database,,,
Solanum cumingii Dunal,no_life_form_on_database,,,
Solanum sessilistellatum Bitter,no_life_form_on_database,,,
Solanum kurzii Brace ex Prain,no_life_form_on_database,,,
Solanum violaceum Ortega,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum rigescentoides Hutch.,no_life_form_on_database,,,
Solanum supinum Dunal,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum nigriviolaceum Bitter,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum aethiopicum L.,perennial,,,
Solanum anguivi Lam.,perennial,,,
Solanum cyaneopurpureum De Wild.,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum glabratum Dunal,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum lamprocarpum Bitter,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum capense L.,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum tomentosum L.,perennial,https://solanaceaesource.myspecies.info,manually_curated,shrub
Solanum humile Lam.,perennial,https://solanaceaesource.myspecies.info,manually_curated,shrub
Solanum lidii Sunding,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum vespertilio Aiton,perennial,https://solanaceaesource.myspecies.info,manually_curated,shrubs
Solanum dasyphyllum Schum. & Thonn.,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum macrocarpon L.,no_life_form_on_database,,,
Solanum giganteum Jacq.,perennial,https://solanaceaesource.myspecies.info,manually_curated,"""shrub or tree"""
Solanum kwebense N.E.Br. ex C.H.Wright,no_life_form_on_database,,,
Solanum goetzei Dammer,perennial,https://solanaceaesource.myspecies.info,manually_curated,shrub
Solanum schimperianum Hochst. ex A.Rich.,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum marginatum L.fil.,perennial,https://solanaceaesource.myspecies.info,manually_curated,shrub
Solanum aculeastrum Dunal,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum thruppii C.H.Wright,no_life_form_on_database,,,
Solanum elaeagnifolium Cav.,perennial,https://www.wildflower.org/plants/result.php?id_plant=soel,manually_curated,
Solanum mortonii Hunz.,no_life_form_on_database,,,
Solanum hindsianum Benth.,no_life_form_on_database,,,
Solanum tridynamum Dunal,no_life_form_on_database,,,
Solanum hieronymi Kuntze,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum lanceolatum Cav.,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum rudepannum Dunal,no_life_form_on_database,,,
Solanum torvum Sw.,perennial,https://solanaceaesource.myspecies.info,manually_curated,shrub
Solanum chrysotrichum Schltdl.,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum pluviale Standl.,perennial,https://solanaceaesource.myspecies.info,manually_curated,shrub
Solanum acutilobum Dunal,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum caricifolium Rusby,perennial,https://solanaceaesource.myspecies.info,manually_curated,check name
Solanum bolivianum Britton ex Rusby,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum ursinum Rusby,no_life_form_on_database,,,
Solanum albidum Dunal,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum whalenii M.Nee,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum comarapanum M.Nee,perennial,https://solanaceaesource.myspecies.info,manually_curated,"""shrubs"""
Solanum asperolanatum Ruiz & Pav.,no_life_form_on_database,,,
Solanum stellativelutinum Bitter,no_life_form_on_database,,,
Solanum asteropilodes Bitter,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum crinitipes Dunal,perennial,https://solanaceaesource.myspecies.info,manually_curated,shrubs
Solanum hayesii Fernald,perennial,https://solanaceaesource.myspecies.info,manually_curated,trees
Solanum bonariense L.,no_life_form_on_database,,,
Solanum poinsettiifolium Rusby,no_life_form_on_database,,,
Solanum subinerme Jacq.,no_life_form_on_database,,,
Solanum paniculatum L.,no_life_form_on_database,,,
Solanum glutinosum Dunal,no_life_form_on_database,,,
Solanum donianum Walp.,no_life_form_on_database,,,
Solanum crotonoides Lam.,perennial,https://solanaceaesource.myspecies.info,manually_curated,"""shrub"""
Solanum multispinum N.E.Br.,no_life_form_on_database,,,
Solanum arachnidanthum Rusby,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum tampicense Dunal,perennial,https://solanaceaesource.myspecies.info,manually_curated,shrub
Solanum monachophyllum Humb. & Bonpl. ex Dunal,perennial,https://solanaceaesource.myspecies.info,manually_curated,shrub
Solanum pedemontanum M.Nee,no_life_form_on_database,,,
Solanum adhaerens Willd. ex Roem. & Schult.,no_life_form_on_database,,,
Solanum aturense Humb. & Bonpl. ex Dunal,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum jamaicense Mill.,perennial,https://solanaceaesource.myspecies.info,manually_curated,shrub
Solanum lanceifolium Jacq.,no_life_form_on_database,,,
Solanum conditum C.V.Morton,no_life_form_on_database,,,
Solanum juvenale Thell.,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum comptum C.V.Morton,perennial,https://solanaceaesource.myspecies.info,manually_curated,"""Erect to decumbent perennial herb"""
Solanum moxosense M.Nee,no_life_form_on_database,,,
Solanum carolinense L.,perennial,,,
Solanum asterophorum Mart.,no_life_form_on_database,,,
Solanum bahamense L.,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum drymophilum O.E.Schulz,no_life_form_on_database,,,
Solanum citrullifolium A.Br.,annual,https://solanaceaesource.myspecies.info,manually_curated,
Solanum davisense Whalen,annual,https://solanaceaesource.myspecies.info,manually_curated,
Solanum heterodoxum Dunal,annual,https://solanaceaesource.myspecies.info,manually_curated,
Solanum tribulosum Schauer,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum fructo-tecto Cav.,no_life_form_on_database,,,
Solanum rostratum Dunal,annual,https://solanaceaesource.myspecies.info,manually_curated,
Solanum angustifolium Lam.,annual,https://solanaceaesource.myspecies.info,manually_curated,
Solanum grayi Rose,annual,https://solanaceaesource.myspecies.info,manually_curated,
Solanum lumholtzianum Bartlett,annual,https://solanaceaesource.myspecies.info,manually_curated,
Solanum johnstonii Whalen,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum tenuipes Bartlett,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum urticans Dunal,no_life_form_on_database,,,
Solanum wrightii Benth.,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum crinitum Lam.,no_life_form_on_database,,,
Solanum coriaceum Dunal,no_life_form_on_database,,,
Solanum sendtnerianum Van Heurck & Müll.Arg.,no_life_form_on_database,,,
Solanum lycocarpum A.St.-Hil.,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum mitlense Dunal,no_life_form_on_database,,,
Solanum hasslerianum Chodat,no_life_form_on_database,,,
Solanum sisymbriifolium Lam.,no_life_form_on_database,,,
Solanum pseudolulo Heiser,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum vestissimum Dunal,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum hyporhodium A.Braun & Bouché,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum pectinatum Dunal,no_life_form_on_database,,,
Solanum hirtum Vahl,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum stramoniifolium Benth.,no_life_form_on_database,,,
Solanum lasiocarpum Dunal,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum repandum G.Forst.,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum candidum Lindl.,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum felinum Bitter ex Whalen,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum quitoense Lam.,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum sessiliflorum Dunal,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum atropurpureum Schrank,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum tenuispinum Rusby,no_life_form_on_database,,,
Solanum acerifolium Humb. & Bonpl. ex Dunal,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum capsicoides Mart.,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum aculeatissimum Jacq.,no_life_form_on_database,,,
Solanum viarum Dunal,perennial,https://solanaceaesource.myspecies.info,manually_curated,shrubs
Solanum myriacanthum Dunal,perennial,https://solanaceaesource.myspecies.info,manually_curated,shrub
Solanum incarceratum Ruiz & Pav.,perennial,https://solanaceaesource.myspecies.info,manually_curated,shrubs
Solanum platense Diekm.,perennial,https://solanaceaesource.myspecies.info,manually_curated,shrub
Solanum mammosum L.,no_life_form_on_database,,,
Solanum palinacanthum Dunal,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum decompositiflorum Sendtn.,perennial,https://solanaceaesource.myspecies.info,manually_curated,"""shrub"""
Solanum rhytidoandrum Sendtn.,perennial,https://solanaceaesource.myspecies.info,manually_curated,shrubs
Solanum accrescens Standl. & Morton,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum absconditum Agra,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum paludosum Moric.,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum reflexiflorum Moric. ex Dunal,no_life_form_on_database,,,
Solanum jabrense Agra & M.Nee,perennial,https://solanaceaesource.myspecies.info,manually_curated,shrub
Solanum megalonyx Sendtn.,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum hexandrum Vell.,no_life_form_on_database,,,
Solanum stagnale Moric.,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum robustum H.Wendl.,perennial,https://solanaceaesource.myspecies.info,manually_curated,shrubs to treelets
Solanum buddlejifolium Sendtn.,no_life_form_on_database,,,check name
Solanum thomasiifolium Sendtn.,no_life_form_on_database,,,
Solanum paraibanum Agra,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum rupincola Sendtn.,no_life_form_on_database,,,
Solanum microphyllum Hawkes,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum tetramerum A.DC.Dunal,perennial,https://solanaceaesource.myspecies.info,manually_curated,shrub
Solanum schomburgkii Sendtn.,no_life_form_on_database,,,
Solanum gardneri Sendtn.,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum polytrichum Moric.,no_life_form_on_database,,,
Solanum stenandrum Sendtn.,perennial,https://solanaceaesource.myspecies.info,manually_curated,shrub
Solanum agrarium Sendtn.,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum talarense Svenson,no_life_form_on_database,,,
Solanum hoehnei Morton,no_life_form_on_database,,,
Solanum reptans Bunbury,no_life_form_on_database,,,
Solanum nemorense Dunal,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum bicorne Dunal,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum refractum Hook. & Arn.,no_life_form_on_database,,,
Solanum wendlandii Hook.fil.,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum allophyllum (Miers) Standl. Standl. (Miers),perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum aphyodendron S.Knapp,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum diphyllum L.,no_life_form_on_database,,,
Solanum ochrophyllum Van Heurck & Müll.Arg.,perennial,https://solanaceaesource.myspecies.info,manually_curated,shrub or tree
Solanum arboreum Humb. & Bonpl. ex Dunal,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum capsicastrum Link ex Schauer,no_life_form_on_database,,,
Solanum rovirosanum Donn.Sm.,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum argentinum Bitter & Lillo,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum pseudocapsicum L.,perennial,https://solanaceaesource.myspecies.info,manually_curated,shrubs
Solanum havanense Jacq.,perennial,https://solanaceaesource.myspecies.info,manually_curated,shrub
Solanum delitescens C.V.Morton,perennial,https://solanaceaesource.myspecies.info,manually_curated,"""shrub"""
Solanum reductum C.V.Morton,perennial,https://solanaceaesource.myspecies.info,manually_curated,"""subshrub from underground rhizomes"""
Solanum asperum Hornem. ex Walp.,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum mauritianum Scop.,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum rugosum Dunal,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum cordovense Moc. & Sessé,perennial,https://solanaceaesource.myspecies.info,manually_curated,"""Shrub or small tree"""
Solanum schlechtendalianum Walp.,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum lepidotum Humb. & Bonpl. ex Dunal,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum abutiloides (Griseb.) Bitter & Lillo Bitter & Lillo (Griseb.),perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum inelegans Rusby,no_life_form_on_database,,,
Solanum adscendens Sendtn.,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum turneroides Chodat,no_life_form_on_database,,,
Solanum circinatum Bohs,no_life_form_on_database,,,
Solanum tenuisetosum (Bitter) Bohs Bohs (Bitter),perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum tegore Aubl.,perennial,https://solanaceaesource.myspecies.info,manually_curated,tree
Solanum proteanthum Bohs,perennial,https://solanaceaesource.myspecies.info,manually_curated,tree
Solanum occultum Bohs,perennial,https://solanaceaesource.myspecies.info,manually_curated,small tree
Solanum sibundoyense (Bohs) Bohs Bohs (Bohs),perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum endopogon (Bitter) Bohs Bohs (Bitter),perennial,https://solanaceaesource.myspecies.info,manually_curated,small tree
Solanum cajanumense Kunth,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum fallax Bohs,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum betaceum Cav.,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum unilobum (Rusby) Bohs Bohs (Rusby),perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum maternum Bohs,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum roseum Bohs,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum obliquum Ruiz & Pav.,no_life_form_on_database,,,
Solanum pendulum Ruiz & Pav.,no_life_form_on_database,,,
Solanum tobagense (Sandwith) Bohs Bohs (Sandwith),perennial,https://solanaceaesource.myspecies.info,manually_curated,shrubs or trees
Solanum oxyphyllum Morton,perennial,https://solanaceaesource.myspecies.info,manually_curated,tree
Solanum confusum Correll,perennial,https://solanaceaesource.myspecies.info,manually_curated,"""shrubs"""
Solanum hibernum Bohs,perennial,https://solanaceaesource.myspecies.info,manually_curated,"""shrub"""
Solanum luteoalbum Pers.,perennial,https://solanaceaesource.myspecies.info,manually_curated,shrubs
Solanum stuckertii Bitter,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum fusiforme L.B.Sm. & Downs,perennial,https://solanaceaesource.myspecies.info,manually_curated,shrub
Solanum melissarum Bohs,perennial,https://solanaceaesource.myspecies.info,manually_curated,tree
Solanum cylindricum Vell.,perennial,https://solanaceaesource.myspecies.info,manually_curated,"""shrub"""
Solanum glaucophyllum Desf.,perennial,https://solanaceaesource.myspecies.info,manually_curated,"""shrub or tree"""
Solanum cacosmum Bohs,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum exiguum Bohs,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum latiflorum Bohs,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum pinetorum (L.B.Sm. & Downs) Bohs Bohs (L.B.Sm. & Downs),perennial,https://solanaceaesource.myspecies.info,manually_curated,shrubs or trees
Solanum sciadostylis (Sendtn.) Bohs Bohs (Sendtn.),perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum diploconos (Mart.) Bohs Bohs (Mart.),perennial,https://solanaceaesource.myspecies.info,manually_curated,tree
Solanum clandestinum Bohs,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum mapiriense Bitter,perennial,https://solanaceaesource.myspecies.info,manually_curated,shrub
Solanum guerreroense Correll,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum hougasii Correll,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum verrucosum Schltdl.,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum hjertingii Hawkes,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum okadae Hawkes & Hjert.,no_life_form_on_database,,,
Solanum stoloniferum Schltdl. & Bouché,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum sparsipilum (Bitter) Juz. & Bukasov Juz. & Bukasov (Bitter),no_life_form_on_database,,,
Solanum leptophyes Bitter,no_life_form_on_database,,,
Solanum oplocense Hawkes,no_life_form_on_database,,,
Solanum infundibuliforme Phil.,no_life_form_on_database,,,
Solanum avilesii Hawkes & Hjert.,no_life_form_on_database,,,
Solanum berthaultii Hawkes,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum tarijense Hawkes,no_life_form_on_database,,,
Solanum arnezii Cárdenas,no_life_form_on_database,,,
Solanum yungasense Hawkes,no_life_form_on_database,,,
Solanum chacoense Bitter,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum kurtzianum Bitter & Wittm.,no_life_form_on_database,,,
Solanum spegazzinii Bitter,no_life_form_on_database,,,
Solanum alandiae Cárdenas,no_life_form_on_database,,,
Solanum demissum Lindl.,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum brevicaule Bitter,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum microdontum Bitter,no_life_form_on_database,,,
Solanum bukasovii Juz. ex Rybin,no_life_form_on_database,,,
Solanum pampasense Hawkes,no_life_form_on_database,,,
Solanum candolleanum Berthault,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum marinasense Vargas,no_life_form_on_database,,,
Solanum sucrense Hawkes,no_life_form_on_database,,,
Solanum tuberosum L.,perennial,,,
Solanum ugentii Hawkes & K.A.Okada,no_life_form_on_database,,,
Solanum vernei Bitter & Wittm.,no_life_form_on_database,,,
Solanum circaeifolium Bitter,no_life_form_on_database,,,
Solanum maglia Schltdl.,no_life_form_on_database,,,
Solanum santolallae Vargas,no_life_form_on_database,,,
Solanum laxissimum Bitter,no_life_form_on_database,,,
Solanum achacachense Cárdenas,no_life_form_on_database,,,
Solanum lignicaule Vargas,no_life_form_on_database,,,
Solanum raphanifolium Cárdenas & Hawkes,no_life_form_on_database,,,
Solanum colombianum Dunal,no_life_form_on_database,,,
Solanum subpanduratum Ochoa,no_life_form_on_database,,,
Solanum tundalomense C.Ochoa,no_life_form_on_database,,,
Solanum agrimonifolium Rydb.,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum oxycarpum Schiede,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum longiconicum Bitter,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum acaule Bitter,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum megistacrolobum Bitter,no_life_form_on_database,,,
Solanum albicans (Ochoa) C.Ochoa C.Ochoa (Ochoa),perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum iopetalum Bitter,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum violaceimarmoratum Bitter,no_life_form_on_database,,,
Solanum doddsii Correll,no_life_form_on_database,,,
Solanum stenophyllidium Bitter,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum incamayoense K.A.Okada & A.M.Clausen,no_life_form_on_database,,,
Solanum schenckii Bitter,perennial,https://solanaceaesource.myspecies.info,manually_curated,
Solanum andreanum Baker,perennial,https://solanaceaesource.myspecies.info,manually_curated,
