species,life_form,source,notes_1,notes_2
Lysimachia verbascifolia C.M.Hu & P.K.Lôc,no_life_form_on_database,,,
Lysimachia alpestris Champ. ex Benth.,perennial,,,
Lysimachia nemorum L.,perennial,,,
Lysimachia serpyllifolia Schreb.,perennial,,,
Asterolinon adoense Kunze,annual,https://plants.jstor.org/stable/history/10.5555/al.ap.flora.flota004849,manually_curated,
Anagallis arvensis L.,annual,https://www.calflora.org/app/taxon?crn=339,manually_curated,
Anagallis monelli M.Bieb.,annual,https://seedcorner.com/pimpernel-blue-anagallis-monelli-seeds/,manually_curated,can also be perennials
Asterolinon linum-stellatum (L.) Duby Duby (L.),annual,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:701207-1,manually_curated,
Pelletiera wildpretii Valdés,no_life_form_on_database,,,
Pelletiera verna A.St.-Hil.,perennial,https://www.plant-world-seeds.com/store/view_seed_item/3672,manually_curated,
Anagallis acuminata Welw. ex Schinz,annual,https://doi.org/10.1086/449318,manually_curated,
Anagallis rhodesica R.E.Fr.,annual,https://doi.org/10.1086/449318,manually_curated,
Anagallis pumila Sw.,annual,https://doi.org/10.1086/449318,manually_curated,
Anagallis kochii H.E.Hess,annual,https://doi.org/10.1086/449318,manually_curated,
Anagallis rubricaulis Bojer ex Duby,no_life_form_on_database,,,
Anagallis tenuicaulis Baker,annual,https://doi.org/10.1086/449318,manually_curated,
Anagallis djalonis A.Chev.,annual,https://doi.org/10.1086/449318,manually_curated,
Anagallis nummularifolia Baker,perennial,https://doi.org/10.1086/449318,manually_curated,
Anagallis kingaensis Engl.,perennial,https://doi.org/10.1086/449318,manually_curated,
Anagallis oligantha P.Taylor,perennial,https://doi.org/10.1086/449318,manually_curated,
Anagallis hexamera P.Taylor,perennial,https://doi.org/10.1086/449318,manually_curated,
Anagallis angustiloba (Engl.) Engl. Engl. (Engl.),perennial,https://doi.org/10.1086/449318,manually_curated,
Anagallis serpens Hochst. ex A.DC.,perennial,https://doi.org/10.1086/449318,manually_curated,
Anagallis huttonii Harv.,perennial,https://doi.org/10.1086/449318,manually_curated,
Anagallis crassifolia Thore,perennial,https://doi.org/10.1086/449318,manually_curated,
Anagallis tenella (L.) L. L. (L.),perennial,https://doi.org/10.1086/449318,manually_curated,
Anagallis alternifolia Cav.,perennial,https://doi.org/10.1086/449318,manually_curated,
Anagallis filiformis Cham. & Schltdl.,perennial,https://doi.org/10.1086/449318,manually_curated,
Anagallis minima (L.) E.H.L.Krause E.H.L.Krause (L.),perennial,https://doi.org/10.1086/449318,manually_curated,
Lysimachia hybrida Michx.,perennial,,,
Lysimachia radicans Hook.,perennial,,,
Lysimachia quadriflora Sims,perennial,,,
Lysimachia ciliata L.,perennial,,,
Lysimachia lanceolata Walter,perennial,,,
Lysimachia andina Sandwith,no_life_form_on_database,,,
Lysimachia mexicana Knuth,no_life_form_on_database,,,
Trientalis borealis Raf.,perennial,https://www.wildflower.org/plants/result.php?id_plant=TRBO2,manually_curated,
Trientalis europaea L.,perennial,https://calscape.org/Lysimachia-europaea-(),manually_curated,
