"species","life_form"
"Streptanthus carinatus C.Wright","annual"
"Streptanthus lasiophyllus (Hook. & Arn.) Hoover Hoover (Hook. & Arn.)","annual"
"Polypsecadium harmsianum (Muschl.) O.E.Schulz O.E.Schulz (Muschl.)","annual"
"Dictyophragmus punensis (Romanczuk) Al-Shehbaz Al-Shehbaz (Romanczuk)","annual"
"Dryopetalon runcinatum A.Gray","annual"
"Streptanthus californicus (S.Watson) Greene Greene (S.Watson)","annual"
"Streptanthus lemmonii S.Watson","annual"
"Streptanthus coulteri A.Gray","annual"
"Streptanthus inflatus (S.Watson) Greene Greene (S.Watson)","annual"
"Streptanthus bracteatus A.Gray","annual"
"Streptanthus cutleri Cory","annual"
"Streptanthus hyacinthoides Hook.","annual"
"Streptanthus simulans (Payson) Jeps. Jeps. (Payson)","annual"
"Streptanthus heterophyllus Nutt.","annual"
"Streptanthus petiolaris A.Gray","annual"
"Werdermannia anethifolia (Phil.) I.M.Johnst. I.M.Johnst. (Phil.)","no_life_form_on_database"
"Sibara macrostachya (Phil.) Al-Shehbaz Al-Shehbaz (Phil.)","no_life_form_on_database"
"Phravenia viereckii (O.E.Schulz) Al-Shehbaz & Warwick Al-Shehbaz & Warwick (O.E.Schulz)","no_life_form_on_database"
"Streptanthus barbatus S.Watson","perennial"
"Streptanthus pilosus (S.Watson) Jeps. Jeps. (S.Watson)","annual"
"Streptanthus anceps (Payson) Hoover Hoover (Payson)","annual"
"Streptanthus flavescens Hook.","annual"
"Mostacillastrum subauriculatum Al-Shehbaz","annual"
"Sibara angelorum (S.Watson) Greene Greene (S.Watson)","no_life_form_on_database"
"Chaunanthus acuminatus (Rollins) R.A.Price & Al-Shehbaz R.A.Price & Al-Shehbaz (Rollins)","perennial"
"Dryopetalon auriculatum (A.Gray) Al-Shehbaz Al-Shehbaz (A.Gray)","annual"
"Streptanthus longisiliquus G.Clifton & R.Buck","perennial"
"Chlorocrambe hastata (S.Watson) Rydb. Rydb. (S.Watson)","perennial"
"Streptanthus howellii S.Watson","perennial"
"Stanleya elata M.E.Jones","perennial"
"Streptanthus crassicaulis Torr.","perennial"
"Streptanthus vernalis R.O'Donnell & R.Dolan","annual"
"Streptanthus morrisonii F.W.Hoffm.","annual"
"Streptanthus brachiatus F.W.Hoffm.","annual"
"Streptanthus batrachopus J.L.Morrison","annual"
"Streptanthus barbiger Greene","annual"
"Streptanthus hesperidis Jeps.","annual"
"Streptanthus breweri A.Gray","annual"
"Streptanthus cooperi (S.Watson) Al-Shehbaz Al-Shehbaz (S.Watson)","annual"
"Thysanocarpus erectus S.Watson","no_life_form_on_database"
"Hesperidanthus argillaceus (S.L.Welsh & N.D.Atwood) Al-Shehbaz Al-Shehbaz (S.L.Welsh & N.D.Atwood)","perennial"
"Hesperidanthus barnebyi (S.L.Welsh & N.D.Atwood) Al-Shehbaz Al-Shehbaz (S.L.Welsh & N.D.Atwood)","perennial"
"Streptanthus major (M.E.Jones) Jeps. Jeps. (M.E.Jones)","annual"
"Streptanthus farnsworthianus J.T.Howell","annual"
"Stanleya pinnata (Pursh) Britton Britton (Pursh)","perennial"
"Thelypodiopsis ambigua (S.Watson) Al-Shehbaz Al-Shehbaz (S.Watson)","annual"
"Thelypodiopsis elegans (M.E.Jones) Rydb. Rydb. (M.E.Jones)","annual"
"Streptanthus glaucus (S.Watson) Jeps. Jeps. (S.Watson)","perennial"
"Sibara laxa (S.Watson) Greene Greene (S.Watson)","no_life_form_on_database"
"Streptanthella longirostris (S.Watson) Rydb. Rydb. (S.Watson)","no_life_form_on_database"
"Streptanthus longirostris (S.Watson) S.Watson S.Watson (S.Watson)","annual"
"Streptanthus hammittii (S.Boyd & T.S.Ross) Al-Shehbaz Al-Shehbaz (S.Boyd & T.S.Ross)","annual"
"Warea cuneifolia (Muhl. ex Nutt.) Nutt. Nutt. (Muhl. ex Nutt.)","annual"
"Zuloagocardamum jujuyensis Salariato & Al-Shehbaz","no_life_form_on_database"
"Dryopetalon paysonii (Rollins) Al-Shehbaz Al-Shehbaz (Rollins)","no_life_form_on_database"
"Streptanthus campestris S.Watson","perennial"
"Streptanthus bernardinus (Greene) Parish Parish (Greene)","perennial"
"Sibara deserti (M.E.Jones) Rollins Rollins (M.E.Jones)","annual"
"Streptanthus maculatus Nutt.","annual"
"Mostacillastrum vaseyi (J.M.Coult.) Al-Shehbaz Al-Shehbaz (J.M.Coult.)","no_life_form_on_database"
"Hesperidanthus jaegeri (Rollins) Al-Shehbaz Al-Shehbaz (Rollins)","perennial"
"Neuontobotrys grayana (Baehni & J.F.Macbr.) Al-Shehbaz Al-Shehbaz (Baehni & J.F.Macbr.)","no_life_form_on_database"
"Mostacillastrum sagittatum (Hook. & Arn.) Al-Shehbaz Al-Shehbaz (Hook. & Arn.)","no_life_form_on_database"
"Neuontobotrys O.E.Schulz_indet_sp1","no_life_form_on_database"
"Neuontobotrys tarapacana (Phil.) Al-Shehbaz Al-Shehbaz (Phil.)","perennial"
"Neuontobotrys linearifolia (Kuntze) Al-Shehbaz Al-Shehbaz (Kuntze)","perennial"
"Neuontobotrys lanata (Walp.) Al-Shehbaz Al-Shehbaz (Walp.)","perennial"
"Mostacillastrum gracile (Wedd.) Al-Shehbaz Al-Shehbaz (Wedd.)","perennial"
"Weberbauera peruviana (DC.) Al-Shehbaz Al-Shehbaz (DC.)","annual"
"Polypsecadium solidagineum (Triana & Planch.) Al-Shehbaz Al-Shehbaz (Triana & Planch.)","no_life_form_on_database"
"Polypsecadium adscendens (O.E.Schulz) Al-Shehbaz Al-Shehbaz (O.E.Schulz)","perennial"
"Englerocharis pauciflora Al-Shehbaz","perennial"
"Parodiodoxa chionophila (Speg.) O.E.Schulz O.E.Schulz (Speg.)","perennial"
"Weberbauera rosulans (O.E.Schulz) Al-Shehbaz Al-Shehbaz (O.E.Schulz)","no_life_form_on_database"
"Weberbauera herzogii (O.E.Schulz) Al-Shehbaz Al-Shehbaz (O.E.Schulz)","perennial"
"Chaunanthus petiolatus (Hemsl.) O.E.Schulz O.E.Schulz (Hemsl.)","perennial"
"Polypsecadium effusum (O.E.Schulz) Al-Shehbaz Al-Shehbaz (O.E.Schulz)","no_life_form_on_database"
"Thelypodium laciniatum (Hook.) Endl. Endl. (Hook.)","annual"
"Dictyophragmus englerianus (Muschl.) O.E.Schulz O.E.Schulz (Muschl.)","annual"
"Romanschulzia arabiformis (DC.) Rollins Rollins (DC.)","annual"
"Romanschulzia costaricensis (Standl.) Rollins Rollins (Standl.)","annual"
"Hesperidanthus linearifolius (A.Gray) Rydb. Rydb. (A.Gray)","perennial"
"Thelypodium wrightii A.Gray","annual"
"Streptanthus amplexicaulis (S.Watson) Jeps. Jeps. (S.Watson)","annual"
"Streptanthus cordatus Nutt.","perennial"
"Warea sessilifolia Nash","annual"
"Warea amplexifolia (Nutt.) Nutt. Nutt. (Nutt.)","annual"
"Streptanthus hallii (Payson) Jeps. Jeps. (Payson)","annual"
"Streptanthus platycarpus A.Gray","annual"
"Stanleya tomentosa Parry","perennial"
"Streptanthus glandulosus var. albidus (Greene) Jepson Jepson (Greene)","no_life_form_on_database"
"Streptanthus glandulosus subsp. glandulosus","no_life_form_on_database"
"Streptanthus insignis subsp. insignis","no_life_form_on_database"
"Streptanthus callistus J.L.Morrison","annual"
"Streptanthus hispidus A.Gray","annual"
"Streptanthus glandulosus var. niger (Greene) Munz Munz (Greene)","annual"
"Thysanocarpus laciniatus Nutt.","annual"
"Thysanocarpus curvipes var. curvipes","no_life_form_on_database"
"Thysanocarpus radians Benth.","annual"
"Thysanocarpus conchuliferus Greene","no_life_form_on_database"
