species,life_form,source,notes_1,notes_2
Odontarrhena carica (T.R.Dudley & Hub.-Mor.),perennial,http://2018.botanyconference.org/engine/search/index.php?func=detail&aid=790,manually_curated,
Odontarrhena condensata (Boiss. & Hausskn.) Jord. & Fourr. Jord. & Fourr. (Boiss. & Hausskn.),perennial,http://2018.botanyconference.org/engine/search/index.php?func=detail&aid=790,manually_curated,
Odontarrhena obovata C.A.Mey.,perennial,http://2018.botanyconference.org/engine/search/index.php?func=detail&aid=790,manually_curated,
Odontarrhena troodi (Boiss.),perennial,http://2018.botanyconference.org/engine/search/index.php?func=detail&aid=790,manually_curated,
Odontarrhena anatolica (Hausskn. ex Nyár.),perennial,http://2018.botanyconference.org/engine/search/index.php?func=detail&aid=790,manually_curated,
Odontarrhena davisiana (T.R.Dudley),perennial,http://2018.botanyconference.org/engine/search/index.php?func=detail&aid=790,manually_curated,
Odontarrhena chalcidica (Janka),perennial,http://2018.botanyconference.org/engine/search/index.php?func=detail&aid=790,manually_curated,
Odontarrhena kavadarcensis (Micevski),perennial,http://2018.botanyconference.org/engine/search/index.php?func=detail&aid=790,manually_curated,
Odontarrhena argentea Ledeb.,perennial,http://2018.botanyconference.org/engine/search/index.php?func=detail&aid=790,manually_curated,
Odontarrhena polyclada (Rech.f.),perennial,http://2018.botanyconference.org/engine/search/index.php?func=detail&aid=790,manually_curated,
Odontarrhena gevgelicensis (Micevski),perennial,http://2018.botanyconference.org/engine/search/index.php?func=detail&aid=790,manually_curated,
Odontarrhena serpentina (Micevski),perennial,http://2018.botanyconference.org/engine/search/index.php?func=detail&aid=790,manually_curated,
Odontarrhena muralis Jord. & Fourr.,perennial,http://2018.botanyconference.org/engine/search/index.php?func=detail&aid=790,manually_curated,
Odontarrhena diffusa Jord. & Fourr.,perennial,http://2018.botanyconference.org/engine/search/index.php?func=detail&aid=790,manually_curated,
Odontarrhena samarifera (Boiss. & Hausskn.),perennial,http://2018.botanyconference.org/engine/search/index.php?func=detail&aid=790,manually_curated,
Odontarrhena floribunda (Boiss.),perennial,http://2018.botanyconference.org/engine/search/index.php?func=detail&aid=790,manually_curated,
Odontarrhena orbelica (Ancev & Uzunov),perennial,http://2018.botanyconference.org/engine/search/index.php?func=detail&aid=790,manually_curated,
Odontarrhena skopjensis (Micevski),perennial,http://2018.botanyconference.org/engine/search/index.php?func=detail&aid=790,manually_curated,
Odontarrhena markgrafii (O.E.Schulz),perennial,http://2018.botanyconference.org/engine/search/index.php?func=detail&aid=790,manually_curated,
Odontarrhena fallacina (Hausskn.),perennial,http://2018.botanyconference.org/engine/search/index.php?func=detail&aid=790,manually_curated,
Odontarrhena inflata (Nyár.) D.A.German D.A.German (Nyár.),perennial,http://2018.botanyconference.org/engine/search/index.php?func=detail&aid=790,manually_curated,
Odontarrhena tortuosa (Willd.) C.A.Mey. C.A.Mey. (Willd.),perennial,http://2018.botanyconference.org/engine/search/index.php?func=detail&aid=790,manually_curated,
Odontarrhena bracteata (Boiss. & Buhse),perennial,http://2018.botanyconference.org/engine/search/index.php?func=detail&aid=790,manually_curated,
Odontarrhena filiformis (Nyár.),perennial,http://2018.botanyconference.org/engine/search/index.php?func=detail&aid=790,manually_curated,
"Odontarrhena serpyllifolia (Desf.) Jord. & Fourr., 1868 Jord. & Fourr., 1868 (Desf.)",perennial,http://2018.botanyconference.org/engine/search/index.php?func=detail&aid=790,manually_curated,
Odontarrhena metajnae (Plazibat),perennial,http://2018.botanyconference.org/engine/search/index.php?func=detail&aid=790,manually_curated,
Odontarrhena corymbosoidea (Formánek),perennial,http://2018.botanyconference.org/engine/search/index.php?func=detail&aid=790,manually_curated,
Odontarrhena giosnana (Nyár.),perennial,http://2018.botanyconference.org/engine/search/index.php?func=detail&aid=790,manually_curated,
Odontarrhena penjwinensis (T.R.Dudley),perennial,http://2018.botanyconference.org/engine/search/index.php?func=detail&aid=790,manually_curated,
Odontarrhena euboea (Halácsy),perennial,http://2018.botanyconference.org/engine/search/index.php?func=detail&aid=790,manually_curated,
Odontarrhena fragillima (Bald.),perennial,http://2018.botanyconference.org/engine/search/index.php?func=detail&aid=790,manually_curated,
Clypeola cyclodontea Delile,annual,,,
Meniocus Desv._indet_sp2,annual,https://onlinelibrary.wiley.com/doi/full/10.1111/njb.00588,manually_curated,
Clypeola jonthlaspi L.,annual,,,
Meniocus Desv._indet_sp3,annual,https://onlinelibrary.wiley.com/doi/full/10.1111/njb.00588,manually_curated,
Meniocus linifolius (Stephan) DC. DC. (Stephan),annual,"https://onlinelibrary.wiley.com/doi/full/10.1111/njb.00588	manually_included",manually_curated,
Meniocus aureus Fenzl,annual,,,
Clypeola aspera (Grauer) Turrill Turrill (Grauer),annual,,,
Clypeola lappacea Boiss.,annual,,,
Clypeola dichotoma Boiss.,annual,,,
Meniocus Desv._indet_sp4,annual,"https://onlinelibrary.wiley.com/doi/full/10.1111/njb.00588	manually_included",manually_curated,
Alyssum fastigiatum Heywood,perennial,,,
Alyssum montanum L.,perennial,,,
"Alyssum diffusum subsp. garganicum Marhold, N.G.Passal. & Lihová",perennial,,,
Alyssum wulfenianum Bernh. ex Willd.,perennial,,,
Alyssum pluscanescens (Raim. ex Jos.Baumgartner),no_life_form_on_database,,,
Alyssum cuneifolium Ten.,perennial,,,
Alyssum gmelinii Jord. & Fourr.,perennial,"Samsone, I., Druva-L_s_te, I., Andersone, U., Ne_ajeva, J., Karlsons, A., & Ievinsh, G. (2009). Plasticity of a dune plant Alyssum gmelinii in response to sand burial in natural conditions. Acta Univ Latv, 753, 125-136.",manually_curated,
Alyssum trichostachyum Rupr.,perennial,,,
Alyssum stribryni Velen.,no_life_form_on_database,,,
Alyssum orophilum Jord. & Fourr.,perennial,,,
Alyssum siculum Jord.,annual,,,
Alyssum alyssoides (L.) L. L. (L.),annual,,,
Alyssum granatense Boiss. & Reut.,annual,,,
Alyssum turkestanicum Regel & Schmalh.,annual,,,
Alyssum foliosum Bory & Chaub.,annual,,,
Alyssum szovitsianum Fisch. & C.A.Mey.,annual,,,
Alyssum minutum Schlecht. ex DC.,annual,,,
Alyssum stapfii Vierh.,annual,,,
Alyssum strigosum Banks & Sol.,annual,,,
Alyssum contemptum Schott & Kotschy,annual,,,
Alyssum hirsutum M.Bieb.,annual,,,
Alyssum simplex Rudolphi,annual,,,
Alyssum umbellatum Desv.,annual,,,
Alyssum xanthocarpum Boiss.,annual,,,
Alyssum persicum Boiss.,perennial,,,
Alyssum ochroleucum Boiss. & A.Huet,perennial,,,
Alyssum niveum T.R.Dudley,perennial,,,
Alyssum pseudomouradicum Hausskn. & Bornm. ex Baumgartner,no_life_form_on_database,,,
Alyssum lenense Adams,perennial,,,
Alyssum paphlagonicum Bornm.,perennial,,,
Alyssum harputicum T.R.Dudley,perennial,,,
Alyssum thymops (Hub.-Mor. & Reese) T.R.Dudley T.R.Dudley (Hub.-Mor. & Reese),perennial,,,
Alyssum sulphureum T.R.Dudley & Hub.-Mor.,perennial,,,
Alyssum corningii T.R.Dudley,perennial,,,
Alyssum tetrastemon Boiss.,perennial,,,
Alyssum erosulum Gennari & Pestal. ex Clementi,perennial,,,
Alyssum caespitosum Baumgartner,no_life_form_on_database,,,
Alyssum lepidotum Boiss.,perennial,,,
Alyssum baumgartnerianum Bornm.,perennial,,,
Alyssum doerfleri Degen,perennial,,,
Alyssum dasycarpum Stephan,annual,,,
Alyssum lanigerum DC.,no_life_form_on_database,,,
Alyssum aurantiacum Boiss.,perennial,,,
Alyssum misirdalianum Orcan & Binzet,perennial,https://doi.org/10.3417/2007142,manually_curated,
Alyssum praecox Boiss.,perennial,,,
Fibigia clypeata (L.) Medik. Medik. (L.),perennial,,,
Fibigia eriocarpa (DC.) Boiss. Boiss. (DC.),perennial,wikipedia,manually_curated,
Fibigia macrocarpa (Boiss.) Boiss. Boiss. (Boiss.),perennial,,,
Brachypus suffruticosus (Vent.) V.I.Dorof. V.I.Dorof. (Vent.),perennial,,,
"Acuston lunarioides (Willd.) Raf., 1838 Raf., 1838 (Willd.)",no_life_form_on_database,,,
Degenia velebitica (Degen) Hayek Hayek (Degen),perennial,,,
Resetnikia triquetra (DC.),no_life_form_on_database,,,
Lutzia cretica (L.) Greuter & Burdet Greuter & Burdet (L.),perennial,,,
Alyssoides utriculata (L.) Medik. Medik. (L.),perennial,,,
Clastopus vestitus (Desv.) Boiss. Boiss. (Desv.),perennial,,,
Clastopus purpureus Bunge,perennial,,,
Irania multicaulis (Boiss. & Hohen.) Hadac & Chrtek Hadac & Chrtek (Boiss. & Hohen.),no_life_form_on_database,,,
Irania umbellata (Boiss.) Hadac & Chrtek Hadac & Chrtek (Boiss.),no_life_form_on_database,,,
Pterygostemon spathulatus V.Boczantzeva,no_life_form_on_database,,,
Physoptychis caspica V.Boczantzeva,perennial,,,
Hormathophylla longicaulis (Boiss.) Cullen & T.R.Dudley Cullen & T.R.Dudley (Boiss.),perennial,,,
Hormathophylla reverchonii (Degen & Hervier) Cullen & T.R.Dudley Cullen & T.R.Dudley (Degen & Hervier),perennial,,,
Hormathophylla spinosa (L.) P.Küpfer P.Küpfer (L.),perennial,,,
Hormathophylla halimifolia (Boiss.) P.Küpfer P.Küpfer (Boiss.),perennial,,,
Hormathophylla lapeyrouseana (Jord.) P.Küpfer P.Küpfer (Jord.),perennial,,,
Hormathophylla purpurea (Lag. & Rodr.) P.Küpfer P.Küpfer (Lag. & Rodr.),perennial,,,
Hormathophylla cadevalliana (Pau) T.R.Dudley T.R.Dudley (Pau),perennial,,,
Bornmuellera baldaccii (Degen) Heywood Heywood (Degen),perennial,,,
Bornmuellera dieckii Degen,perennial,,,
Bornmuellera tymphaea (Hausskn.) Hausskn. Hausskn. (Hausskn.),perennial,,,
"Bornmuellera emarginata (Boiss.) Rešetnik, 2014 Rešetnik, 2014 (Boiss.)",no_life_form_on_database,,,
Bornmuellera cappadocica (Willd.) Cullen & T.R.Dudley Cullen & T.R.Dudley (Willd.),perennial,,,
Bornmuellera angustifolia (Hausskn. ex Bornm.) Cullen & T.R.Dudley Cullen & T.R.Dudley (Hausskn. ex Bornm.),perennial,,,
Phyllolepidum cyclocarpum (Boiss.) L.Cecchi L.Cecchi (Boiss.),perennial,,,
Phyllolepidum rupestre (Sweet) Trinajstic Trinajstic (Sweet),perennial,http://dx.doi.org/10.1080/11263504.2011.580789,manually_curated,
Berteroa orbiculata DC.,annual,,,
Berteroa obliqua (Sm.) DC. DC. (Sm.),annual,,,
Berteroa incana (L.) DC. DC. (L.),annual,,,
Berteroa mutabilis (Vent.) DC. DC. (Vent.),annual,,,
Lepidotrichum uechtritzianum (Bornm.) Velen. & Bornm. Velen. & Bornm. (Bornm.),perennial,,,
Galitzkya potaninii (Maxim.) V.V.Botschantz. V.V.Botschantz. (Maxim.),perennial,,,
Galitzkya macrocarpa (Ikonn.-Gal.) V.V.Botschantz. V.V.Botschantz. (Ikonn.-Gal.),perennial,http://efloras.org/florataxon.aspx?flora_id=2&taxon_id=202103,manually_curated,
Galitzkya spathulata (Stephan) V.V.Botschantz. V.V.Botschantz. (Stephan),perennial,http://efloras.org/florataxon.aspx?flora_id=2&taxon_id=202103,manually_curated,
Aurinia gionae (Quézel & Contandr.) Greuter & Burdet Greuter & Burdet (Quézel & Contandr.),perennial,,,
Aurinia moreana Tzanoud. & Iatroú,perennial,,,
Aurinia saxatilis (L.) Desv. Desv. (L.),perennial,,,
Aurinia saxatilis subsp. orientalis (Ard.) T.R.Dudley T.R.Dudley (Ard.),perennial,,,
Aurinia petraea (Ard.) Schur Schur (Ard.),perennial,,,
Aurinia corymbosa Griseb.,perennial,,,
Aurinia leucadea (Guss.) K.Koch K.Koch (Guss.),perennial,,,
Aurinia sinuata (L.) Griseb. Griseb. (L.),perennial,,,
"Cuprella antiatlantica (Emb. & Maire) Salmerón-Sánchez, Mota & Fuertes Salmerón-Sánchez, Mota & Fuertes (Emb. & Maire)",no_life_form_on_database,,,
"Cuprella homalocarpa (Fisch. & C.A.Mey.) Salmerón-Sánchez, Mota & Fuertes Salmerón-Sánchez, Mota & Fuertes (Fisch. & C.A.Mey.)",no_life_form_on_database,,,
