"clade","Group.1","waiting_times","alpha","sigma.sq","theta"
"Grewioideae","annual",0.0185106872444379,0.0151988705699489,0.0107939925381665,6.63883527908212
"Grewioideae","perennial",0.00204155460042753,0.0151988705699489,0.0104709875213713,7.22264511586256
"Heliophileae","annual",0.0314856565896793,0.182671105686819,0.0892638262153011,5.50873312598075
"Heliophileae","perennial",0.0199766248897904,0.182671105686819,0.0728101528001962,6.20895515128225
"Hypericum","annual",0.0847461063461191,0.683103216624832,0.17384483596392,7.14698412273745
"Hypericum","perennial",0.0171760851943007,0.683103216624832,0.0578854704823205,7.21427088236441
"Lepidieae","annual",0.226787214993037,4.09428613489358,1.62184763819775,5.98357631534837
"Lepidieae","perennial",0.210228110424871,4.09428613489358,1.61479761813752,5.97607088487815
"Lupinus","annual",0.0300070727362319,0.0329621925024944,0.0470140956824281,6.3207553780061
"Lupinus","perennial",0.0782951748299852,0.0329621925024944,0.105364935443495,8.2002968918335
"Lysimachieae","annual",0.0360335759329288,0.130331830507609,0.026919973531286,6.93178149664265
"Lysimachieae","perennial",0.028633709173368,0.130331830507609,0.0312239926375341,6.86290626571248
"Onagraceae","annual",0.0385470955398829,0.127463178238897,0.161286759311581,6.10071335353835
"Onagraceae","perennial",0.00435932901430852,0.127463178238897,0.0916412324958421,6.86099019550284
"Orobanchaceae","annual",0.0483698301342467,0.0474125689379923,0.0365326066876905,6.63191086707218
"Orobanchaceae","perennial",0.0410403849859192,0.0474125689379923,0.0433468673992781,6.44066334539181
"Panicoideae","annual",0.0264946419362605,0.533616814204163,0.262922683477157,6.9535899922875
"Panicoideae","perennial",0.0389124626391006,0.533616814204163,0.262922748959273,6.99399852977867
"Polemoniaceae","annual",0.0110729512240391,0.0204551224910898,0.0227838264640657,4.33439271569674
"Polemoniaceae","perennial",0.0078735102728893,0.0204551224910898,0.0248664175139339,6.76427556195925
"Pooideae","annual",0.0188483967721303,8.00676919766778,4.67402096165791,6.28878834235196
"Pooideae","perennial",0.0294630578153836,8.00676919766778,4.68880261215312,6.42808007349145
"Primulaceae","annual",0.0236187875181734,0.38999068478898,0.180464805032651,6.39076673013155
"Primulaceae","perennial",0.0114974493880161,0.38999068478898,0.192823657203922,6.55496721757113
"Rubieae","annual",0.0345923246536561,0.758281122159379,0.0403905279834584,6.40171632015783
"Rubieae","perennial",0.0468231568722239,0.758281122159379,0.241086904937198,6.61440927669089
"Salvia","annual",0.0189801866713982,0.0558240292924518,0.0617280006400254,5.32499170304079
"Salvia","perennial",0.0158959955875773,0.0558240292924518,0.0616741191146033,6.36815166033858
"Solanaceae","annual",0.0140134084144447,0.0663000091237357,0.158510539423059,5.99752213274256
"Solanaceae","perennial",0.0110979237498402,0.0663000091237357,0.151545108116319,6.04384296019215
"Spermacoceae","annual",0.0353010245764305,0.0521757233300822,0.0252521328265319,7.09950545650643
"Spermacoceae","perennial",0.0121131079603517,0.0521757233300822,0.0390489966309074,6.86151135235888
"Thelypodieae","annual",0.0442510623267991,0.179056752590269,0.216878390026339,6.16657138477186
"Thelypodieae","perennial",0.0706030579276161,0.179056752590269,0.209962405933552,5.93483687098815
