"species","life_form","source","notes_1","notes_2"
"Mitrasacmopsis quadrivalvis","no_life_form_on_database","","",""
"Oldenlandia fastigiata","annual","","",""
"Oldenlandia geophila","annual","","",""
"Oldenlandia nervosa","annual","","",""
"Oldenlandia echinulosa","annual","","",""
"Diodia aulacosperma","annual","","",""
"Spermacoce filituba","annual","","",""
"Spermacoce hispida","annual","","",""
"Spermacoce ruelliae","annual","","",""
"Spermacoce flagelliformis","annual","","",""
"Diodella teres","annual","https://www.illinoiswildflowers.info/prairie/plantx/rgh_buttonweedx.htm","manually_curated",""
"Mitracarpus microspermus","no_life_form_on_database","","",""
"Ernodea littoralis","perennial","","",""
"Mitracarpus frigidus","perennial","Ann Bot.Ê2009 May; 103(7): 1049Ð1064.","manually_curated",""
"Spermacoce erosa","annual","","",""
"Spermacoce prostrata","annual","","",""
"Spermacoce capitata","perennial","","",""
"Richardia brasiliensis","annual","","",""
"Richardia scabra","annual","","",""
"Richardia stellaris","perennial","","",""
"Hedyotis coronaria","no_life_form_on_database","","",""
"Spermacoce ocymifolia","perennial","","",""
"Spermacoce remota","annual","","",""
"Spermacoce verticillata","perennial","","",""
"Emmeorhiza umbellata","perennial","","",""
"Diodia spicata","perennial","https://eol.org/pages/49896622","manually_curated","shrub"
"Galianthe brasiliensis","perennial","","",""
"Galianthe eupatorioides","perennial","","",""
"Crusea calocephala","perennial","","",""
"Crusea megalocarpa","annual","","",""
"Manettia alba","perennial","https://plantcaretoday.com/candy-corn-plants.html","manually_curated","woody vines"
"Manettia lygistum","perennial","https://plantcaretoday.com/candy-corn-plants.html","manually_curated","woody vines"
"Oldenlandia salzmannii","perennial","","",""
"Oldenlandia tenuis","annual","","",""
"Bouvardia glaberrima","perennial","https://www.fs.fed.us/wildflowers/beauty/Sky_Islands/plants/Bouvardia_ternifolia/index.shtml","manually_curated","shrub"
"Oldenlandia erecta","annual","http://publish.plantnet-project.org/project/riceweeds_en/collection/collection/information/details/OLDER","manually_curated",""
"Oldenlandia corymbosa","annual","","",""
"Oldenlandia wauensis","annual","","",""
"Oldenlandia duemmeri","annual","","",""
"Oldenlandia taborensis","annual","","",""
"Oldenlandia densa","annual","","",""
"Oldenlandia nematocaulis","annual","","",""
"Oldenlandia capensis var. capensis","annual","","",""
"Oldenlandia wiedemannii","perennial","","",""
"Hedyotis cyanantha","annual","","",""
"Oldenlandia umbellata","annual","","",""
"Cordylostigma virgatum","annual","","",""
"Kohautia virgata","perennial","https://plants.jstor.org/compilation/Kohautia.virgata","manually_curated","rarely annual"
"Cordylostigma microcala","annual","","",""
"Kohautia obtusiloba","annual","https://plants.jstor.org/stable/10.5555/al.ap.flora.flos002553","manually_curated",""
"Kadua elatior","perennial","Systematic Botany (2005), 30(4): pp. 818Ð833","manually_curated",""
"Kadua flynnii","perennial","","",""
"Kadua cordata","perennial","aob paper","manually_curated",""
"Kadua laxiflora","no_life_form_on_database","","",""
"Kadua littoralis","perennial","https://www.plantsnap.com/plant-encyclopedia/Angiosperms/Rubiaceae/kadua-littoralis/","manually_curated",""
"Kadua degeneri","perennial","","",""
"Kadua parvula","no_life_form_on_database","","",""
"Kadua acuminata","no_life_form_on_database","","",""
"Kadua fluviatilis","no_life_form_on_database","","",""
"Kadua centranthoides","no_life_form_on_database","","",""
"Kadua foggiana","perennial","","",""
"Kadua tahuatensis","perennial","Systematic Botany (2005), 30(4): pp. 818Ð833","manually_curated",""
"Kadua coriacea","perennial","","",""
"Kadua romanzoffiensis","no_life_form_on_database","","",""
"Kadua affinis","perennial","http://keokeaperennials.com","manually_curated",""
"Kadua axillaris","perennial","","",""
"Kadua fosbergii","no_life_form_on_database","","",""
"Leptopetalum foetidum","no_life_form_on_database","","",""
"Leptopetalum grayi","no_life_form_on_database","","",""
"Oldenlandia biflora","annual","https://apps.lucidcentral.org/rainforest/text/entities/oldenlandia_biflora.htm","manually_curated",""
"Oldenlandia strigulosa","no_life_form_on_database","","",""
"Oldenlandia pterita","no_life_form_on_database","","",""
"Oldenlandia mitrasacmoides","no_life_form_on_database","","",""
"Oldenlandia chereevensis","perennial","http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242324552","manually_curated","""perhaps perennial"""
"Hedyotis ovatifolia","annual","http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242422815","manually_curated",""
"Oldenlandia ovatifolia","annual"," TAXON 64 (2) ¥ April 2015","",""
"Oldenlandia krewanhensis","annual"," TAXON 64 (2) ¥ April 2015","",""
"Hedyotis oligocephala","no_life_form_on_database","","",""
"Oldenlandia brachypoda","annual","https://tropical.theferns.info/viewtropical.php?id=Oldenlandia+brachypoda","manually_curated",""
"Oldenlandia diffusa","annual","https://pfaf.org/user/Plant.aspx?LatinName=Oldenlandia+diffusa","manually_curated",""
"Oldenlandia herbacea","annual","","",""
"Oldenlandia galioides","annual","https://apps.lucidcentral.org/rainforest/text/entities/oldenlandia_galioides.htm","manually_curated",""
"Oldenlandia lancifolia","annual","","",""
"Hedyotis koana","no_life_form_on_database","","",""
"Oldenlandia stocksii","annual","","",""
"Oldenlandia gracilipes","no_life_form_on_database","","",""
"Oldenlandia linoides","no_life_form_on_database","","",""
"Hedyotis pinifolia","annual","http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200022111","manually_curated","can also be perennial"
"Oldenlandia pinifolia","no_life_form_on_database","","",""
"Hedyotis verticillata","annual","http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242324591","manually_curated","can also be perennial"
"Oldenlandia verticillata","no_life_form_on_database","","",""
"Hedyotis angustifolia","annual","Ranjan, V., & Kumar, A. (2014). Addition to the Flora of West Bengal. Indian J. Forest, 37.","manually_curated",""
"Hedyotis tenelliflora","annual","http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242324586","manually_curated","can also be perennial"
"Oldenlandia tenelliflora","no_life_form_on_database","","",""
"Hedyotis scabra","no_life_form_on_database","","",""
"Oldenlandia auricularia","no_life_form_on_database","","",""
"Oldenlandia lineata","no_life_form_on_database","","",""
"Oldenlandia lapeyrousei","no_life_form_on_database","","",""
"Exallage pachycarpa","annual","","",""
"Hedyotis fulva","no_life_form_on_database","","",""
"Hedyotis costata","no_life_form_on_database","","",""
"Hedyotis vestita","annual","http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=250096403","manually_curated","can also be perennial"
"Exallage auricularia","perennial","","",""
"Oldenlandia chrysotricha","perennial","http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200022100","manually_curated","""or perhaps annual"""
"Exallage chrysotricha","annual","","",""
"Oldenlandia hedyotidea","no_life_form_on_database","","",""
"Hedyotis hedyotidea","perennial","http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200022106","manually_curated","shrubs"
"Oldenlandia scabra","no_life_form_on_database","","",""
"Hedyotis dianxiensis","no_life_form_on_database","","",""
"Hedyotis capitellata","perennial","https://tropical.theferns.info/viewtropical.php?id=Hedyotis+capitellata","manually_curated",""
"Hedyotis scandens","perennial","http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242324585","manually_curated",""
"Hedyotis lindleyana","no_life_form_on_database","","",""
"Neanotis kwangtungensis","annual"," TAXON 64 (2) ¥ April 2015","manually_curated",""
"Hedyotis stipulata","no_life_form_on_database","","",""
"Neanotis gracilis","annual"," TAXON 64 (2) ¥ April 2015","manually_curated",""
"Neanotis hirsuta","annual"," TAXON 64 (2) ¥ April 2015","manually_curated",""
"Hedyotis pahompokae","no_life_form_on_database","","",""
"Neanotis calycina","annual"," TAXON 64 (2) ¥ April 2015","manually_curated",""
"Neanotis indica","annual"," TAXON 64 (2) ¥ April 2015","manually_curated",""
"Neanotis monosperma","annual"," TAXON 64 (2) ¥ April 2015","manually_curated",""
"Neanotis nummularia","annual"," TAXON 64 (2) ¥ April 2015","manually_curated",""
"Neanotis nummulariformis","annual"," TAXON 64 (2) ¥ April 2015","manually_curated",""
"Neanotis wightiana","annual"," TAXON 64 (2) ¥ April 2015","manually_curated",""
"Hedyotis nana","no_life_form_on_database","","",""
"Hedyotis trichoclada","no_life_form_on_database","","",""
"Hedyotis lessertiana var. marginata","perennial","Ann Bot.Ê2009 May; 103(7): 1049Ð1064.","manually_curated","tree?"
"Hedyotis marginata","perennial","","",""
"Hedyotis quinquenervia","no_life_form_on_database","","",""
"Hedyotis flavescens","perennial","","",""
"Hedyotis gardneri","perennial","","",""
"Hedyotis dendroides","perennial","","",""
"Hedyotis lessertiana var. lessertiana","perennial","Ann Bot.Ê2009 May; 103(7): 1049Ð1064.","manually_curated","tree?"
"Hedyotis thwaitesii","perennial","","",""
"Hedyotis obscura","perennial","","",""
"Hedyotis trimenii","perennial","","",""
"Hedyotis lawsoniae","perennial","","",""
"Hedyotis fruticosa","perennial","","",""
"Hedyotis rhinophylla","perennial","","",""
"Metabolos decipiens","no_life_form_on_database","","",""
"Metabolos rugosus","no_life_form_on_database","","",""
"Hedyotis nodulosa","perennial","","",""
"Hedyotis coprosmoides","perennial","","",""
"Hedyotis tridentata","perennial","","",""
"Hedyotis macrostegia","no_life_form_on_database","","",""
"Hedyotis pulchella","perennial","","",""
"Oldenlandia nutans","no_life_form_on_database","","",""
"Hedyotis schlechteri","no_life_form_on_database","","",""
"Hedyotis valetoniana","no_life_form_on_database","","",""
"Hedyotis philippensis","perennial","","",""
"Hedyotis rigida","annual","","",""
"Hedyotis fissistipula","no_life_form_on_database","","",""
"Oldenlandia pubescens","no_life_form_on_database","","",""
"Hedyotis macrosepala","no_life_form_on_database","","",""
"Hedyotis cheniana","perennial","","",""
"Oldenlandia hainanensis","no_life_form_on_database","","",""
"Oldenlandia cryptantha","perennial","http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200022103","manually_curated",""
"Hedyotis minutopuberula","perennial","","",""
"Oldenlandia prostrata de","no_life_form_on_database","","",""
"Hedyotis cathayana","perennial","","",""
"Hedyotis communis","perennial","","",""
"Hedyotis fruticulosa","perennial","","",""
"Hedyotis megalantha","perennial","","",""
"Hedyotis korrorensis","perennial","","",""
"Hedyotis novoguineensis","perennial","","",""
"Hedyotis rivalis","perennial","","",""
"Hedyotis uncinella","perennial","","",""
"Hedyotis acutangula","perennial","","",""
"Oldenlandia bracteosa","no_life_form_on_database","","",""
"Oldenlandia vachellii","no_life_form_on_database","","",""
"Hedyotis shiuyingiae","no_life_form_on_database","","",""
"Oldenlandia bodinieri","no_life_form_on_database","","",""
"Oldenlandia consanguinea","perennial","http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=250096390","manually_curated",""
"Oldenlandia assimilis","no_life_form_on_database","","",""
"Oldenlandia mellii","no_life_form_on_database","","",""
"Hedyotis effusa","perennial","","",""
"Oldenlandia tenuipes","perennial","http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242324587","manually_curated",""
"Hedyotis cantoniensis","perennial","","",""
"Oldenlandia lancea","no_life_form_on_database","","",""
"Hedyotis caudatifolia","perennial","","",""
"Oldenlandia paridifolia","no_life_form_on_database","","",""
"Hedyotis travancorica","perennial","","",""
"Hedyotis purpurascens","perennial","","",""
"Hedyotis albonerva","perennial","","",""
"Hedyotis santapaui","no_life_form_on_database","","",""
"Hedyotis swertioides","perennial","","",""
"Hedyotis stylosa","perennial","","",""
"Hedyotis articularis","perennial","","",""
"Hedyotis pruinosa","perennial","","",""
"Pleiocraterium verticillare","perennial","Mohandass et al.: Edge transition impacts on swamp plant communities in the Nilgiri Mountains, Southern India - 910","manually_curated",""
"Hedyotis parryi","perennial","","",""
"Oldenlandia tetrangularis","no_life_form_on_database","","",""
"Oldenlandia ternata","no_life_form_on_database","","",""
"Hedyotis corymbiformis","perennial","https://plants.jstor.org/stable/10.5555/al.ap.specimen.k000760353","manually_curated","shrub"
"Agathisanthemum bojeri","perennial","","",""
"Lelya prostrata","perennial","https://plants.jstor.org/compilation/LELYA.prostrata","manually_curated",""
"Lelya osteocarpa","perennial","https://plants.jstor.org/compilation/LELYA.prostrata","manually_curated",""
"Agathisanthemum chlorophyllum","perennial","","",""
"Agathisanthemum globosum","perennial","","",""
"Agathisanthemum quadricostatum","no_life_form_on_database","","",""
"Hedyotis uniflora","no_life_form_on_database","","",""
"Oldenlandia uniflora","annual"," TAXON 64 (2) ¥ April 2015","manually_curated",""
"Oldenlandia trinervia","annual"," TAXON 64 (2) ¥ April 2015","manually_curated",""
"Oldenlandia angolensis","annual","https://www.zimbabweflora.co.zw/speciesdata/species.php?species_id=154860","manually_curated",""
"Oldenlandia goreensis","annual","https://plants.jstor.org/compilation/oldenlandia.goreensis","manually_curated","""possibly perennial"""
"Dentella repens","perennial","","",""
"Pentodon pentandrus","annual","","",""
"Hedyotis kurzii","annual","","",""
"Oldenlandia viarum","no_life_form_on_database","","",""
"Oldenlandia affinis","annual","","",""
"Pentanopsis fragrans","perennial","","",""
"Oldenlandia stricta","annual","","",""
"Amphiasma luzuloides","perennial","","",""
"Amphiasma merenskyanum","perennial","","",""
"Conostomium quadrangulare","annual","","",""
"Conostomium zoutpansbergense","perennial","","",""
"Conostomium natalense","perennial","","",""
"Oldenlandia herbacea var. herbacea","annual","","",""
"Lathraeocarpa acicularis","perennial","Ann Bot.Ê2009 May; 103(7): 1049Ð1064.","manually_curated",""
"Phylohydrax carnosa","perennial","","",""
"Phylohydrax madagascariensis","perennial","","",""
"Oldenlandia rosulata","annual","","",""
"Kohautia amatymbica","annual","https://plants.jstor.org/stable/10.5555/al.ap.flora.fz4291","manually_curated","can also be perennial"
"Kohautia cynanchica","annual","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:754718-1","manually_curated","can also be perennial"
"Kohautia caespitosa","annual","https://plants.jstor.org/compilation/Kohautia.caespitosa","manually_curated","can also be perennial"
"Kohautia coccinea","annual","https://www.flowersofindia.net/catalog/slides/Scarlet%20Snake-Needle%20Grass.html","manually_curated",""
"Kohautia longifolia","annual","https://www.zimbabweflora.co.zw/speciesdata/species.php?species_id=154760","manually_curated","can also be perennial"
"Kohautia subverticillata","annual","https://www.zimbabweflora.co.zw/speciesdata/species.php?species_id=154770","manually_curated",""
"Batopedina pulvinellata","perennial","","",""
"Pentanisia parviflora","no_life_form_on_database","","",""
"Carphalea madagascariensis","perennial","","",""
