"species","life_form","source","notes_1","notes_2"
"Solanum buddlejifolium","no_life_form_on_database","","","check name"
"Solanum thomasiifolium","no_life_form_on_database","","",""
"Solanum paraibanum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum rupincola","no_life_form_on_database","","",""
"Solanum microphyllum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum tetramerum","perennial","https://solanaceaesource.myspecies.info","manually_curated","shrub"
"Solanum schomburgkii","no_life_form_on_database","","",""
"Solanum gardneri","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum polytrichum","no_life_form_on_database","","",""
"Solanum stenandrum","perennial","https://solanaceaesource.myspecies.info","manually_curated","shrub"
"Solanum agrarium","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum talarense","no_life_form_on_database","","",""
"Solanum hoehnei","no_life_form_on_database","","",""
"Solanum reptans","no_life_form_on_database","","",""
"Solanum nemorense","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum bicorne","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum refractum","no_life_form_on_database","","",""
"Solanum wendlandii","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum allophyllum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum aphyodendron","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum diphyllum","no_life_form_on_database","","",""
"Solanum ochrophyllum","perennial","https://solanaceaesource.myspecies.info","manually_curated","shrub or tree"
"Solanum arboreum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum capsicastrum","no_life_form_on_database","","",""
"Solanum rovirosanum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum argentinum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum pseudocapsicum","perennial","https://solanaceaesource.myspecies.info","manually_curated","shrubs"
"Solanum havanense","perennial","https://solanaceaesource.myspecies.info","manually_curated","shrub"
"Solanum delitescens","perennial","https://solanaceaesource.myspecies.info","manually_curated","""shrub"""
"Solanum reductum","perennial","https://solanaceaesource.myspecies.info","manually_curated","""subshrub from underground rhizomes"""
"Solanum asperum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum mauritianum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum rugosum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum cordovense","perennial","https://solanaceaesource.myspecies.info","manually_curated","""Shrub or small tree"""
"Solanum schlechtendalianum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum lepidotum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum abutiloides","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum inelegans","no_life_form_on_database","","",""
"Solanum adscendens","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum turneroides","no_life_form_on_database","","",""
"Solanum circinatum","no_life_form_on_database","","",""
"Solanum tenuisetosum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum tegore","perennial","https://solanaceaesource.myspecies.info","manually_curated","tree"
"Solanum proteanthum","perennial","https://solanaceaesource.myspecies.info","manually_curated","tree"
"Solanum occultum","perennial","https://solanaceaesource.myspecies.info","manually_curated","small tree"
"Solanum sibundoyense","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum endopogon","perennial","https://solanaceaesource.myspecies.info","manually_curated","small tree"
"Solanum cajanumense","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum fallax","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum betaceum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum unilobum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum maternum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum roseum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum obliquum","no_life_form_on_database","","",""
"Solanum pendulum","no_life_form_on_database","","",""
"Solanum tobagense","perennial","https://solanaceaesource.myspecies.info","manually_curated","shrubs or trees"
"Solanum oxyphyllum","perennial","https://solanaceaesource.myspecies.info","manually_curated","tree"
"Solanum confusum","perennial","https://solanaceaesource.myspecies.info","manually_curated","""shrubs"""
"Solanum hibernum","perennial","https://solanaceaesource.myspecies.info","manually_curated","""shrub"""
"Solanum luteoalbum","perennial","https://solanaceaesource.myspecies.info","manually_curated","shrubs"
"Solanum stuckertii","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum fusiforme","perennial","https://solanaceaesource.myspecies.info","manually_curated","shrub"
"Solanum melissarum","perennial","https://solanaceaesource.myspecies.info","manually_curated","tree"
"Solanum cylindricum","perennial","https://solanaceaesource.myspecies.info","manually_curated","""shrub"""
"Solanum glaucophyllum","perennial","https://solanaceaesource.myspecies.info","manually_curated","""shrub or tree"""
"Solanum cacosmum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum exiguum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum latiflorum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum pinetorum","perennial","https://solanaceaesource.myspecies.info","manually_curated","shrubs or trees"
"Solanum sciadostylis","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum diploconos","perennial","https://solanaceaesource.myspecies.info","manually_curated","tree"
"Solanum clandestinum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum mapiriense","perennial","https://solanaceaesource.myspecies.info","manually_curated","shrub"
"Solanum guerreroense","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum hougasii","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum verrucosum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum hjertingii","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum okadae","no_life_form_on_database","","",""
"Solanum stoloniferum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum sparsipilum","no_life_form_on_database","","",""
"Solanum leptophyes","no_life_form_on_database","","",""
"Solanum oplocense","no_life_form_on_database","","",""
"Solanum infundibuliforme","no_life_form_on_database","","",""
"Solanum avilesii","no_life_form_on_database","","",""
"Solanum berthaultii","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum tarijense","no_life_form_on_database","","",""
"Solanum arnezii","no_life_form_on_database","","",""
"Solanum yungasense","no_life_form_on_database","","",""
"Solanum chacoense","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum kurtzianum","no_life_form_on_database","","",""
"Solanum spegazzinii","no_life_form_on_database","","",""
"Solanum alandiae","no_life_form_on_database","","",""
"Solanum demissum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum brevicaule","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum microdontum","no_life_form_on_database","","",""
"Solanum bukasovii","no_life_form_on_database","","",""
"Solanum pampasense","no_life_form_on_database","","",""
"Solanum candolleanum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum marinasense","no_life_form_on_database","","",""
"Solanum sucrense","no_life_form_on_database","","",""
"Solanum tuberosum","perennial","","",""
"Solanum ugentii","no_life_form_on_database","","",""
"Solanum vernei","no_life_form_on_database","","",""
"Solanum circaeifolium","no_life_form_on_database","","",""
"Solanum maglia","no_life_form_on_database","","",""
"Solanum santolallae","no_life_form_on_database","","",""
"Solanum laxissimum","no_life_form_on_database","","",""
"Solanum achacachense","no_life_form_on_database","","",""
"Solanum lignicaule","no_life_form_on_database","","",""
"Solanum raphanifolium","no_life_form_on_database","","",""
"Solanum colombianum","no_life_form_on_database","","",""
"Solanum subpanduratum","no_life_form_on_database","","",""
"Solanum tundalomense","no_life_form_on_database","","",""
"Solanum agrimonifolium","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum oxycarpum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum longiconicum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum acaule","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum megistacrolobum","no_life_form_on_database","","",""
"Solanum albicans","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum iopetalum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum violaceimarmoratum","no_life_form_on_database","","",""
"Solanum doddsii","no_life_form_on_database","","",""
"Solanum stenophyllidium","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum incamayoense","no_life_form_on_database","","",""
"Solanum schenckii","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum andreanum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum acroscopicum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum multiinterruptum","no_life_form_on_database","","",""
"Solanum moscopanum","no_life_form_on_database","","",""
"Solanum piurae","no_life_form_on_database","","",""
"Solanum immite","no_life_form_on_database","","",""
"Solanum pascoense","no_life_form_on_database","","",""
"Solanum pinnatisectum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum chomatophilum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum scabrifolium","no_life_form_on_database","https://solanaceaesource.myspecies.info","manually_curated","shrub"
"Solanum cardiophyllum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum ehrenbergii","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum polyadenium","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum clarum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum morelliforme","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum bulbocastanum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum jamesii","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum cheesmaniae","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum pimpinellifolium","no_life_form_on_database","","",""
"Solanum lycopersicum","perennial","","",""
"Solanum galapagense","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum chmielewskii","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum pennellii","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum chilense","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum peruvianum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum habrochaites","perennial","https://solanaceaesource.myspecies.info","manually_curated","""woody vine"""
"Solanum neorickii","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum juglandifolium","perennial","https://solanaceaesource.myspecies.info","manually_curated","liana"
"Solanum ochranthum","perennial","https://solanaceaesource.myspecies.info","manually_curated","woody vine"
"Solanum lycopersicoides","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum sitiens","no_life_form_on_database","","",""
"Solanum etuberosum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum palustre","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum appendiculatum","no_life_form_on_database","","",""
"Solanum brevifolium","no_life_form_on_database","","",""
"Solanum caripense","no_life_form_on_database","","",""
"Solanum fraxinifolium","no_life_form_on_database","","",""
"Solanum taeniotrichum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum muricatum","perennial","https://solanaceaesource.myspecies.info","manually_curated","shrub"
"Solanum anceps","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum conicum","perennial","https://solanaceaesource.myspecies.info","manually_curated","""Prostrate, sprawling, or erect herbaceous resprouter"""
"Solanum angustialatum","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
"Solanum chamaepolybotryon","perennial","https://solanaceaesource.myspecies.info","manually_curated",""
