"species","life_form","source","notes_1","notes_2"
"Epilobium roseum","perennial","","",NA
"Epilobium billardierianum","perennial","https://naturalhistory2.si.edu/botany/onagraceae/result.cfm?myFrom=tree&genus=Oenothera","manually_curated",NA
"Epilobium hirtigerum","perennial","","",NA
"Epilobium coloratum","perennial","","",NA
"Epilobium cylindricum","perennial","","",NA
"Epilobium hornemannii","perennial","","",NA
"Epilobium lactiflorum","perennial","","",NA
"Epilobium leptophyllum","perennial","","",NA
"Epilobium sikkimense","perennial","","",NA
"Epilobium anagallidifolium","perennial","","",NA
"Epilobium lanceolatum","perennial","","",NA
"Epilobium montanum","perennial","","",NA
"Epilobium arcticum","perennial","","",NA
"Epilobium hirsutum","perennial","","",NA
"Epilobium luteum","perennial","","",NA
"Epilobium obcordatum","perennial","","",NA
"Epilobium palustre","perennial","","",NA
"Epilobium obscurum","perennial","","",NA
"Epilobium tetragonum","perennial","","",NA
"Epilobium ciliatum","perennial","","",NA
"Epilobium davuricum","perennial","","",NA
"Epilobium parviflorum","perennial","","",NA
"Epilobium alsinifolium","perennial","","",NA
"Epilobium nerterioides","perennial","","",NA
"Epilobium pallidiflorum","perennial","","",NA
"Epilobium pedunculare","perennial","","",NA
"Epilobium rotundifolium","perennial","","",NA
"Epilobium chlorifolium","perennial","","",NA
"Epilobium wilsonii","perennial","","",NA
"Epilobium nummularifolium","perennial","","",NA
"Epilobium pallidum","annual","","",NA
"Epilobium subdentatum","annual","","",NA
"Epilobium densiflorum","annual","","",NA
"Epilobium septentrionale","perennial","","",NA
"Epilobium torreyi","annual","","",NA
"Epilobium cleistogamum","annual","","",NA
"Epilobium pygmaeum","no_life_form_on_database","","",NA
"Epilobium foliosum","annual","","",NA
"Epilobium minutum","annual","","",NA
"Epilobium nevadense","perennial","","",NA
"Epilobium suffruticosum","perennial","","",NA
"Epilobium canum","perennial","","",NA
"Epilobium brachycarpum","annual","","",NA
"Epilobium rigidum","perennial","","",NA
"Chamerion angustifolium","perennial","https://naturalhistory2.si.edu/botany/onagraceae/result.cfm?myFrom=tree&genus=Oenothera","manually_curated",NA
"Chamerion conspersum","perennial","https://naturalhistory2.si.edu/botany/onagraceae/result.cfm?myFrom=tree&genus=Oenothera","manually_curated",NA
"Chamerion latifolium","perennial","https://naturalhistory2.si.edu/botany/onagraceae/result.cfm?myFrom=tree&genus=Oenothera","manually_curated",NA
"Chamerion dodonaei","no_life_form_on_database","","",NA
"Gongylocarpus fruticulosus","perennial","","",NA
"Lopezia grandiflora","perennial","https://naturalhistory2.si.edu/botany/onagraceae/result.cfm?myFrom=tree&genus=Oenothera","manually_curated",NA
"Lopezia laciniata","perennial","https://naturalhistory2.si.edu/botany/onagraceae/result.cfm?myFrom=tree&genus=Oenothera","manually_curated",NA
"Lopezia langmaniae","perennial","https://naturalhistory2.si.edu/botany/onagraceae/result.cfm?myFrom=tree&genus=Oenothera","manually_curated",NA
"Lopezia racemosa","no_life_form_on_database","","",NA
"Lopezia lopezioides","no_life_form_on_database","","",NA
"Megacorax gracielanus","perennial","https://naturalhistory2.si.edu/botany/onagraceae/result.cfm?myFrom=tree&genus=Oenothera","manually_curated",NA
"Fuchsia hartwegii","perennial","","",NA
"Fuchsia nigricans","perennial","","",NA
"Fuchsia magdalenae","perennial","","",NA
"Fuchsia andrei","perennial","","",NA
"Fuchsia macrostigma","perennial","","",NA
"Fuchsia decussata","perennial","","",NA
"Fuchsia denticulata","perennial","","",NA
"Fuchsia boliviana","perennial","","",NA
"Fuchsia pachyrrhiza","perennial","","",NA
"Fuchsia vargasiana","perennial","","",NA
"Fuchsia triphylla","perennial","","",NA
"Fuchsia insignis","perennial","","",NA
"Fuchsia pilaloensis","perennial","","",NA
"Fuchsia inflata","perennial","","",NA
"Fuchsia glazioviana","perennial","","",NA
"Fuchsia regia","perennial","","",NA
"Fuchsia hatschbachii","perennial","","",NA
"Fuchsia coccinea","perennial","","",NA
"Fuchsia bracelinae","perennial","","",NA
"Fuchsia brevilobis","perennial","","",NA
"Fuchsia magellanica","perennial","","",NA
"Fuchsia lycioides","perennial","","",NA
"Fuchsia cylindracea","perennial","https://naturalhistory2.si.edu/botany/onagraceae/result.cfm?myFrom=tree&genus=Oenothera","manually_curated",NA
"Fuchsia thymifolia","perennial","","",NA
"Fuchsia microphylla","perennial","","",NA
"Fuchsia verrucosa","perennial","","",NA
"Fuchsia arborescens","perennial","","",NA
"Fuchsia paniculata","perennial","","",NA
"Fuchsia jimenezii","perennial","","",NA
"Fuchsia fulgens","perennial","","",NA
"Fuchsia splendens","perennial","","",NA
"Fuchsia colensoi","perennial","","",NA
"Fuchsia excorticata","perennial","","",NA
"Fuchsia cyrtandroides","perennial","","",NA
"Fuchsia procumbens","perennial","","",NA
"Circaea cordata","perennial","","",NA
"Circaea mollis","perennial","","",NA
"Circaea erubescens","perennial","","",NA
"Circaea glabrescens","perennial","","",NA
"Circaea canadensis","perennial","","",NA
"Circaea lutetiana","perennial","","",NA
"Circaea alpina","perennial","","",NA
"Circaea repens","perennial","","",NA
"Hauya elegans","perennial","","",NA
"Hauya heydeana","perennial","https://naturalhistory2.si.edu/botany/onagraceae/result.cfm?myFrom=tree&genus=Oenothera","manually_curated",NA
"Ludwigia glandulosa","perennial","","",NA
"Ludwigia spathulata","perennial","","",NA
"Ludwigia palustris","perennial","","",NA
"Ludwigia ovalis","perennial","","",NA
"Ludwigia sphaerocarpa","perennial","","",NA
"Ludwigia polycarpa","perennial","","",NA
"Ludwigia arcuata","perennial","","",NA
"Ludwigia repens","perennial","","",NA
"Ludwigia brevipes","perennial","","",NA
"Ludwigia alata","perennial","","",NA
"Ludwigia lanceolata","perennial","","",NA
"Ludwigia ravenii","perennial","","",NA
"Ludwigia adscendens","perennial","","",NA
"Ludwigia grandiflora","perennial","","",NA
"Ludwigia peploides","perennial","https://naturalhistory2.si.edu/botany/onagraceae/result.cfm?myFrom=tree&genus=Oenothera","manually_curated",NA
"Ludwigia inclinata","perennial","","",NA
"Ludwigia nervosa","perennial","","",NA
"Ludwigia peruviana","perennial","","",NA
"Ludwigia sedoides","perennial","","",NA
"Ludwigia suffruticosa","perennial","","",NA
"Ludwigia octovalvis","perennial","https://naturalhistory2.si.edu/botany/onagraceae/result.cfm?myFrom=tree&genus=Oenothera","manually_curated",NA
"Ludwigia hyssopifolia","annual","","",NA
