Anthriscus schmalhausenii,no_life_form_on_database,
Anthriscus caucalis,annual,
Anthriscus cerefolium,annual,
Anthriscus kotschyi,perennial,
Myrrhis odorata,perennial,
Geocaryum macrocarpum,perennial,
Osmorhiza aristata,perennial,
Osmorhiza claytonii,perennial,
Osmorhiza longistylis,perennial,
Osmorhiza glabrata,perennial,
Osmorhiza brachypoda,perennial,
Osmorhiza purpurea,perennial,
Osmorhiza depauperata,perennial,
Osmorhiza occidentalis,perennial,
Osmorhiza berteroi,perennial,
Osmorhiza mexicana,perennial,
Scandix pecten-veneris,annual,
Scandix iberica,annual,
Scandix balansae,no_life_form_on_database,
Scandix stellata,annual,
Todaroa aurea,perennial,
Athamanta cretensis,perennial,
Athamanta turbith,perennial,
Tinguarra sicula,no_life_form_on_database,
Balansaea glaberrima,no_life_form_on_database,
Tinguarra montana,no_life_form_on_database,
Tinguarra cervariifolia,no_life_form_on_database,
Conopodium ramosum,no_life_form_on_database,
Conopodium majus,perennial,
Conopodium bourgaei,no_life_form_on_database,
Mozaffariania insignis,no_life_form_on_database,
Glaucosciadium cordifolium,perennial,
Ferula karelinii,perennial,
Schumannia karelinii,no_life_form_on_database,
Ferula sibirica,perennial,
Ferula penninervis,perennial,
Ferula olgae,no_life_form_on_database,
Ferula tenuisecta,perennial,
Ferula pallida,perennial,
Ferula prangifolia,perennial,
Ferula rubroarenosa,perennial,
Ferula ferganensis,perennial,
Ferula karataviensis,perennial,
Ferula ugamica,perennial,
Ferula dissecta,perennial,
Ferula lipskyi,perennial,
Ferula gypsacea,perennial,
Ferula xeromorpha,perennial,
Ferula ovina,no_life_form_on_database,
Ferula kyzylkumica,perennial,
Ferula dshizakensis,perennial,
Ferula lapidosa,perennial,
Ferula ceratophylla,perennial,
Ferula karatavica,perennial,
Ferula tschimganica,perennial,
Ferula leucographa,perennial,
Ferula dubjanskyi,perennial,
Ferula tatarica,perennial,
Ferula songarica,perennial,
Dorema hyrcanum,no_life_form_on_database,
Dorema kopetdaghense,no_life_form_on_database,
Dorema aitchisonii,no_life_form_on_database,
Ferula korshinskyi,perennial,
Ferula ferulioides,no_life_form_on_database,
Dorema glabrum,no_life_form_on_database,
Dorema ammoniacum,no_life_form_on_database,
Ferula akitschkensis,perennial,
Dorema aucheri,no_life_form_on_database,
Ferula potaninii,perennial,
Dorema aureum,no_life_form_on_database,
Ferula kirialovii,perennial,
Ferula fedoroviorum,perennial,
Ferula tingitana,perennial,
Ferula linkii,no_life_form_on_database,
Ferula communis,perennial,
Ferula loscosii,perennial,
Ferula neapolitana,no_life_form_on_database,
Ferula glauca,perennial,
Ferula olivacea,perennial,
Laser rechingeri,no_life_form_on_database,
Leutea cupularis,no_life_form_on_database,
Leutea petiolaris,perennial,
Leutea elbursensis,no_life_form_on_database,
Ferula leiophylla,perennial,
Ferula eugenii,no_life_form_on_database,
Ferula samarkandica,perennial,
Ferula foetidissima,no_life_form_on_database,
Ferula foetida,perennial,
Ferula nevskii,perennial,
Ferula teterrima,perennial,
Ferula kelifi,perennial,
Ferula botschantzevii,perennial,
Ferula mogoltavica,perennial,
Ferula tadshikorum,perennial,
Ferula violacea,perennial,
Ferula kelleri,perennial,
Ferula kokanica,perennial,
Ferula schtschurowskiana,perennial,
Ferula tuberifera,perennial,
Ferula nuratavica,perennial,
Ferula moschata,perennial,
Ferula badrakema,perennial,
Ferula gummosa,perennial,
Ferula lehmannii,perennial,
Ferula litwinowiana,perennial,
Ferula karakalensis,perennial,
Ferula szowitsiana,perennial,
Ferula diversivittata,perennial,
Ferula renardii,perennial,
Ferula decurrens,perennial,
Ferula equisetacea,perennial,
Ferula oopoda,perennial,
Ferula varia,perennial,
Ferula clematidifolia,perennial,
Artedia squamata,annual,
Laser trilobum,perennial,
Polylophium panjutinii,no_life_form_on_database,
Laserpitium siler,no_life_form_on_database,
Daucus crinitus,perennial,
Pseudorlaya minuscula,no_life_form_on_database,
Pseudorlaya pumila,no_life_form_on_database,
Daucus gracilis,annual,
Daucus sahariensis,annual,
Tornabenea annua,no_life_form_on_database,
Tornabenea tenuissima,no_life_form_on_database,
Daucus carota,annual,
Daucus capillifolius,no_life_form_on_database,
Daucus syrticus,annual,
Pseudorlaya biseriata,no_life_form_on_database,
Pachyctenium mirabile,no_life_form_on_database,
Daucus della-cellae,no_life_form_on_database,
Daucus aureus,annual,
Daucus muricatus,annual,
Daucus tenuisectus,no_life_form_on_database,
Cryptotaenia elegans,no_life_form_on_database,
Melanoselinum decipiens,no_life_form_on_database,
Monizia edulis,no_life_form_on_database,
Daucus arcanus,no_life_form_on_database,
Daucus pusillus,annual,
Daucus involucratus,annual,
Daucus conchitae,annual,
Daucus montanus,annual,
Daucus glochidiatus,annual,
Daucus broteri,annual,
Daucus guttatus,annual,
Daucus durieua,annual,
Agrocharis gracilis,no_life_form_on_database,
Agrocharis melanantha,no_life_form_on_database,
Agrocharis incognita,no_life_form_on_database,
Agrocharis pedunculata,no_life_form_on_database,
Laserpitium prutenicum,no_life_form_on_database,
Laserpitium hispidum,no_life_form_on_database,
Orlaya kochii,no_life_form_on_database,
Orlaya daucoides,annual,
Orlaya daucorlaya,annual,
Orlaya grandiflora,annual,
Laserpitium petrophilum,no_life_form_on_database,
Cuminum setifolium,annual,
Cuminum cyminum,annual,
Aciphylla traversii,perennial,
Aciphylla dieffenbachii,perennial,
Aciphylla dobsonii,perennial,
Aciphylla simplex,perennial,
Anisotome procumbens,perennial,
Aciphylla congesta,perennial,
Aciphylla monroi,perennial,
Aciphylla similis,perennial,
Aciphylla montana,perennial,
Aciphylla lyallii,perennial,
Aciphylla dissecta,perennial,
Aciphylla pinnatifida,perennial,
Aciphylla traillii,perennial,
Aciphylla subflabellata,perennial,
Aciphylla squarrosa,perennial,
Aciphylla crenulata,perennial,
Aciphylla hectori,perennial,
Aciphylla kirkii,perennial,
Aciphylla scott-thomsonii,perennial,
Aciphylla colensoi,perennial,
Aciphylla horrida,perennial,
Aciphylla aurea,perennial,
Lignocarpa diversifolia,perennial,
Gingidia enysii,perennial,
Gingidia trifoliolata,perennial,
Gingidia baxteri,no_life_form_on_database,
Gingidia harveyana,perennial,
Gingidia montana,perennial,
Scandia rosifolia,no_life_form_on_database,
Aciphylla simplicifolia,perennial,
Gingidia flabellata,perennial,
Gingidia decipiens,perennial,
Anisotome filifolia,perennial,
Anisotome lyallii,perennial,
Anisotome aromatica,perennial,
Anisotome flexuosa,perennial,
Anisotome imbricata,perennial,
Pternopetalum heterophyllum,no_life_form_on_database,
Acronema schneideri,perennial,
Acronema astrantiifolium,perennial,
Oreocomopsis stelliphora,perennial,
Harrysmithia heterophylla,annual,
Harrysmithia franchetii,perennial,
Meeboldia yunnanensis,perennial,
Meeboldia achilleifolia,perennial,
Pternopetalum botrychioides,perennial,
Pternopetalum tanakae,perennial,
Pternopetalum cardiocarpum,no_life_form_on_database,
Pternopetalum molle,perennial,
Pternopetalum trichomanifolium,perennial,
Pternopetalum leptophyllum,perennial,
Pternopetalum delavayi,perennial,
Pternopetalum vulgare,perennial,
Pternopetalum davidii,perennial,
Spuriopimpinella calycina,perennial,
Spuriopimpinella nikoensis,no_life_form_on_database,
Pleurospermum hookeri,no_life_form_on_database,
Hymenidium hookeri,perennial,
Pleurospermum yunnanense,no_life_form_on_database,
Ligusticum delavayi,no_life_form_on_database,
Rupiphila tachiroei,perennial,rescored_biennial
Tilingia ajanensis,perennial,
Pterygopleurum neurophyllum,perennial,
Angelica anomala,perennial,
Ostericum grosseserratum,perennial,
Ostericum scaberulum,perennial,
Pimpinella brachycarpa,no_life_form_on_database,
Halosciastrum melanotilingia,no_life_form_on_database,
Ligusticum scoticum,perennial,
Smyrnium connatum,perennial,rescored_biennial
Smyrnium cordifolium,perennial,rescored_biennial
Smyrnium galaticum,no_life_form_on_database,
Smyrnium creticum,perennial,rescored_biennial
Smyrnium olusatrum,perennial,rescored_biennial
Smyrnium rotundifolium,no_life_form_on_database,
Lecokia cretica,perennial,
Arcuatopterus thalictrioideus,perennial,
Psammogeton biternatum,annual,
Psammogeton canescens,annual,
Aphanopleura capillifolia,annual,
Nothosmyrnium japonicum,perennial,
Zeravschania aucheri,perennial,
Haussknechtia elymaitica,perennial,
Demavendia pastinacifolia,perennial,
Zeravschania regeliana,perennial,
Zeravschania membranacea,perennial,
Arafoe aromatica,no_life_form_on_database,
Athamanta macedonica,perennial,
Pimpinella cretica,annual,
Pimpinella sintenisii,perennial,
Pimpinella puberula,annual,
Pimpinella nudicaulis,perennial,
Pimpinella aurea,annual,
Pimpinella oliverioides,perennial,rescored_biennial
Pimpinella anisetum,perennial,rescored_biennial
Pimpinella anisum,annual,
Pimpinella aromatica,perennial,rescored_biennial
Pimpinella kotschyana,perennial,rescored_biennial
Pimpinella corymbosa,perennial,rescored_biennial
Opsicarpium insignis,no_life_form_on_database,
Pimpinella flabellifolia,perennial,
Pimpinella isaurica,perennial,
Pimpinella tragium,perennial,
Pimpinella affinis,perennial,
Pimpinella saxifraga,perennial,
Pimpinella rhodantha,perennial,
Pimpinella peucedanifolia,perennial,
Pimpinella lutea,perennial,
Pimpinella paucidentata,perennial,
Pimpinella rockii,no_life_form_on_database,
Pimpinella yunnanensis,perennial,
Pimpinella candolleana,perennial,
Pimpinella niitakayamensis,perennial,
Pimpinella diversifolia,perennial,
Trachyspermum triradiatum,perennial,
Trachyspermum scaberulum,perennial,
Pimpinella peregrina,perennial,rescored_biennial
Pimpinella eriocarpa,annual,
Pimpinella betsileensis,no_life_form_on_database,
Phellolophium madagascariense,perennial,
Frommia ceratophylloides,perennial,
Cryptotaenia calycina,perennial,
Cryptotaenia africana,perennial,
Azilia eryngioides,perennial,
Ferulago angulata,perennial,
Diplotaenia damavandica,perennial,
Diplotaenia cachrydifolia,perennial,
Seseli olivieri,perennial,
Ferulago humilis,perennial,
Ferulago macrosciadea,perennial,
Ferulago mughlae,perennial,
Ferulago trachycarpa,perennial,
Ferulago galbanifera,perennial,
Ferulago silaifolia,perennial,
Ferulago thirkeana,perennial,
Ferulago confusa,no_life_form_on_database,
Ferulago asparagifolia,perennial,
Ferulago sandrasica,no_life_form_on_database,
Prangos ferulacea,perennial,
Prangos goniocarpa,no_life_form_on_database,
Prangos uloptera,perennial,
Prangos acaulis,perennial,
Alococarpum erianthum,no_life_form_on_database,
Prangos pabularia,perennial,
Bilacunaria microcarpa,no_life_form_on_database,
Bilacunaria microcarpa,no_life_form_on_database,
Lomatocarpa albomarginata,no_life_form_on_database,
Cnidium monnieri,annual,
Peucedanum cervaria,perennial,
Kadenia dubia,annual,
Thecocarpus meifolius,perennial,
Cervaria cervariifolia,no_life_form_on_database,
Karatavia kultiassovii,no_life_form_on_database,
Xanthoselinum alsaticum,no_life_form_on_database,
Ostericum sieboldii,perennial,
Dystaenia takesimana,no_life_form_on_database,
Endressia castellana,perennial,
Paraligusticum discolor,perennial,
Thysselinum palustre,no_life_form_on_database,
Thysselinum lancifolium,no_life_form_on_database,
Imperatoria hispanica,no_life_form_on_database,
Oreoselinum nigrum,no_life_form_on_database,
Peucedanum bourgaei,no_life_form_on_database,
Peucedanum officinale,perennial,
Peucedanum morisonii,perennial,
Peucedanum coriaceum,perennial,
Peucedanum gallicum,perennial,
Angelica purpurascens,no_life_form_on_database,
Angelica tatianae,no_life_form_on_database,
Chymsydia colchica,no_life_form_on_database,
Peucedanum zedelmeyeranum,no_life_form_on_database,
Seseli hippomarathrum,perennial,
Seseli montanum,no_life_form_on_database,
Seseli galloprovinciale,no_life_form_on_database,
Seseli praecox,perennial,
Tommasinia verticillaris,no_life_form_on_database,
Imperatoria ostruthium,no_life_form_on_database,
Pteroselinum rablense,no_life_form_on_database,
Pteroselinum austriacum,no_life_form_on_database,
Angelica acutiloba,perennial,
Angelica genuflexa,perennial,
Angelica biserrata,perennial,
Angelica polymorpha,perennial,
Angelica fargesii,no_life_form_on_database,
Angelica pseudoselinum,perennial,
Angelica valida,perennial,
Angelica maowenensis,perennial,
Angelica laxifoliata,perennial,
Angelica kangdingensis,perennial,
Angelica apaensis,perennial,
Angelica nitida,perennial,
Angelica omeiensis,no_life_form_on_database,
Angelica megaphylla,perennial,
Angelica dahurica,perennial,
Angelica lignescens,perennial,
Angelica sylvestris,perennial,rescored_biennial
Angelica sachalinensis,no_life_form_on_database,
Angelica amurensis,no_life_form_on_database,
Angelica cincta,perennial,
Angelica purpuraefolia,no_life_form_on_database,
Czernaevia laevigata,no_life_form_on_database,
Pimpinella smithii,perennial,
Angelica decursiva,perennial,
Angelica gigas,annual,
Angelica pubescens,perennial,
Pimpinella rhomboidea,perennial,
Melanosciadium pimpinelloideum,perennial,
Glehnia littoralis,perennial,
Angelica cartilaginomarginata,perennial,
Angelica keiskei,perennial,
Angelica morii,perennial,
Angelica japonica,perennial,
Angelica furcijuga,no_life_form_on_database,
Angelica pinnata,perennial,
Angelica grayi,perennial,
Angelica breweri,perennial,
Angelica arguta,perennial,
Angelica roseana,perennial,
Sphenosciadium capitellatum,no_life_form_on_database,
Magadania olaensis,no_life_form_on_database,
Magadania victoris,no_life_form_on_database,
Angelica tsinlingensis,no_life_form_on_database,
Coelopleurum lucidum,no_life_form_on_database,
Coelopleurum saxatile,no_life_form_on_database,
Selinum pyrenaeum,no_life_form_on_database,
Angelica archangelica,perennial,
Archangelica decurrens,no_life_form_on_database,
Angelica ampla,perennial,
Dahliaphyllum almedae,no_life_form_on_database,
Rhodosciadium argutum,no_life_form_on_database,
Arracacia tolucensis,perennial,
Prionosciadium turneri,no_life_form_on_database,
Prionosciadium acuminatum,no_life_form_on_database,
Prionosciadium watsonii,no_life_form_on_database,
Enantiophylla heydeana,no_life_form_on_database,
Coulterophytum laxum,perennial,
Arracacia brandegeei,perennial,
Arracacia aegopodioides,perennial,
Coaxana purpurea,no_life_form_on_database,
Myrrhidendron donnell-smithii,perennial,
Arracacia bracteata,perennial,
Arracacia nelsonii,perennial,
Mathiasella bupleuroides,no_life_form_on_database,
Prionosciadium simplex,no_life_form_on_database,
Niphogeton azorelloides,no_life_form_on_database,
Niphogeton scabra,no_life_form_on_database,
Niphogeton chirripoi,perennial,
Niphogeton ternata,perennial,
Niphogeton lingula,no_life_form_on_database,
Niphogeton josei,no_life_form_on_database,
Musineon lineare,perennial,
Cymopterus corrugatus,no_life_form_on_database,
Cymopterus ibapensis,no_life_form_on_database,
Cymopterus coulteri,perennial,
Pteryxia terebinthina,no_life_form_on_database,
Pteryxia petraea,no_life_form_on_database,
Cymopterus deserticola,no_life_form_on_database,
Tauschia arguta,no_life_form_on_database,
Oreoxis trotteri,no_life_form_on_database,
Harbouria trachypleura,perennial,
Aletes filifolius,no_life_form_on_database,
Pseudocymopterus longiradiatus,no_life_form_on_database,
Aletes sessiliflorus,no_life_form_on_database,
Oreoxis bakeri,no_life_form_on_database,
Pseudocymopterus montanus,no_life_form_on_database,
Pteryxia davidsonii,no_life_form_on_database,
Cymopterus beckii,perennial,
Aletes macdougallii,no_life_form_on_database,
Cymopterus purpurascens,no_life_form_on_database,
Cymopterus multinervatus,no_life_form_on_database,
Cymopterus montanus,no_life_form_on_database,
Cymopterus macrorhizus,no_life_form_on_database,
Cymopterus constancei,no_life_form_on_database,
Aletes calcicola,no_life_form_on_database,
Podistera macounii,no_life_form_on_database,
Cymopterus douglassii,no_life_form_on_database,
Thaspium trifoliatum,perennial,
Zizia aptera,perennial,
Zizia aurea,perennial,
Polytaenia nuttallii,annual,
Polytaenia texana,annual,
Musineon divaricatum,perennial,
Neoparrya lithophila,perennial,
Oreoxis humilis,no_life_form_on_database,
Musineon tenuifolium,perennial,
Aletes acaulis,no_life_form_on_database,
Cymopterus williamsii,perennial,
Lomatium brandegeei,perennial,
Podistera yukonensis,perennial,
Cymopterus nivalis,perennial,
Podistera eastwoodiae,perennial,
Aletes anisatus,no_life_form_on_database,
Lomatium nuttallii,perennial,
Lomatium graveolens,perennial,
Pteryxia hendersonii,no_life_form_on_database,
Lomatium junceum,perennial,
Aletes humilis,no_life_form_on_database,
Lomatium latilobum,perennial,
Oreoxis alpina,no_life_form_on_database,
Musineon vaginatum,perennial,
Tauschia texana,perennial,
Shoshonea pulvinata,no_life_form_on_database,
Taenidia integerrima,perennial,
Lomatium greenmanii,perennial,
Lomatium concinnum,no_life_form_on_database,
Cymopterus acaulis,no_life_form_on_database,
Cymopterus newberryi,perennial,
Cymopterus bulbosus,no_life_form_on_database,
Cymopterus goodrichii,perennial,
Podistera nevadensis,no_life_form_on_database,
Cymopterus duchesnensis,perennial,
Cymopterus minimus,perennial,
Cymopterus purpureus,perennial,
Cymopterus rosei,perennial,
Lomatium scabrum,perennial,
Cymopterus jonesii,perennial,
Lomatium californicum,perennial,
Lomatium idahoense,perennial,
Cymopterus glaucus,perennial,
Lomatium nudicaule,perennial,
Lomatium triternatum,perennial,
Lomatium bicolor,perennial,
Lomatium bradshawii,no_life_form_on_database,
Lomatium dissectum,perennial,
Lomatium cous,perennial,
Cymopterus evertii,perennial,
Cymopterus cinerarius,perennial,
Oreonana purpurascens,no_life_form_on_database,
Cymopterus aboriginum,no_life_form_on_database,
Cymopterus panamintensis,perennial,
Oreonana clementis,perennial,
Lomatium dasycarpum,perennial,
Lomatium foeniculaceum,perennial,
Lomatium orientale,perennial,
Lomatium juniperinum,perennial,
Orogenia fusiformis,no_life_form_on_database,
Cymopterus lapidosus,perennial,
Orogenia linearifolia,no_life_form_on_database,
Cymopterus globosus,perennial,
Cymopterus ripleyi,perennial,
Cymopterus gilmanii,perennial,
Cymopterus basalticus,perennial,
Lomatium macrocarpum,perennial,
Lomatium grayi,perennial,
Oreonana vestita,no_life_form_on_database,
Cymopterus davisii,perennial,
Lomatium ambiguum,perennial,
Cymopterus longipes,perennial,
Cymopterus planosus,no_life_form_on_database,
Lomatium howellii,perennial,
Lomatium parvifolium,perennial,
Tauschia glauca,perennial,
Tauschia kelloggii,no_life_form_on_database,
Seseli libanotis,perennial,rescored_biennial
Libanotis pyrenaica,no_life_form_on_database,
Libanotis sibirica,no_life_form_on_database,
Libanotis coreana,no_life_form_on_database,
Pachypleurum mutellinoides,no_life_form_on_database,
Seseli rhodopeum,perennial,
Ferulopsis hystrix,perennial,
Phlojodicarpus popovii,no_life_form_on_database,
Seseli krylovii,no_life_form_on_database,
Libanotis eriocarpa,no_life_form_on_database,
Peucedanum ledebourielloides,perennial,
Peucedanum elegans,no_life_form_on_database,
Carlesia sinensis,perennial,
Peucedanum terebinthaceum,no_life_form_on_database,
Seseli mairei,perennial,
Seseli farrenyi,no_life_form_on_database,
Seseli longifolium,annual,
Seseli elatum,no_life_form_on_database,
Seseli gracile,perennial,
Trinia hispida,perennial,
Seseli gummiferum,perennial,
Seseli rigidum,perennial,
Rumia crithmifolia,no_life_form_on_database,
Seseli tortuosum,perennial,rescored_biennial
Ledebouriella multiflora,no_life_form_on_database,
Peucedanum praeruptorum,no_life_form_on_database,
Peucedanum songpanense,perennial,
Peucedanum turgeniifolium,no_life_form_on_database,
Peucedanum dissolutum,perennial,
Saposhnikovia divaricata,perennial,
Oreocome candollei,no_life_form_on_database,
Cortia depressa,perennial,
Ligusticopsis dielsiana,no_life_form_on_database,
Peucedanum rubricaule,no_life_form_on_database,
Ligusticum daucoides,no_life_form_on_database,
Peucedanum delavayi,no_life_form_on_database,
Ligusticum involucratum,no_life_form_on_database,
Ligusticum scapiforme,no_life_form_on_database,
Cortiella hookeri,perennial,
Cortiella caespitosa,perennial,
Libanotis depressa,no_life_form_on_database,
Ligusticum oliverianum,no_life_form_on_database,
Selinum cryptotaenium,perennial,
Ligusticopsis brachyloba,perennial,
Oreocome limprichtii,perennial,
Ligusticum pteridophyllum,no_life_form_on_database,
Ligusticopsis wallichiana,perennial,
Selinum candollei,no_life_form_on_database,
Ligusticopsis coniifolia,no_life_form_on_database,
Oreocome involucellata,no_life_form_on_database,
Dimorphosciadium gayoides,perennial,rescored_biennial
Ligusticum mucronatum,no_life_form_on_database,
Spermolepis inermis,annual,
Ligusticum physospermifolium,no_life_form_on_database,
Cnidiocarpa alaica,perennial,
Cnidium silaifolium,perennial,
Seseli peucedanoides,perennial,
Selinum broteri,no_life_form_on_database,
Selinum carvifolia,no_life_form_on_database,
Vicatia coniifolia,perennial,
Exoacantha heterophylla,annual,
Johrenia golestanica,no_life_form_on_database,
Peucedanum achaicum,no_life_form_on_database,
Johreniopsis seseloides,no_life_form_on_database,
Johrenia paucijuga,no_life_form_on_database,
Johrenia aromatica,no_life_form_on_database,
Holandrea schottii,no_life_form_on_database,
Johreniopsis scoparia,no_life_form_on_database,
Peucedanum caucasicum,no_life_form_on_database,
Peucedanum pschavicum,no_life_form_on_database,
Aethusa cynapium,annual,
Coriandrum sativum,annual,
Bifora radians,annual,
Mediasia macrophylla,perennial,
Pimpinella heyneana,annual,
Rughidia cordata,no_life_form_on_database,
Rughidia milleri,no_life_form_on_database,
Nirarathamnos asarifolius,perennial,
Trachyspermum aethusifolium,no_life_form_on_database,
Echinophora chrysantha,no_life_form_on_database,
Echinophora platyloba,perennial,
Echinophora cinerea,perennial,
Anisosciadium isosciadium,annual,
Anisosciadium orientale,annual,
Echinophora orientalis,perennial,
Echinophora tenuifolia,perennial,
Dicyclophora persica,annual,
Pycnocycla spinosa,perennial,
Pycnocycla aucheriana,perennial,
Seselopsis tianschanica,perennial,rescored_biennial
Sphaenolobium tianschanicum,no_life_form_on_database,
Ligusticum jeholense,no_life_form_on_database,
Angelica tianmuensis,perennial,
Cnidium officinale,no_life_form_on_database,
Pleurospermum prattii,no_life_form_on_database,
Ligusticum sinense,no_life_form_on_database,
Ligusticum acuminatum,no_life_form_on_database,
Conioselinum tataricum,perennial,
Conioselinum vaginatum,no_life_form_on_database,
Ligusticum tenuissimum,no_life_form_on_database,
Angelica paeoniifolia,perennial,
Prangos haussknechtii,no_life_form_on_database,
Paulita ovczinnikovii,no_life_form_on_database,
Pterocyclus rivulorum,no_life_form_on_database,
Levisticum officinale,perennial,
Angelica sinensis,perennial,
Lithosciadium multicaule,perennial,
Silaum silaus,perennial,
Cenolophium denudatum,no_life_form_on_database,
Cnidium dauricum,perennial,
Tordylium aegyptiacum,annual,
Heracleum inexpectatum,no_life_form_on_database,
Heracleum elgonense,perennial,rescored_biennial
Heracleum alpinum,no_life_form_on_database,
Heracleum austriacum,perennial,
Heracleum minimum,no_life_form_on_database,
Heracleum ligusticifolium,perennial,rescored_biennial
Heracleum scabrum,no_life_form_on_database,
Heracleum chorodanum,no_life_form_on_database,
Heracleum pastinacifolium,perennial,
Symphyoloma graveolens,no_life_form_on_database,
Heracleum transcaucasicum,no_life_form_on_database,
Heracleum crenatifolium,perennial,rescored_biennial
Heracleum schelkovnikovii,no_life_form_on_database,
Heracleum humile,perennial,
Heracleum roseum,no_life_form_on_database,
Heracleum argaeum,perennial,
Heracleum peshmenianum,no_life_form_on_database,
Heracleum rawianum,perennial,
Heracleum anisactis,perennial,
Mandenovia komarovii,no_life_form_on_database,
Heracleum pastinaca,perennial,
Heracleum antasiaticum,perennial,
Heracleum leskovii,no_life_form_on_database,
Heracleum platytaenium,perennial,
Heracleum grossheimii,no_life_form_on_database,
Heracleum cyclocarpum,perennial,
Heracleum grandiflorum,no_life_form_on_database,
Heracleum dissectum,perennial,rescored_biennial
Heracleum pyrenaicum,no_life_form_on_database,
Heracleum sibiricum,perennial,rescored_biennial
Heracleum carpaticum,perennial,
Heracleum sphondylium,perennial,rescored_biennial
Heracleum orphanidis,perennial,
Heracleum ossethicum,perennial,
Heracleum persicum,perennial,
Heracleum lehmannianum,perennial,
Heracleum afghanicum,no_life_form_on_database,
Heracleum rechingeri,perennial,
Heracleum mantegazzianum,perennial,rescored_biennial
Heracleum pubescens,perennial,rescored_biennial
Heracleum sosnowskyi,perennial,
Heracleum trachyloma,perennial,
Heracleum freynianum,no_life_form_on_database,
Heracleum ponticum,no_life_form_on_database,
Heracleum asperum,no_life_form_on_database,
Heracleum lanatum,no_life_form_on_database,
Heracleum scabridum,perennial,
Heracleum franchetii,perennial,
Heracleum forrestii,perennial,
Heracleum oreocharis,perennial,
Angelica oncosepala,no_life_form_on_database,
Heracleum souliei,perennial,
Heracleum hemsleyanum,perennial,
Heracleum henryi,perennial,
Heracleum yungningense,perennial,
Heracleum apiifolium,perennial,
Heracleum lasiopetalum,no_life_form_on_database,
Trigonosciadium lasiocarpum,perennial,rescored_biennial
Malabaila dasyantha,no_life_form_on_database,
Leiotulus secacul,perennial,
