"species","life_form","source","notes_1","notes_2"
"Orobanche foetida","perennial","","",""
"Orobanche crinita","no_life_form_on_database","","",""
"Orobanche austrohispanica","perennial","https://warpp.app/taxa/640","manually_curated",""
"Orobanche gracilis","perennial","","",""
"Orobanche lutea","perennial","","",""
"Orobanche caryophyllacea","perennial","","",""
"Orobanche teucrii","perennial","","",""
"Orobanche coerulescens","perennial","","",""
"Orobanche pycnostachya","perennial","","",""
"Orobanche grenieri","perennial","","",""
"Orobanche anatolica","perennial","","",""
"Orobanche colorata","annual","https://warpp.app/taxa/1566","manually_curated",""
"Orobanche macrolepis","no_life_form_on_database","","",""
"Diphelypaea coccinea","perennial","https://warpp.app/taxa/1766","manually_curated",""
"Diphelypaea tournefortii","perennial","https://warpp.app/taxa/1768","manually_curated",""
"Mannagettaea hummelii","perennial","","",""
"Cistanche Hoffmanns.","no_life_form_on_database","","",""
"Cistanche tubulosa","perennial","","",""
"Cistanche violacea","perennial","","",""
"Cistanche deserticola","perennial","","",""
"Cistanche salsa","perennial","","",""
"Conopholis alpina","perennial","","",""
"Conopholis americana","perennial","","",""
"Epifagus virginiana","annual","","",""
"Kopsiopsis hookeri","perennial","","",""
"Kopsiopsis strobilacea","perennial","","",""
"Boschniakia himalaica","annual","https://warpp.app/taxa/1493","manually_curated",""
"Boschniakia rossica","perennial","","",""
"Castilleja exserta","annual","","",""
"Castilleja miniata","perennial","","",""
"Castilleja rubicundula","annual","","",""
"Triphysaria pusilla","annual","","",""
"Castilleja sulphurea","no_life_form_on_database","","",""
"Lamourouxia rhinanthifolia","perennial","https://warpp.app/taxa/1436","manually_curated",""
"Cordylanthus ramosus","annual","","",""
"Orthocarpus bracteosus","annual","","",""
"Orthocarpus tenuifolius","annual","","",""
"Agalinis purpurea","annual","","",""
"Seymeria pectinata","annual","","",""
"Pedicularis canadensis","perennial","","",""
"Pedicularis tuberosa","perennial","","",""
"Pedicularis ingens","perennial","","",""
"Striga asiatica","annual","","",""
"Striga elegans","annual","","",""
"Striga bilabiata","perennial","","",""
"Striga gesnerioides","annual","","",""
"Xylocalyx asper","perennial","","",""
"Xylocalyx carterae","perennial","","",""
"Hyobanche atropurpurea","annual","","",""
"Hyobanche sanguinea","annual","","",""
"Nesogenes africanus","annual","","",""
"Harveya capensis","annual","","",""
"Bellardia trixago","annual","","",""
"Parentucellia viscosa","annual","","",""
"Euphrasia pectinata","annual","","",""
"Tozzia alpina","perennial","","",""
"Rhinanthus glacialis","annual","https://warpp.app/taxa/1370","manually_curated",""
"Rhinanthus minor","annual","","",""
"Rhinanthus freynii","no_life_form_on_database","","",""
"Lathraea squamaria","perennial","","",""
"Melampyrum arvense","annual","","",""
"Melampyrum carstiense","annual","https://warpp.app/taxa/1439","manually_curated",""
"Siphonostegia chinensis","annual","","",""
"Siphonostegia laeta","annual","","",""
"Schwalbea americana","perennial","","",""
"Monochasma sheareri","annual","","",""
"Lindenbergia indica","annual","","",""
"Lindenbergia muraria","annual","","",""
"Lindenbergia philippensis","perennial","","",""
"Rehmannia chingii","perennial","","",""
"Rehmannia henryi","perennial","","",""
"Rehmannia elata","perennial","https://warpp.app/taxa/1597","manually_curated",""
"Rehmannia piasezkii","perennial","","",""
"Rehmannia solanifolia","perennial","","",""
