"species","life_form","n_bio_ai","mean_bio_ai","sd_bio_ai","se_bio_ai","within_sp_var_bio_ai"
"Lupinus subsessilis","perennial",4,9.107683,0.201109,0.100554,0.076035
"Lupinus succulentus","annual",52,7.426534,0.747714,0.103689,0.005849
"Lupinus sulphureus","perennial",17,8.220006,0.520226,0.126173,0.017891
"Lupinus tarapacensis","perennial",NA,NA,NA,NA,NA
"Lupinus tegeticulatus","perennial",NA,NA,NA,NA,NA
"Lupinus texensis","annual",48,8.045187,0.508229,0.073357,0.006336
"Lupinus tomentosus","perennial",NA,NA,NA,NA,NA
"Lupinus tominensis","perennial",2,8.830724,0.192173,0.135887,0.152071
"Lupinus truncatus","annual",24,7.639931,0.577621,0.117906,0.012673
"Lupinus uleanus","annual",3,9.584476,0.032021,0.018487,0.101381
"Lupinus uncialis","annual",18,7.380464,0.236659,0.055781,0.016897
"Lupinus velutinus","perennial",16,9.249218,0.223446,0.055862,0.019009
"Lupinus villosus","annual",32,9.05472,0.123851,0.021894,0.009504
"Lupinus weberbaueri","perennial",2,9.37129,0.040207,0.028431,0.152071
