"species","life_form","n_bio_ai","mean_bio_ai","sd_bio_ai","se_bio_ai","within_sp_var_bio_ai"
"Brachiaria brizantha","no_life_form_on_database",201,8.885769,0.519288,0.036628,0.001513
"Brachiaria comata","no_life_form_on_database",42,8.911888,0.644919,0.099513,0.007241
"Brachiaria decumbens","no_life_form_on_database",51,9.18417,0.544739,0.076279,0.005964
"Brachiaria deflexa","no_life_form_on_database",10,9.018279,0.495908,0.15682,0.030414
"Brachiaria dictyoneura","no_life_form_on_database",22,8.471233,0.352171,0.075083,0.013825
"Brachiaria distachya","no_life_form_on_database",30,8.946694,0.741958,0.135462,0.010138
"Brachiaria dura","no_life_form_on_database",11,7.767608,0.369188,0.111314,0.027649
"Brachiaria eruciformis","no_life_form_on_database",81,8.121152,0.661322,0.07348,0.003755
"Brachiaria fasciculata","no_life_form_on_database",129,8.481438,0.772979,0.068057,0.002358
"Brachiaria foliosa","no_life_form_on_database",NA,NA,NA,NA,NA
"Brachiaria holosericea","no_life_form_on_database",5,8.599555,0.585579,0.261879,0.060828
"Brachiaria humidicola","no_life_form_on_database",60,8.72991,0.71933,0.092865,0.005069
"Brachiaria jubata","no_life_form_on_database",99,8.612884,0.443118,0.044535,0.003072
"Brachiaria lachnantha","no_life_form_on_database",9,8.291232,0.336551,0.112184,0.033794
"Brachiaria lata","no_life_form_on_database",101,8.221586,0.775949,0.07721,0.003011
"Brachiaria leersioides","no_life_form_on_database",33,8.237077,0.733075,0.127612,0.009216
"Brachiaria lorentziana","no_life_form_on_database",NA,NA,NA,NA,NA
"Brachiaria malacodes","no_life_form_on_database",6,7.536736,0.258602,0.105574,0.05069
"Brachiaria mesocoma","perennial",NA,NA,NA,NA,NA
"Brachiaria meziana","no_life_form_on_database",34,8.042129,0.380032,0.065175,0.008945
"Brachiaria mollis","no_life_form_on_database",31,8.622565,0.395213,0.070982,0.009811
"Brachiaria mutica","no_life_form_on_database",156,8.837608,0.891999,0.071417,0.00195
"Brachiaria nigropedata","no_life_form_on_database",59,7.852582,0.588246,0.076583,0.005155
"Brachiaria oblita","no_life_form_on_database",NA,NA,NA,NA,NA
"Brachiaria paucispicata","no_life_form_on_database",NA,NA,NA,NA,NA
"Brachiaria plantaginea","no_life_form_on_database",95,8.83803,0.545361,0.055953,0.003201
"Brachiaria platynota","no_life_form_on_database",11,9.01737,0.249164,0.075126,0.027649
"Brachiaria platyphylla","no_life_form_on_database",23,9.04078,0.309681,0.064573,0.013224
"Brachiaria praetervisa","no_life_form_on_database",11,6.864519,0.3528,0.106373,0.027649
"Brachiaria pseudodichotoma","annual",11,8.470228,0.481242,0.1451,0.027649
"Brachiaria ramosa","no_life_form_on_database",66,8.032415,0.9826,0.12095,0.004608
"Brachiaria semiundulata","no_life_form_on_database",20,8.634268,0.640164,0.143145,0.015207
"Brachiaria serrata","no_life_form_on_database",88,8.502137,0.456778,0.048693,0.003456
"Brachiaria subquadripara","no_life_form_on_database",58,9.146369,0.452802,0.059456,0.005244
"Brachiaria subulifolia","no_life_form_on_database",21,8.645642,0.335814,0.073281,0.014483
"Brachiaria texana","no_life_form_on_database",NA,NA,NA,NA,NA
"Brachiaria villosa","no_life_form_on_database",NA,NA,NA,NA,NA
"Brachiaria xantholeuca","no_life_form_on_database",69,7.747713,0.728983,0.087759,0.004408
"Bromuniola gossweileri","perennial",11,8.975783,0.186084,0.056106,0.027649
"Calderonella sylvatica","no_life_form_on_database",3,10.148124,0.578812,0.334177,0.101381
"Calyptochloa gracillima","perennial",NA,NA,NA,NA,NA
"Canastra lanceolata","perennial",3,9.426893,0.025851,0.014925,0.101381
"Capillipedium assimile","perennial",72,9.241878,0.376924,0.044421,0.004224
"Capillipedium parviflorum","perennial",253,8.998771,0.592557,0.037254,0.001202
"Capillipedium spicigerum","perennial",81,8.605899,0.518995,0.057666,0.003755
"Cenchrus agrimonioides","perennial",3,8.862385,0.349538,0.201806,0.101381
"Cenchrus brownii","annual",150,8.918553,0.655938,0.053557,0.002028
"Cenchrus caliculatus","perennial",55,8.597784,0.464543,0.062639,0.00553
"Cenchrus chilensis","perennial",15,7.075998,0.781185,0.201701,0.020276
"Cenchrus ciliaris","perennial",247,7.442998,1.044305,0.066448,0.001231
"Cenchrus echinatus","annual",414,8.630085,0.835541,0.041065,0.000733
"Cenchrus incertus","no_life_form_on_database",297,8.178454,0.840055,0.048745,0.001024
"Cenchrus myosuroides","perennial",124,8.168866,0.893034,0.080197,0.002453
"Cenchrus pilosus","annual",67,8.798417,0.391915,0.04788,0.004539
"Cenchrus setigerus","no_life_form_on_database",NA,NA,NA,NA,NA
"Centotheca lappacea","annual",250,9.549837,0.367913,0.023269,0.001217
"Centrochloa singularis","no_life_form_on_database",4,9.076118,0.181581,0.09079,0.076035
"Chaetium bromoides","perennial",NA,NA,NA,NA,NA
"Chaetopoa pilosa","annual",NA,NA,NA,NA,NA
"Chamaeraphis hordeacea","perennial",20,8.361155,0.306224,0.068474,0.015207
"Chasmanthium curvifolium","perennial",1,7.997663,NA,NA,0.304142
"Chasmanthium latifolium","perennial",175,8.921545,0.282204,0.021333,0.001738
"Chasmanthium laxum","perennial",85,9.055705,0.152085,0.016496,0.003578
"Chasmanthium nitidum","perennial",17,9.023717,0.122505,0.029712,0.017891
"Chasmanthium sessiliflorum","no_life_form_on_database",73,9.025701,0.192644,0.022547,0.004166
"Chionachne cyathopoda","no_life_form_on_database",NA,NA,NA,NA,NA
"Chionachne gigantea","no_life_form_on_database",NA,NA,NA,NA,NA
"Chionachne massiei","no_life_form_on_database",NA,NA,NA,NA,NA
"Chlorocalymma cryptacanthum","annual",3,8.471772,0.394716,0.227889,0.101381
"Chrysopogon aciculatus","perennial",134,9.428987,0.415169,0.035865,0.00227
"Chrysopogon aucheri","perennial",14,6.661308,1.025431,0.274058,0.021724
"Chrysopogon benthamianus","no_life_form_on_database",1,7.835579,NA,NA,0.304142
"Chrysopogon castaneus","perennial",NA,NA,NA,NA,NA
"Chrysopogon elongatus","perennial",43,8.336032,0.449491,0.068547,0.007073
"Chrysopogon festucoides","perennial",1,9.559094,NA,NA,0.304142
"Chrysopogon filipes","perennial",81,8.412771,0.495064,0.055007,0.003755
"Chrysopogon fulvibarbis","perennial",6,8.477705,0.308282,0.125856,0.05069
"Chrysopogon fulvus","perennial",6,8.847375,0.565764,0.230972,0.05069
"Chrysopogon gryllus","perennial",62,8.72775,0.418637,0.053167,0.004906
"Chrysopogon latifolius","perennial",31,8.359921,0.401363,0.072087,0.009811
"Chrysopogon micrantherus","perennial",NA,NA,NA,NA,NA
"Chrysopogon nemoralis","perennial",2,9.512701,0.469657,0.332098,0.152071
"Chrysopogon nigritanus","perennial",52,8.439691,0.550893,0.076395,0.005849
"Chrysopogon nodulibarbis","perennial",NA,NA,NA,NA,NA
"Chrysopogon oliganthus","perennial",53,8.369234,0.398664,0.054761,0.005739
"Chrysopogon orientalis","perennial",NA,NA,NA,NA,NA
"Chrysopogon pallidus","perennial",NA,NA,NA,NA,NA
"Chrysopogon pauciflorus","annual",NA,NA,NA,NA,NA
"Chrysopogon perlaxus","perennial",NA,NA,NA,NA,NA
"Chrysopogon plumulosus","perennial",40,7.218449,0.964901,0.152564,0.007604
"Chrysopogon serrulatus","perennial",47,8.344391,0.636976,0.092912,0.006471
"Chrysopogon setifolius","perennial",22,8.649573,0.310018,0.066096,0.013825
"Chrysopogon subtilis","perennial",1,9.44034,NA,NA,0.304142
"Chrysopogon sylvaticus","perennial",20,8.349951,0.455938,0.101951,0.015207
"Chrysopogon tenuiculmis","perennial",1,8.786151,NA,NA,0.304142
"Chrysopogon verticillatus","perennial",NA,NA,NA,NA,NA
"Chrysopogon zizanioides","perennial",14,9.234359,0.441349,0.117955,0.021724
"Cleistochloa rigida","perennial",NA,NA,NA,NA,NA
"Cleistochloa subjuncea","perennial",60,8.26366,0.421354,0.054397,0.005069
"Coelorachis afraurita","no_life_form_on_database",25,8.823918,0.381473,0.076295,0.012166
"Coelorachis aurita","no_life_form_on_database",49,9.218689,0.268879,0.038411,0.006207
"Coelorachis aurita","no_life_form_on_database",49,9.218689,0.268879,0.038411,0.006207
"Coelorachis rugosa","no_life_form_on_database",38,9.035304,0.12665,0.020545,0.008004
"Coelorachis selloana","no_life_form_on_database",NA,NA,NA,NA,NA
"Coix aquatica","perennial",18,9.157214,0.306221,0.072177,0.016897
"Coix gasteenii","perennial",2,8.708803,0.036426,0.025757,0.152071
"Coix lacryma-jobi","annual",147,9.389936,0.339402,0.027993,0.002069
"Cymbopogon citratus","perennial",NA,NA,NA,NA,NA
"Cymbopogon commutatus","perennial",17,7.419886,1.005079,0.243767,0.017891
"Cymbopogon flexuosus","perennial",NA,NA,NA,NA,NA
"Cymbopogon goeringii","perennial",44,9.30845,0.335898,0.050639,0.006912
"Cymbopogon jwarancusa","no_life_form_on_database",23,8.348745,0.959897,0.200152,0.013224
"Cymbopogon martinii","no_life_form_on_database",8,8.69069,0.516752,0.182699,0.038018
"Cymbopogon pospischilii","perennial",59,7.829274,0.617122,0.080342,0.005155
"Cyperochloa hirsuta","perennial",3,8.123376,0.344702,0.199014,0.101381
"Cyphochlaena madagascariensis","annual",15,8.525231,0.490235,0.126578,0.020276
"Cyrtococcum oxyphyllum","annual",101,9.454204,0.416309,0.041424,0.003011
"Cyrtococcum patens","annual",104,9.494589,0.339928,0.033333,0.002924
"Dallwatsonia felliana","no_life_form_on_database",2,8.825204,0.104046,0.073572,0.152071
"Danthoniopsis dinteri","annual",19,7.422723,0.619826,0.142198,0.016007
"Danthoniopsis petiolata","perennial",1,7.915713,NA,NA,0.304142
"Danthoniopsis pruinosa","perennial",9,8.307249,0.306406,0.102135,0.033794
"Dichanthium annulatum","perennial",243,7.956008,1.054149,0.067624,0.001252
"Dichanthium aristatum","perennial",9,9.411289,0.444519,0.148173,0.033794
"Dichanthium caricosum","perennial",9,9.006692,0.416322,0.138774,0.033794
"Dichanthium sericeum","annual",193,7.68978,0.768305,0.055304,0.001576
"Dichanthium setosum","annual",21,8.210411,0.387961,0.08466,0.014483
"Digitaria abyssinica","annual",79,9.038413,0.441412,0.049663,0.00385
"Digitaria aequatoriensis","no_life_form_on_database",9,8.462521,0.265707,0.088569,0.033794
"Digitaria californica","perennial",196,7.626976,0.596381,0.042599,0.001552
"Digitaria catamarcensis","perennial",3,8.119642,0.621406,0.358769,0.101381
"Digitaria ciliaris","annual",1,9.217217,NA,NA,0.304142
"Digitaria didactyla","perennial",17,9.262941,0.572462,0.138842,0.017891
"Digitaria eriantha","perennial",111,7.870049,0.624871,0.05931,0.00274
"Digitaria exilis","annual",19,8.609681,0.677322,0.155388,0.016007
"Digitaria gayana","annual",91,8.434785,0.631546,0.066204,0.003342
"Digitaria macroblephara","perennial",14,8.30674,0.608847,0.162721,0.021724
"Digitaria radicosa","annual",80,9.532169,0.387753,0.043352,0.003802
"Digitaria sanguinalis","annual",224,8.624344,0.637721,0.04261,0.001358
"Digitaria setigera","annual",77,9.496446,0.41617,0.047427,0.00395
"Digitaria swalleniana","perennial",31,8.678301,0.39369,0.070709,0.009811
"Digitaria ternata","annual",134,8.727797,0.490657,0.042386,0.00227
"Diheteropogon amplectens","perennial",69,8.389333,0.524399,0.06313,0.004408
"Diheteropogon hagerupii","annual",36,7.791873,0.620679,0.103446,0.008448
"Dimeria fuscescens","no_life_form_on_database",NA,NA,NA,NA,NA
"Dimeria lawsonii","annual",NA,NA,NA,NA,NA
"Dimeria ornithopoda","annual",141,9.022556,0.705082,0.059379,0.002157
"Dimeria sinensis","no_life_form_on_database",8,9.407526,0.04106,0.014517,0.038018
"Dissochondrus biflorus","perennial",NA,NA,NA,NA,NA
"Echinochloa chacoensis","annual",4,8.784745,0.609722,0.304861,0.076035
"Echinochloa colona","no_life_form_on_database",1361,8.386518,0.921248,0.024972,0.000223
"Echinochloa crus-galli","annual",3,9.39334,0.558564,0.322487,0.101381
"Echinochloa crus-pavonis","annual",83,8.929528,0.486408,0.05339,0.003664
"Echinochloa esculenta","no_life_form_on_database",106,8.506498,0.805458,0.078233,0.002869
"Echinochloa frumentacea","annual",8,8.281542,0.360601,0.127492,0.038018
"Echinochloa haploclada","perennial",40,8.351443,0.460311,0.072782,0.007604
"Echinochloa muricata","annual",310,8.713142,0.597132,0.033915,0.000981
"Echinochloa obtusiflora","annual",13,8.356549,0.480922,0.133384,0.023396
"Echinochloa oryzoides","annual",20,9.126881,0.712726,0.15937,0.015207
"Echinochloa picta","perennial",5,8.945545,0.335946,0.15024,0.060828
"Echinochloa stagnina","annual",142,8.344201,0.86305,0.072426,0.002142
"Echinochloa turneriana","annual",NA,NA,NA,NA,NA
"Echinochloa walteri","annual",125,8.991018,0.22772,0.020368,0.002433
"Echinolaena inflexa","perennial",130,9.183968,0.381122,0.033427,0.00234
"Elionurus citreus","perennial",NA,NA,NA,NA,NA
"Elionurus muticus","perennial",300,8.799052,0.555472,0.03207,0.001014
"Elionurus tripsacoides","perennial",66,8.644035,0.553159,0.068089,0.004608
"Entolasia marginata","perennial",52,8.766,0.458111,0.063529,0.005849
"Entolasia stricta","perennial",62,8.690497,0.49076,0.062327,0.004906
"Eremochloa bimaculata","perennial",64,8.498349,0.483209,0.060401,0.004752
"Eremochloa ophiuroides","perennial",38,9.385331,0.172256,0.027944,0.008004
"Eriochloa acuminata","annual",91,7.640938,0.844497,0.088527,0.003342
"Eriochloa distachya","perennial",33,9.255745,0.282984,0.049261,0.009216
"Eriochloa fatmensis","no_life_form_on_database",140,8.10423,0.733027,0.061952,0.002172
"Eriochloa meyeriana","perennial",63,8.339123,0.577858,0.072803,0.004828
"Eriochloa montevidensis","perennial",40,8.593564,1.014978,0.160482,0.007604
"Eriochloa nana","annual",NA,NA,NA,NA,NA
"Eriochloa polystachya","no_life_form_on_database",54,9.265017,0.572575,0.077918,0.005632
"Eriochloa punctata","annual",4,8.676897,0.415627,0.207814,0.076035
"Eriochloa sericea","perennial",NA,NA,NA,NA,NA
"Eriochloa setosa","perennial",2,8.889173,0.016281,0.011512,0.152071
"Eriochloa villosa","annual",123,9.207684,0.465209,0.041946,0.002473
"Euclasta condylotricha","annual",128,8.686878,0.510643,0.045135,0.002376
"Eulalia aurea","perennial",NA,NA,NA,NA,NA
"Eulalia contorta","no_life_form_on_database",NA,NA,NA,NA,NA
"Eulalia irritans","no_life_form_on_database",NA,NA,NA,NA,NA
"Eulalia quadrinervis","no_life_form_on_database",75,9.277684,0.38542,0.044504,0.004055
"Eulalia siamensis","perennial",5,9.047049,0.390476,0.174626,0.060828
"Eulalia trispicata","no_life_form_on_database",45,9.421917,0.448794,0.066902,0.006759
"Eulalia villosa","perennial",54,8.860789,0.393938,0.053608,0.005632
"Eulaliopsis binata","perennial",40,8.901568,0.470542,0.074399,0.007604
"Garnotia acutigluma","no_life_form_on_database",14,9.579308,0.458771,0.122612,0.021724
"Garnotia fergusonii","perennial",NA,NA,NA,NA,NA
"Garnotia patula","perennial",NA,NA,NA,NA,NA
"Garnotia tenella","annual",8,8.964877,0.308978,0.10924,0.038018
"Germainia capitata","annual",13,9.19249,0.339586,0.094184,0.023396
"Germainia khasyana","perennial",NA,NA,NA,NA,NA
"Germainia lanipes","perennial",NA,NA,NA,NA,NA
"Germainia pilosa","annual",2,8.96275,0.058586,0.041427,0.152071
"Germainia truncatiglumis","perennial",44,8.385739,0.343675,0.051811,0.006912
"Gerritea pseudopetiolata","perennial",NA,NA,NA,NA,NA
"Gynerium sagittatum","perennial",136,9.373529,0.693752,0.059489,0.002236
"Hackelochloa granularis","annual",201,8.815034,0.577173,0.040711,0.001513
"Hemarthria altissima","annual",123,8.395777,0.925443,0.083444,0.002473
"Hemarthria compressa","perennial",52,9.043942,0.777176,0.107775,0.005849
"Hemarthria longiflora","perennial",3,9.285997,0.242333,0.139911,0.101381
"Hemarthria pratensis","perennial",NA,NA,NA,NA,NA
"Hemarthria uncinata","perennial",9,8.372805,0.431927,0.143976,0.033794
"Hemisorghum venustum","perennial",NA,NA,NA,NA,NA
"Heteropholis sulcata","perennial",12,8.885341,0.190699,0.05505,0.025345
"Heteropogon contortus","perennial",132,8.33063,0.717847,0.062481,0.002304
"Heteropogon triticeus","perennial",NA,NA,NA,NA,NA
"Homolepis isocalycina","annual",11,9.254213,0.380652,0.114771,0.027649
"Homopholis belsonii","perennial",7,8.04836,0.097952,0.037022,0.043449
"Hygrochloa aquatica","perennial",5,8.740607,0.227846,0.101896,0.060828
"Hylebates cordatus","annual",14,8.527109,0.378001,0.101025,0.021724
"Hymenachne amplexicaulis","perennial",321,9.193017,0.502013,0.02802,0.000947
"Hyparrhenia diplandra","perennial",205,9.112176,0.385805,0.026946,0.001484
"Hyparrhenia hirta","perennial",232,7.962762,0.869092,0.057059,0.001311
"Hyparrhenia rufa","perennial",319,8.787009,0.508722,0.028483,0.000953
"Hyperthelia dissoluta","perennial",220,8.576217,0.52766,0.035575,0.001382
"Ichnanthus nemorosus","perennial",126,9.22143,0.628576,0.055998,0.002414
"Ichnanthus pallens","perennial",9,9.345153,0.434232,0.144744,0.033794
"Ichnanthus panicoides","perennial",132,9.71425,0.233304,0.020307,0.002304
"Imperata brasiliensis","perennial",151,9.082586,0.459163,0.037366,0.002014
"Imperata brevifolia","perennial",24,7.076619,0.811735,0.165695,0.012673
"Imperata cheesemanii","perennial",NA,NA,NA,NA,NA
"Imperata cylindrica","perennial",268,8.244176,1.277062,0.078009,0.001135
"Ischaemum afrum","perennial",44,8.0641,0.50302,0.075833,0.006912
"Ischaemum anthephoroides","perennial",30,9.524442,0.298126,0.05443,0.010138
"Ischaemum aristatum","perennial",40,9.396958,0.286987,0.045377,0.007604
"Ischaemum koleostachys","perennial",4,9.184045,0.696664,0.348332,0.076035
"Ischaemum muticum","perennial",97,9.62881,0.329157,0.033421,0.003135
"Ischaemum santapaui","annual",1,9.540219,NA,NA,0.304142
"Iseilema macratherum","annual",91,7.734432,0.448801,0.047047,0.003342
"Iseilema membranaceum","annual",224,7.203803,0.577531,0.038588,0.001358
"Iseilema prostratum","perennial",NA,NA,NA,NA,NA
"Ixophorus unisetus","perennial",60,8.880272,0.439288,0.056712,0.005069
"Kerriochloa siamensis","perennial",NA,NA,NA,NA,NA
"Lasiacis divaricata","perennial",210,9.044015,0.553647,0.038205,0.001448
"Lasiacis ligulata","perennial",282,9.361786,0.432196,0.025737,0.001079
"Lasiacis nigra","perennial",152,9.136725,0.609204,0.049413,0.002001
"Lasiacis rugelii","perennial",36,9.042728,0.425861,0.070977,0.008448
"Lasiacis ruscifolia","perennial",161,8.751697,0.634881,0.050036,0.001889
"Lasiacis sorghoidea","no_life_form_on_database",354,9.219347,0.496455,0.026386,0.000859
"Leptocoryphium lanatum","no_life_form_on_database",153,9.262213,0.387825,0.031354,0.001988
"Lophatherum gracile","perennial",215,9.55669,0.346913,0.023659,0.001415
"Loudetia annua","annual",27,8.535113,0.418583,0.080556,0.011265
"Loudetia lanata","perennial",9,8.144642,0.403515,0.134505,0.033794
"Loudetia simplex","perennial",235,8.802256,0.432046,0.028184,0.001294
"Loudetiopsis chrysothrix","perennial",69,9.096086,0.295695,0.035597,0.004408
"Louisiella fluitans","perennial",5,8.50462,0.617256,0.276045,0.060828
"Megaloprotachne albescens","no_life_form_on_database",21,7.44125,0.313252,0.068357,0.014483
"Megastachya mucronata","annual",110,9.217853,0.459981,0.043857,0.002765
"Melinis minutiflora","annual",95,9.055337,0.38761,0.039768,0.003201
"Melinis repens","annual",131,8.489843,0.712103,0.062217,0.002322
"Mesosetum chaseae","perennial",22,9.059274,0.312896,0.06671,0.013825
"Mesosetum comatum","perennial",1,9.243678,NA,NA,0.304142
"Microcalamus barbinodis","perennial",18,9.80586,0.187062,0.044091,0.016897
"Microstegium ciliatum","no_life_form_on_database",45,9.43921,0.398882,0.059462,0.006759
"Microstegium fasciculatum","perennial",21,9.44045,0.406859,0.088784,0.014483
"Microstegium fauriei","annual",1,10.089967,NA,NA,0.304142
"Microstegium geniculatum","annual",6,9.968372,0.405405,0.165506,0.05069
"Microstegium glabratum","perennial",NA,NA,NA,NA,NA
"Microstegium japonicum","annual",48,9.645097,0.283254,0.040884,0.006336
"Microstegium nudum","no_life_form_on_database",68,9.358752,0.57712,0.069986,0.004473
"Microstegium somae","annual",NA,NA,NA,NA,NA
"Microstegium vimineum","annual",86,9.479964,0.38586,0.041608,0.003537
"Miscanthus changii","no_life_form_on_database",NA,NA,NA,NA,NA
"Miscanthus changii","no_life_form_on_database",NA,NA,NA,NA,NA
"Miscanthus ecklonii","perennial",16,8.19795,0.435736,0.108934,0.019009
"Miscanthus floridulus","perennial",15,9.802374,0.503133,0.129908,0.020276
"Miscanthus fuscus","perennial",5,9.24483,0.159801,0.071465,0.060828
"Miscanthus giganteus","no_life_form_on_database",NA,NA,NA,NA,NA
"Miscanthus junceus","no_life_form_on_database",22,8.405055,0.336303,0.0717,0.013825
"Miscanthus nepalensis","perennial",26,9.04218,0.759752,0.149,0.011698
"Miscanthus nudipes","perennial",NA,NA,NA,NA,NA
"Miscanthus oligostachyus","perennial",21,9.778387,0.213819,0.046659,0.014483
"Miscanthus paniculatus","perennial",NA,NA,NA,NA,NA
"Miscanthus sacchariflorus","perennial",28,9.011788,0.511983,0.096756,0.010862
"Miscanthus sinensis","perennial",223,9.384696,0.381421,0.025542,0.001364
"Neurachne alopecuroides","no_life_form_on_database",NA,NA,NA,NA,NA
"Neurachne munroi","perennial",87,6.910074,0.378052,0.040531,0.003496
"Neurachne tenuifolia","perennial",3,7.086579,0.084227,0.048628,0.101381
"Odontelytrum abyssinicum","no_life_form_on_database",7,8.577952,0.374081,0.141389,0.043449
"Oncorachis ramosa","perennial",3,8.623406,0.447292,0.258244,0.101381
"Ophiochloa hydrolithica","no_life_form_on_database",4,9.534689,0.345441,0.17272,0.076035
"Ophiuros exaltatus","annual",78,8.512187,0.663524,0.075129,0.003899
"Oplismenopsis najada","perennial",16,8.928937,0.186557,0.046639,0.019009
"Oplismenus burmanni","annual",166,8.881256,0.562072,0.043625,0.001832
"Oplismenus compositus","perennial",313,9.220707,0.549268,0.031046,0.000972
"Oplismenus hirtellus","perennial",686,9.126909,0.517406,0.019755,0.000443
"Oplismenus undulatifolius","annual",172,9.212414,0.492281,0.037536,0.001768
"Orthoclada laxa","perennial",NA,NA,NA,NA,NA
"Otachyrium versicolor","perennial",87,9.321003,0.313729,0.033635,0.003496
"Ottochloa gracillima","perennial",14,8.910279,0.246096,0.065772,0.021724
