"species","life_form","n_bio_ai","mean_bio_ai","sd_bio_ai","se_bio_ai","within_sp_var_bio_ai"
"Cestrum inclusum","perennial",4,8.984872,0.311076,0.155538,0.076035
"Cestrum irazuense","perennial",3,9.737008,0.278775,0.160951,0.101381
"Cestrum laxum","perennial",25,8.703227,0.571429,0.114286,0.012166
"Cestrum luteovirescens","perennial",11,9.101808,0.290952,0.087725,0.027649
"Cestrum macrophyllum","perennial",8,9.208307,0.31546,0.111532,0.038018
"Cestrum megalophyllum","perennial",66,9.706087,0.481534,0.059273,0.004608
"Cestrum milciomejiae","perennial",NA,NA,NA,NA,NA
"Cestrum miradorense","perennial",3,9.1788,0.450708,0.260216,0.101381
"Cestrum mortonianum","perennial",NA,NA,NA,NA,NA
"Cestrum nocturnum","perennial",123,9.152418,0.569762,0.051374,0.002473
"Cestrum oblongifolium","perennial",27,8.483244,0.564362,0.108612,0.011265
"Cestrum pacayense","perennial",7,9.333329,0.185362,0.07006,0.043449
"Cestrum pittieri","perennial",NA,NA,NA,NA,NA
"Cestrum poasanum","perennial",3,9.782344,0.025623,0.014793,0.101381
"Cestrum regelii","perennial",5,9.00445,0.239556,0.107133,0.060828
"Cestrum rigidum","perennial",23,9.050296,0.331021,0.069023,0.013224
"Cestrum roseum","perennial",19,8.518157,0.548002,0.12572,0.016007
"Cestrum sphaerocarpum","perennial",3,9.235965,0.112619,0.065021,0.101381
"Cestrum strigillatum","perennial",200,9.161864,0.508036,0.035924,0.001521
"Cestrum thyrsoideum","perennial",25,8.597664,0.436236,0.087247,0.012166
"Cestrum tomentosum","perennial",3,8.687438,0.248353,0.143387,0.101381
"Cestrum tuerckheimii","perennial",NA,NA,NA,NA,NA
"Cestrum violaceum","perennial",2,8.898769,0.713359,0.504421,0.152071
"Cestrum virgaurea","perennial",NA,NA,NA,NA,NA
"Chamaesaracha coronopus","perennial",115,7.430482,0.439135,0.04095,0.002645
"Chamaesaracha sordida","perennial",83,7.452776,0.368363,0.040433,0.003664
"Coeloneurum ferrugineum","perennial",5,8.704421,0.380357,0.170101,0.060828
"Combera paradoxa","perennial",6,8.611442,0.550768,0.22485,0.05069
"Crenidium spinescens","perennial",6,6.971309,0.122259,0.049912,0.05069
"Cuatresia exiguiflora","perennial",21,9.922232,0.399005,0.08707,0.014483
"Cuatresia riparia","perennial",44,9.56506,0.479181,0.072239,0.006912
"Cyphanthera albicans","perennial",13,8.155039,0.498217,0.138181,0.023396
"Cyphanthera anthocercidea","perennial",2,8.395491,0.435366,0.30785,0.152071
"Cyphanthera microphylla","perennial",23,7.427075,0.275185,0.05738,0.013224
"Cyphanthera odgersii","perennial",5,6.898343,0.178721,0.079926,0.060828
"Datura bernhardii","no_life_form_on_database",NA,NA,NA,NA,NA
"Datura ceratocaula","annual",NA,NA,NA,NA,NA
"Datura discolor","annual",111,7.562948,1.030457,0.097807,0.00274
"Datura ferox","annual",NA,NA,NA,NA,NA
"Datura innoxia","annual",105,8.003551,0.585493,0.057138,0.002897
"Datura laevis","no_life_form_on_database",NA,NA,NA,NA,NA
"Datura leichhardtii","annual",NA,NA,NA,NA,NA
"Datura metel","annual",16,8.853011,0.346242,0.08656,0.019009
"Datura quercifolia","annual",59,7.763737,0.429245,0.055883,0.005155
"Datura rosei","no_life_form_on_database",NA,NA,NA,NA,NA
"Datura stramonium","annual",102,8.458822,0.507078,0.050208,0.002982
"Deprea bitteriana","perennial",7,9.347611,0.378963,0.143235,0.043449
"Deprea orinocensis","perennial",14,9.545143,0.463074,0.123762,0.021724
"Deprea paneroi","perennial",2,8.952362,0.108803,0.076935,0.152071
"Discopodium penninervium","perennial",30,9.197195,0.382185,0.069777,0.010138
"Duboisia hopwoodii","perennial",171,6.922847,0.303037,0.023174,0.001779
"Duboisia leichhardtii","perennial",23,7.995113,0.513778,0.10713,0.013224
"Duboisia myoporoides","perennial",43,8.844141,0.604328,0.092159,0.007073
"Duckeodendron cestroides","perennial",6,9.671719,0.154644,0.063133,0.05069
"Dunalia brachyacantha","perennial",30,8.090467,0.516243,0.094253,0.010138
"Dunalia obovata","perennial",NA,NA,NA,NA,NA
"Dunalia solanacea","no_life_form_on_database",NA,NA,NA,NA,NA
"Dunalia spathulata","perennial",NA,NA,NA,NA,NA
"Dunalia spinosa","perennial",18,7.53441,1.549383,0.365193,0.016897
"Dyssochroma viridiflora","perennial",33,9.21352,0.471172,0.082021,0.009216
"Eriolarynx fasciculata","perennial",NA,NA,NA,NA,NA
"Eriolarynx lorentzii","perennial",2,7.943597,0.005772,0.004081,0.152071
"Espadaea amoena","perennial",5,8.939221,0.184303,0.082423,0.060828
"Exodeconus miersii","annual",NA,NA,NA,NA,NA
"Fabiana imbricata","perennial",35,7.827393,1.095271,0.185135,0.00869
"Goetzea ekmanii","perennial",1,8.576028,NA,NA,0.304142
"Goetzea elegans","perennial",NA,NA,NA,NA,NA
"Grammosolen dixonii","perennial",15,7.272053,0.331165,0.085506,0.020276
"Grammosolen truncatus","perennial",16,6.905555,0.511429,0.127857,0.019009
"Henoonia myrtifolia","perennial",NA,NA,NA,NA,NA
"Heteranthia decipiens","perennial",5,8.68648,0.206067,0.092156,0.060828
"Hunzikeria texana","perennial",19,7.687574,0.430355,0.09873,0.016007
"Hyoscyamus albus","annual",105,8.081368,0.508706,0.049645,0.002897
"Hyoscyamus aureus","perennial",NA,NA,NA,NA,NA
"Hyoscyamus desertorum","annual",NA,NA,NA,NA,NA
"Hyoscyamus leptocalyx","perennial",1,8.246172,NA,NA,0.304142
"Hyoscyamus muticus","perennial",7,5.349616,0.87542,0.330878,0.043449
"Hyoscyamus niger","annual",479,8.683803,0.59594,0.027229,0.000635
"Hyoscyamus pusillus","annual",35,7.071714,0.950511,0.160666,0.00869
"Hyoscyamus turcomanicus","perennial",2,7.326661,0.175362,0.124,0.152071
"Iochroma australe","perennial",20,7.809427,0.508892,0.113792,0.015207
"Iochroma calycina","perennial",3,9.386153,0.374146,0.216013,0.101381
"Iochroma cardenasianum","perennial",1,7.609367,NA,NA,0.304142
"Iochroma confertiflorum","perennial",4,8.643566,0.47434,0.23717,0.076035
"Iochroma cornifolium","perennial",5,8.575657,0.421416,0.188463,0.060828
"Iochroma cyaneum","perennial",5,8.891761,0.140339,0.062762,0.060828
"Iochroma edule","perennial",3,7.250466,1.360138,0.785276,0.101381
"Iochroma ellipticum","perennial",NA,NA,NA,NA,NA
"Iochroma fuchsioides","perennial",10,9.358649,0.471948,0.149243,0.030414
"Iochroma gesnerioides","perennial",13,9.473554,0.361758,0.100334,0.023396
"Iochroma grandiflorum","perennial",8,8.87063,0.592203,0.209375,0.038018
"Iochroma lehmannii","perennial",NA,NA,NA,NA,NA
"Iochroma loxense","perennial",1,8.490028,NA,NA,0.304142
"Iochroma nitidum","perennial",NA,NA,NA,NA,NA
"Iochroma parvifolium","perennial",NA,NA,NA,NA,NA
"Iochroma salpoanum","perennial",NA,NA,NA,NA,NA
"Iochroma squamosum","perennial",NA,NA,NA,NA,NA
"Iochroma stenanthum","perennial",2,8.6943,0.754882,0.533782,0.152071
"Iochroma umbellatum","perennial",11,8.510636,0.498612,0.150337,0.027649
"Jaborosa integrifolia","perennial",27,8.641471,0.474592,0.091335,0.011265
"Jaborosa sativa","perennial",13,7.366512,1.013603,0.281123,0.023396
"Jaborosa squarrosa","perennial",6,8.158636,0.525935,0.214712,0.05069
"Jaltomata andersonii","perennial",NA,NA,NA,NA,NA
"Jaltomata antillana","annual",2,8.950074,0.535396,0.378582,0.152071
"Jaltomata aspera","perennial",NA,NA,NA,NA,NA
"Jaltomata auriculata","perennial",NA,NA,NA,NA,NA
"Jaltomata bernardelloana","perennial",1,7.657283,NA,NA,0.304142
"Jaltomata bicolor","perennial",NA,NA,NA,NA,NA
"Jaltomata biflora","perennial",NA,NA,NA,NA,NA
"Jaltomata bohsiana","perennial",1,8.873888,NA,NA,0.304142
"Jaltomata cajacayensis","perennial",NA,NA,NA,NA,NA
"Jaltomata chihuahuensis","perennial",6,7.934795,0.291557,0.119028,0.05069
"Jaltomata chotanae","perennial",NA,NA,NA,NA,NA
"Jaltomata contumacensis","perennial",1,8.160518,NA,NA,0.304142
"Jaltomata darcyana","perennial",3,9.19727,0.098716,0.056994,0.101381
"Jaltomata dendroidea","perennial",NA,NA,NA,NA,NA
"Jaltomata dentata","perennial",NA,NA,NA,NA,NA
"Jaltomata grandiflora","perennial",1,8.664578,NA,NA,0.304142
"Jaltomata guillermo-guerrae","perennial",NA,NA,NA,NA,NA
"Jaltomata herrerae","perennial",6,8.807615,0.19111,0.07802,0.05069
"Jaltomata lanata","perennial",NA,NA,NA,NA,NA
"Jaltomata leivae","perennial",NA,NA,NA,NA,NA
"Jaltomata lezamae","perennial",2,8.453856,0.202857,0.143442,0.152071
"Jaltomata lojae","perennial",2,8.252567,0.244587,0.172949,0.152071
"Jaltomata lomana","perennial",NA,NA,NA,NA,NA
"Jaltomata mionei","perennial",NA,NA,NA,NA,NA
"Jaltomata nigricolor","perennial",NA,NA,NA,NA,NA
"Jaltomata oppositifolia","perennial",NA,NA,NA,NA,NA
"Jaltomata paneroi","perennial",NA,NA,NA,NA,NA
"Jaltomata procumbens","perennial",122,8.764513,0.732879,0.066352,0.002493
"Jaltomata repandidentata","perennial",48,9.289493,0.448221,0.064695,0.006336
"Jaltomata sagastegui","perennial",1,8.217169,NA,NA,0.304142
"Jaltomata salpoensis","perennial",NA,NA,NA,NA,NA
"Jaltomata sanchez-vegae","perennial",NA,NA,NA,NA,NA
"Jaltomata sinuosa","perennial",10,9.127953,0.303215,0.095885,0.030414
"Jaltomata tayabambae","perennial",NA,NA,NA,NA,NA
"Jaltomata truxillana","perennial",NA,NA,NA,NA,NA
"Jaltomata umbellata","perennial",1,5.446737,NA,NA,0.304142
"Jaltomata ventricosa","perennial",NA,NA,NA,NA,NA
"Jaltomata viridiflora","perennial",19,9.352248,0.442447,0.101504,0.016007
"Jaltomata weberbaueri","perennial",NA,NA,NA,NA,NA
"Jaltomata yacheri","perennial",NA,NA,NA,NA,NA
"Jaltomata yungayensis","perennial",NA,NA,NA,NA,NA
"Juanulloa mexicana","perennial",39,9.344548,0.53577,0.085792,0.007799
"Larnax dilloniana","perennial",NA,NA,NA,NA,NA
"Larnax hawkesii","perennial",5,9.554314,0.359688,0.160857,0.060828
"Larnax nieva","perennial",NA,NA,NA,NA,NA
"Larnax parviflora","perennial",NA,NA,NA,NA,NA
"Larnax peruviana","perennial",11,9.604209,0.550633,0.166022,0.027649
"Larnax psilophyta","perennial",1,9.397484,NA,NA,0.304142
"Larnax purpurea","perennial",NA,NA,NA,NA,NA
"Larnax sachapapa","perennial",11,9.478914,0.442978,0.133563,0.027649
"Larnax subtriflora","perennial",5,9.318046,0.356711,0.159526,0.060828
"Larnax suffruticosa","perennial",4,9.196581,0.259758,0.129879,0.076035
"Larnax sylvarum","perennial",5,9.804287,0.282733,0.126442,0.060828
"Latua pubiflora","perennial",3,9.571542,0.723541,0.417737,0.101381
"Leptoglossis darcyana","no_life_form_on_database",NA,NA,NA,NA,NA
"Leucophysalis grandiflora","annual",NA,NA,NA,NA,NA
"Leucophysalis nana","perennial",18,8.202509,0.555428,0.130916,0.016897
"Leucophysalis viscosa","no_life_form_on_database",5,9.444741,0.338213,0.151253,0.060828
"Lycianthes acapulcensis","perennial",22,8.733503,0.316979,0.06758,0.013825
"Lycianthes acutifolia","perennial",52,9.294842,0.492435,0.068288,0.005849
"Lycianthes amatitlanensis","perennial",58,9.606172,0.443279,0.058205,0.005244
"Lycianthes asarifolia","perennial",56,8.971204,0.571632,0.076388,0.005431
"Lycianthes beckneriana","perennial",5,9.976519,0.169363,0.075741,0.060828
"Lycianthes biflora","perennial",130,9.43726,0.346403,0.030382,0.00234
"Lycianthes ciliolata","perennial",NA,NA,NA,NA,NA
"Lycianthes dejecta","perennial",14,8.08564,0.329472,0.088055,0.021724
"Lycianthes denticulata","perennial",8,9.620932,0.500139,0.176826,0.038018
"Lycianthes fasciculata","perennial",18,8.528471,0.480462,0.113246,0.016897
"Lycianthes furcatistellata","perennial",6,9.932474,0.262246,0.107061,0.05069
"Lycianthes geminiflora","perennial",13,9.212329,0.391597,0.108609,0.023396
"Lycianthes glandulosa","perennial",30,9.568649,0.3944,0.072007,0.010138
"Lycianthes heteroclita","perennial",59,9.438659,0.468812,0.061034,0.005155
"Lycianthes inaequilatera","perennial",90,9.581477,0.485682,0.051195,0.003379
"Lycianthes jalicensis","perennial",1,9.104313,NA,NA,0.304142
"Lycianthes jelskii","perennial",2,8.69457,0.404258,0.285854,0.152071
"Lycianthes lenta","perennial",89,8.915563,0.424217,0.044967,0.003417
"Lycianthes lycioides","perennial",49,7.959524,1.019932,0.145705,0.006207
"Lycianthes lysimachioides","perennial",53,9.370189,0.399558,0.054884,0.005739
"Lycianthes moziniana","perennial",28,8.638501,0.367256,0.069405,0.010862
"Lycianthes multiflora","perennial",18,9.586727,0.345086,0.081338,0.016897
"Lycianthes nitida","perennial",32,9.588851,0.397576,0.070282,0.009504
"Lycianthes peduncularis","perennial",9,8.195946,0.372061,0.12402,0.033794
"Lycianthes pringlei","perennial",6,8.58958,0.190254,0.077671,0.05069
"Lycianthes pseudolycioides","perennial",16,9.257066,0.319106,0.079776,0.019009
"Lycianthes radiata","perennial",45,9.235207,0.500238,0.074571,0.006759
"Lycianthes rantonnei","perennial",18,9.026846,0.368384,0.086829,0.016897
"Lycianthes rzedowskii","perennial",7,8.688505,0.211312,0.079868,0.043449
"Lycianthes saltensis","perennial",2,7.619319,1.187087,0.839397,0.152071
"Lycianthes sanctaeclarae","perennial",10,9.857944,0.249421,0.078874,0.030414
"Lycianthes shanesii","perennial",17,8.474596,0.247548,0.060039,0.017891
"Lycianthes stephanocalyx","perennial",25,9.083248,0.428443,0.085689,0.012166
"Lycianthes surotatensis","perennial",7,8.809524,0.194506,0.073516,0.043449
"Lycianthes synanthera","perennial",23,9.728671,0.325924,0.06796,0.013224
"Lycianthes tricolor","perennial",17,8.988192,0.315842,0.076603,0.017891
"Lycium acutifolium","perennial",NA,NA,NA,NA,NA
"Lycium afrum","perennial",8,7.70628,0.424833,0.150201,0.038018
"Lycium ameghinoi","perennial",33,7.108599,0.203468,0.035419,0.009216
"Lycium americanum","perennial",60,8.023019,0.965007,0.124582,0.005069
"Lycium amoenum","perennial",9,6.492028,0.576807,0.192269,0.033794
"Lycium andersonii","perennial",90,6.827592,0.557427,0.058758,0.003379
"Lycium arenicola","perennial",13,7.767734,0.366222,0.101572,0.023396
"Lycium athium","perennial",1,8.488588,NA,NA,0.304142
"Lycium australe","perennial",118,7.035498,0.416527,0.038344,0.002577
"Lycium barbarum","perennial",37,7.946941,0.651793,0.107154,0.00822
"Lycium berlandieri","perennial",85,7.229784,0.448579,0.048655,0.003578
"Lycium boerhaaviifolium","perennial",12,7.655338,1.301899,0.375826,0.025345
"Lycium bosciifolium","perennial",36,6.540456,0.605409,0.100901,0.008448
"Lycium brevipes","perennial",45,6.67908,0.693299,0.103351,0.006759
"Lycium californicum","perennial",2,7.381218,0.145083,0.102589,0.152071
"Lycium carolinianum","perennial",47,8.552176,0.557012,0.081249,0.006471
"Lycium cestroides","perennial",30,8.111869,0.543691,0.099264,0.010138
"Lycium chanar","perennial",8,6.630066,0.79427,0.280817,0.038018
"Lycium chilense","perennial",43,7.436965,0.510726,0.077885,0.007073
"Lycium chinense","perennial",220,9.000378,0.577739,0.038951,0.001382
"Lycium ciliatum","perennial",55,7.923223,0.660161,0.089016,0.00553
"Lycium cinereum","perennial",NA,NA,NA,NA,NA
"Lycium cooperi","perennial",17,6.526199,0.547542,0.132798,0.017891
"Lycium cuneatum","perennial",33,8.355408,0.312973,0.054482,0.009216
"Lycium dasystemum","perennial",11,6.975696,1.011525,0.304986,0.027649
"Lycium decumbens","perennial",7,5.351622,0.91732,0.346714,0.043449
"Lycium depressum","perennial",NA,NA,NA,NA,NA
"Lycium deserti","perennial",2,4.03748,1.70309,1.204266,0.152071
"Lycium eenii","perennial",15,6.78466,0.566222,0.146198,0.020276
"Lycium elongatum","perennial",30,8.078488,0.482056,0.088011,0.010138
"Lycium europaeum","perennial",43,8.020912,0.450449,0.068693,0.007073
"Lycium exsertum","perennial",21,6.917891,0.553618,0.120809,0.014483
"Lycium ferocissimum","perennial",15,7.766887,0.629576,0.162556,0.020276
"Lycium fremontii","perennial",46,6.650487,0.552808,0.081507,0.006612
"Lycium fuscum","perennial",3,6.534339,0.326137,0.188295,0.101381
"Lycium gariepense","perennial",NA,NA,NA,NA,NA
"Lycium gilliesianum","perennial",36,7.403508,0.514947,0.085825,0.008448
"Lycium grandicalyx","perennial",NA,NA,NA,NA,NA
"Lycium hirsutum","perennial",24,7.164256,0.893113,0.182306,0.012673
"Lycium horridum","perennial",46,7.116315,0.824416,0.121554,0.006612
"Lycium infaustum","perennial",31,7.872318,0.648778,0.116524,0.009811
"Lycium macrodon","perennial",4,6.859685,0.718693,0.359346,0.076035
"Lycium microphyllum","perennial",NA,NA,NA,NA,NA
"Lycium minimum","perennial",NA,NA,NA,NA,NA
"Lycium minutifolium","perennial",NA,NA,NA,NA,NA
"Lycium morongii","perennial",36,8.666857,0.439587,0.073264,0.008448
"Lycium nodosum","perennial",25,8.208723,0.465242,0.093048,0.012166
"Lycium oxycarpum","perennial",25,7.176008,0.544097,0.108819,0.012166
"Lycium pallidum","perennial",77,7.214192,0.54959,0.062632,0.00395
"Lycium parishii","perennial",11,6.70395,0.465726,0.140422,0.027649
"Lycium pilifolium","perennial",19,6.970597,1.004791,0.230515,0.016007
"Lycium puberulum","perennial",12,7.131101,0.253324,0.073128,0.025345
"Lycium pumilum","perennial",25,6.696476,0.832951,0.16659,0.012166
"Lycium rachidocladum","perennial",2,7.702049,1.465642,1.036365,0.152071
"Lycium ruthenicum","perennial",63,6.806547,0.978963,0.123338,0.004828
"Lycium sandwicense","perennial",3,8.408332,0.173432,0.100131,0.101381
"Lycium schizocalyx","perennial",29,7.081073,0.684775,0.12716,0.010488
"Lycium schweinfurthii","perennial",6,7.618224,0.629714,0.25708,0.05069
"Lycium shawii","perennial",49,6.880046,1.358041,0.194006,0.006207
"Lycium shockleyi","perennial",6,6.523445,0.241894,0.098753,0.05069
"Lycium stenophyllum","perennial",4,5.570253,1.079307,0.539654,0.076035
"Lycium strandveldense","perennial",NA,NA,NA,NA,NA
"Lycium tenue","perennial",3,7.492066,0.698859,0.403486,0.101381
"Lycium tenuispinosum","perennial",15,7.313314,0.624634,0.16128,0.020276
"Lycium tetrandrum","perennial",12,6.133483,1.322197,0.381685,0.025345
"Lycium texanum","perennial",NA,NA,NA,NA,NA
"Lycium torreyi","perennial",56,6.814439,0.686709,0.091765,0.005431
"Lycium truncatum","perennial",NA,NA,NA,NA,NA
"Lycium villosum","perennial",10,6.775318,0.47062,0.148823,0.030414
"Lycium vimineum","perennial",5,8.712382,0.182025,0.081404,0.060828
"Lycium yunnanense","perennial",3,9.069854,0.33726,0.194717,0.101381
"Mandragora autumnalis","perennial",33,8.079373,0.420533,0.073205,0.009216
"Mandragora caulescens","perennial",38,8.791674,0.450997,0.073161,0.008004
"Mandragora chinghaiensis","perennial",7,8.614681,0.26068,0.098528,0.043449
"Mandragora officinarum","perennial",2,8.596487,0.683151,0.483061,0.152071
"Mandragora turcomanica","perennial",NA,NA,NA,NA,NA
"Markea panamensis","perennial",8,9.579998,0.189716,0.067075,0.038018
"Markea ulei","perennial",72,9.742073,0.312458,0.036824,0.004224
"Melananthus guatemalensis","annual",8,8.829255,0.281307,0.099457,0.038018
"Mellissia begoniifolia","no_life_form_on_database",NA,NA,NA,NA,NA
"Merinthopodium neuranthum","perennial",19,9.750916,0.328639,0.075395,0.016007
"Metternichia princeps","perennial",NA,NA,NA,NA,NA
"Nectouxia formosa","no_life_form_on_database",25,8.395107,0.510593,0.102119,0.012166
"Nicandra physalodes","annual",NA,NA,NA,NA,NA
"Nicotiana acaulis","perennial",6,7.307258,0.259496,0.105939,0.05069
"Nicotiana acuminata","perennial",18,7.729692,1.288612,0.303729,0.016897
"Nicotiana africana","perennial",1,6.39693,NA,NA,0.304142
"Nicotiana alata","annual",40,9.29273,0.208792,0.033013,0.007604
"Nicotiana amplexicaulis","annual",8,8.142014,0.247244,0.087414,0.038018
"Nicotiana arentsii","perennial",NA,NA,NA,NA,NA
"Nicotiana benavidesii","no_life_form_on_database",NA,NA,NA,NA,NA
"Nicotiana bonariensis","annual",25,9.254169,0.364094,0.072819,0.012166
"Nicotiana cavicola","annual",27,6.798659,0.140807,0.027098,0.011265
"Nicotiana clevelandii","annual",43,6.948609,0.707011,0.107818,0.007073
"Nicotiana cordifolia","perennial",NA,NA,NA,NA,NA
"Nicotiana corymbosa","annual",15,7.492882,0.746842,0.192834,0.020276
"Nicotiana eastii","no_life_form_on_database",NA,NA,NA,NA,NA
"Nicotiana excelsior","annual",26,6.880321,0.435532,0.085415,0.011698
"Nicotiana exigua","annual",NA,NA,NA,NA,NA
"Nicotiana forgetiana","no_life_form_on_database",7,9.430997,0.416326,0.157356,0.043449
"Nicotiana forsteri","annual",29,8.302779,0.390048,0.07243,0.010488
"Nicotiana glauca","perennial",93,8.089039,1.159275,0.120211,0.00327
"Nicotiana glutinosa","no_life_form_on_database",16,7.731221,1.368976,0.342244,0.019009
"Nicotiana goodspeedii","annual",77,7.165306,0.485912,0.055375,0.00395
"Nicotiana gossei","annual",24,6.976667,0.238126,0.048607,0.012673
"Nicotiana kawakamii","no_life_form_on_database",NA,NA,NA,NA,NA
"Nicotiana knightiana","no_life_form_on_database",NA,NA,NA,NA,NA
"Nicotiana langsdorffii","no_life_form_on_database",33,9.263206,0.443092,0.077132,0.009216
"Nicotiana linearis","annual",22,7.776161,0.79237,0.168934,0.013825
"Nicotiana longiflora","annual",80,8.581351,0.620911,0.06942,0.003802
"Nicotiana maritima","annual",19,7.594512,0.427917,0.098171,0.016007
"Nicotiana megalosiphon","annual",NA,NA,NA,NA,NA
"Nicotiana miersii","annual",2,8.129325,0.861384,0.60909,0.152071
