"species","life_form"
"Linaria depauperata var. hegelmaieri (Lange) Nyman Nyman (Lange)","no_life_form_on_database"
"Linaria polygalifolia Hoffmanns. & Link","no_life_form_on_database"
"Linaria atlantica Boiss. & Reut.","no_life_form_on_database"
"Linaria kavirensis Hamdi & Assadi","annual"
"Linaria simplex Desf.","annual"
"Linaria micrantha (Cav.) Hoffmanns. & Link Hoffmanns. & Link (Cav.)","annual"
"Linaria arvensis (L.) Desf. Desf. (L.)","annual"
"Linaria tursica Valdés & Cabezudo","no_life_form_on_database"
"Linaria amethystea (Vent.) Hoffmanns. & Link Hoffmanns. & Link (Vent.)","no_life_form_on_database"
"Linaria saxatilis DC.","perennial"
"Linaria diffusa Hoffmanns. & Link","annual"
"Linaria bipunctata Nyman","annual"
"Linaria ficalhoana Rouy","annual"
"Linaria intricata Coincy","annual"
"Linaria huteri Lange","annual"
"Linaria bubanii Font Quer","annual"
"Linaria glauca Ehrenb. ex Boiss.","annual"
"Linaria glauca subsp. olcadium Valdés & D.A.Webb","perennial"
"Linaria badalii Willk.","annual"
"Linaria propinqua R.Br.","no_life_form_on_database"
"Linaria amethystea f. broussonetii (Poir.) Valdés Valdés (Poir.)","no_life_form_on_database"
"Linaria munbyana Boiss. & Reut.","annual"
"Linaria oligantha Lange","annual"
"Linaria ricardoi Cout.","annual"
"Linaria alpina (L.) Mill. Mill. (L.)","annual"
"Linaria arenaria Jahand. & Maire","annual"
"Linaria faucicola Leresche & Levier","annual"
"Linaria filicaulis Boiss. ex Leresche & Levier","no_life_form_on_database"
"Linaria orbensis Carretero & Boira","annual"
"Linaria hirta (L.) Moench Moench (L.)","annual"
"Linaria canadensis (L.) Chaz. Chaz. (L.)","no_life_form_on_database"
"Linaria subandina Diels","no_life_form_on_database"
"Linaria texana Scheele","no_life_form_on_database"
"Linaria armeniaca Chav.","annual"
"Linaria chalepensis (L.) Mill. Mill. (L.)","annual"
"Linaria pelisseriana (L.) Mill. Mill. (L.)","annual"
"Linaria triornithophora (L.) Willd. Willd. (L.)","perennial"
"Linaria clementei Haens. ex Boiss.","perennial"
"Linaria salzmannii Boiss.","annual"
"Linaria becerrae Blanca, Cueto & J.Fuentes","no_life_form_on_database"
"Linaria incarnata (Vent.) Spreng. Spreng. (Vent.)","annual"
"Linaria algarviana Chav.","annual"
"Linaria onubensis Pau","annual"
"Linaria spartea (L.) Willd. Willd. (L.)","no_life_form_on_database"
"Linaria viscosa (L.) Dum.Cours. Dum.Cours. (L.)","annual"
"Linaria imzica Gómiz","no_life_form_on_database"
"Linaria weilleri Emb. & Maire","no_life_form_on_database"
"Linaria gattefossei Maire & Weiller","no_life_form_on_database"
"Linaria bordiana subsp. kralikiana (Maire) D.A.Sutton D.A.Sutton (Maire)","no_life_form_on_database"
"Linaria tingitana Boiss. & Reut.","no_life_form_on_database"
"Linaria galioides Ball","no_life_form_on_database"
"Linaria multicaulis subsp. aurasiaca (Pomel) D.A.Sutton D.A.Sutton (Pomel)","no_life_form_on_database"
"Linaria pseudoviscosa Murb.","no_life_form_on_database"
"Linaria multicaulis (L.) Mill. Mill. (L.)","no_life_form_on_database"
"Linaria bordiana Santa & Simonn.","annual"
"Linaria iranica Hamdi & Assadi","annual"
"Linaria tenuis (Viv.) Spreng. Spreng. (Viv.)","annual"
"Linaria bipartita (Vent.) Willd. Willd. (Vent.)","annual"
"Linaria multicaulis subsp. heterophylla (Desf.) D.A.Sutton D.A.Sutton (Desf.)","no_life_form_on_database"
"Linaria maroccana Hook.fil.","annual"
"Linaria pinifolia (Poir.) Thell. Thell. (Poir.)","no_life_form_on_database"
"Linaria hellenica Turrill","no_life_form_on_database"
"Linaria pedunculata (L.) Chaz. Chaz. (L.)","annual"
"Linaria gharbensis Batt. & Pit.","annual"
"Linaria mamorensis Mazuecos, Vigalondo & L.Sáez","no_life_form_on_database"
"Linaria elegans Munby","annual"
"Linaria nigricans Lange","annual"
"Sairocarpus costatus (Wiggins) D.A.Sutton D.A.Sutton (Wiggins)","no_life_form_on_database"
"Sairocarpus nuttallianus (A.DC.) D.A.Sutton D.A.Sutton (A.DC.)","annual"
"Neogaerrhinum strictum (Hook. & Arn.) Rothm. Rothm. (Hook. & Arn.)","annual"
"Sairocarpus watsonii (Vasey & Rose) D.A.Sutton D.A.Sutton (Vasey & Rose)","annual"
"Gambelia juncea (Benth.) D.A.Sutton D.A.Sutton (Benth.)","perennial"
"Gambelia speciosa Nutt.","perennial"
"Sairocarpus multiflorus (Pennell) D.A.Sutton D.A.Sutton (Pennell)","annual"
"Sairocarpus virga (A.Gray) D.A.Sutton D.A.Sutton (A.Gray)","perennial"
"Sairocarpus cornutus (Benth.) D.A.Sutton D.A.Sutton (Benth.)","annual"
"Sairocarpus coulterianus (A.DC.) D.A.Sutton D.A.Sutton (A.DC.)","annual"
"Sairocarpus elmeri (Rothm.) D.A.Sutton D.A.Sutton (Rothm.)","no_life_form_on_database"
"Sairocarpus vexillocalyculatus (Kellogg) D.A.Sutton D.A.Sutton (Kellogg)","annual"
"Sairocarpus breweri (A.Gray) D.A.Sutton D.A.Sutton (A.Gray)","no_life_form_on_database"
"Sairocarpus subcordatus (A.Gray) D.A.Sutton D.A.Sutton (A.Gray)","annual"
"Sairocarpus vexillocalyculatus subsp. intermedius (D.M.Thomps.) Barringer Barringer (D.M.Thomps.)","annual"
"Howelliella ovata (Eastw.) Rothm. Rothm. (Eastw.)","annual"
"Sairocarpus kingii (S.Watson) D.A.Sutton D.A.Sutton (S.Watson)","annual"
"Mohavea breviflora Coville","annual"
"Mohavea confertiflora (Benth. ex A.DC.) A.Heller A.Heller (Benth. ex A.DC.)","annual"
"Neogaerrhinum filipes (A.Gray) Rothm. Rothm. (A.Gray)","annual"
"Misopates calycinum (Vent.) Rothm. Rothm. (Vent.)","annual"
"Misopates chrysothales (Font Quer) Rothm. Rothm. (Font Quer)","no_life_form_on_database"
"Misopates orontium (L.) Raf. Raf. (L.)","annual"
"Misopates salvagense D.A.Sutton","no_life_form_on_database"
"Misopates microcarpum (Pomel) D.A.Sutton D.A.Sutton (Pomel)","annual"
"Acanthorrhinum ramosissimum (Coss. & Durieu) Rothm. Rothm. (Coss. & Durieu)","perennial"
"Pseudomisopates Guemes_indet_sp1","no_life_form_on_database"
"Antirrhinum L._indet_sp2","no_life_form_on_database"
"Antirrhinum rothmaleri (P.Silva) Amich Amich (P.Silva)","perennial"
"Antirrhinum lopesianum Rothm.","no_life_form_on_database"
"Antirrhinum latifolium Mill.","perennial"
"Antirrhinum molle L.","perennial"
"Antirrhinum sempervirens Lapeyr.","perennial"
"Antirrhinum linkianum Boiss. & Reut.","no_life_form_on_database"
"Antirrhinum litigiosum Pau","no_life_form_on_database"
"Antirrhinum majus L.","perennial"
"Antirrhinum cirrhigerum Welw. ex Ficalho","perennial"
"Antirrhinum tortuosum Bosc ex Vent.","perennial"
"Antirrhinum graniticum Rothm.","perennial"
"Antirrhinum pertegasii Rothm.","perennial"
"Antirrhinum microphyllum Rothm.","perennial"
"Antirrhinum pulverulentum Lázaro Ibiza","perennial"
"Antirrhinum onubense (Fern.Casas) Fern.Casas Fern.Casas (Fern.Casas)","no_life_form_on_database"
"Antirrhinum grosii Font Quer","perennial"
"Antirrhinum meonanthum Hoffmanns. & Link","perennial"
"Antirrhinum siculum Mill.","perennial"
"Antirrhinum australe Rothm.","perennial"
"Antirrhinum subbaeticum Güemes, Mateu & Sánchez-Gómez","no_life_form_on_database"
"Antirrhinum valentinum Font Quer","perennial"
"Antirrhinum hispanicum Chav.","perennial"
"Antirrhinum charidemi Lange","perennial"
"Antirrhinum mollissimum (Pau) Rothm. Rothm. (Pau)","no_life_form_on_database"
"Antirrhinum controversum Pau","perennial"
"Chaenorhinum glareosum (Boiss.) Willk. Willk. (Boiss.)","perennial"
"Chaenorhinum macropodum (Boiss. & Reut.) Lange Lange (Boiss. & Reut.)","perennial"
"Chaenorhinum raveyi (Boiss.) Pau Pau (Boiss.)","annual"
"Chaenorhinum reyesii (C.Vicioso & Pau) Benedí Benedí (C.Vicioso & Pau)","no_life_form_on_database"
"Chaenorhinum grandiflorum (Coss.) Willk. Willk. (Coss.)","annual"
"Chaenorhinum crassifolium (Cav.) Kostel. Kostel. (Cav.)","no_life_form_on_database"
"Chaenorhinum rubrifolium (Robill. & Castagne ex DC.) Lange, 1870 Lange, 1870 (Robill. & Castagne ex DC.)","annual"
"Chaenorhinum segoviense Willk.","no_life_form_on_database"
"Chaenorhinum serpyllifolium Pau","annual"
"Chaenorhinum origanifolium (L.) Kostel. Kostel. (L.)","perennial"
"Chaenorhinum exile (Coss. & Kralik) Lange Lange (Coss. & Kralik)","no_life_form_on_database"
"Chaenorhinum flexuosum (Desf.) Lange Lange (Desf.)","perennial"
"Chaenorhinum robustum Loscos","annual"
"Chaenorhinum villosum (L.) Lange Lange (L.)","perennial"
"Chaenorhinum formenterae Gand.","no_life_form_on_database"
"Chaenorhinum johnstonii (Stapf) Pennell Pennell (Stapf)","annual"
"Chaenorhinum spicatum Korovin ex Popov","no_life_form_on_database"
"Chaenorhinum tuberculatum Speta","annual"
"Albraunia foveopilosa Speta","annual"
"Chaenorhinum calycinum (Banks & Sol.) P.H.Davis P.H.Davis (Banks & Sol.)","annual"
"Chaenorhinum (DC.) Rchb. Rchb. (DC.)","no_life_form_on_database"
"Chaenorhinum litorale (Bernh. ex Willd.) Fritsch Fritsch (Bernh. ex Willd.)","annual"
"Chaenorhinum minus (L.) Lange Lange (L.)","annual"
"Chaenorhinum tenellum (Cav.) Lange Lange (Cav.)","perennial"
"Chaenorhinum cryptarum (Boiss. & Hausskn.) Davis Davis (Boiss. & Hausskn.)","annual"
"Chaenorhinum litorale subsp. pterosporum (Fisch. & C.A.Mey.) Davis Davis (Fisch. & C.A.Mey.)","annual"
"Galvezia leucantha Wiggins","no_life_form_on_database"
"Galvezia leucantha subsp. pubescens Wiggins","no_life_form_on_database"
"Galvezia leucantha subsp. porphyrantha Tye & H.Jäger","no_life_form_on_database"
"Galvezia ballii Munz","no_life_form_on_database"
"Galvezia lanceolata Pennell","perennial"
"Galvezia elisensii M.O.Dillon & Quip.","no_life_form_on_database"
"Galvezia fruticosa J.F.Gmel.","perennial"
"Pseudorontium cyathiferum (Benth.) Rothm. Rothm. (Benth.)","annual"
"Schweinfurthia imbricata Mill.","annual"
"Schweinfurthia papilionacea (L.) Boiss. Boiss. (L.)","annual"
"Schweinfurthia latifolia Baker","no_life_form_on_database"
"Schweinfurthia spinosa Mill.","no_life_form_on_database"
"Schweinfurthia pedicellata Benth. & Hook.f.","annual"
"Schweinfurthia pterosperma (A.Rich.) A.Br. A.Br. (A.Rich.)","annual"
"Cymbalaria glutinosa Bigazzi & Raffaelli","perennial"
"Cymbalaria glutinosa subsp. brevicalcarata Bigazzi & Raffaelli","perennial"
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.","perennial"
"Cymbalaria muralis f. visianii Kümmerle","no_life_form_on_database"
"Cymbalaria pallida (Ten.) Wettst. Wettst. (Ten.)","perennial"
"Cymbalaria microcalyx subsp. ebelii (Cufod.) Cufod. Cufod. (Cufod.)","no_life_form_on_database"
"Cymbalaria microcalyx subsp. acutiloba (Boiss. & Heldr.) Greuter Greuter (Boiss. & Heldr.)","no_life_form_on_database"
"Cymbalaria pubescens (J. & C.Presl) Cufod. Cufod. (J. & C.Presl)","perennial"
"Cymbalaria longipes (Boiss. & Heldr.) A.Chev. A.Chev. (Boiss. & Heldr.)","perennial"
"Cymbalaria microcalyx subsp. minor (Cufod.) Greuter Greuter (Cufod.)","no_life_form_on_database"
"Cymbalaria fragilis (Rodr.) A.Chev. A.Chev. (Rodr.)","perennial"
"Cymbalaria muelleri (Moris) A.Chev. A.Chev. (Moris)","perennial"
"Cymbalaria aequitriloba (Viv.) A.Chev. A.Chev. (Viv.)","perennial"
"Cymbalaria hepaticifolia (Poir.) Wettst. Wettst. (Poir.)","perennial"
"Cymbalaria microcalyx (Boiss.) Wettst. Wettst. (Boiss.)","perennial"
"Gadoria falukei Güemes & Mota","no_life_form_on_database"
"Asarina procumbens Mill.","perennial"
"Mabrya acerifolia (Pennell) Elisens Elisens (Pennell)","perennial"
"Mabrya geniculata (Rob. & Fernald) Elisens Elisens (Rob. & Fernald)","no_life_form_on_database"
"Mabrya coccinea (I.M.Johnst.) Elisens Elisens (I.M.Johnst.)","no_life_form_on_database"
"Lophospermum purpusii (Brandegee) Rothm. Rothm. (Brandegee)","no_life_form_on_database"
"Lophospermum scandens Sweet","no_life_form_on_database"
"Lophospermum erubescens D.Don","perennial"
"Maurandya scandens (Cav.) Pers. Pers. (Cav.)","perennial"
"Lophospermum turneri Elisens","no_life_form_on_database"
"Lophospermum erectum (Hemsl.) Rothm. Rothm. (Hemsl.)","no_life_form_on_database"
"Mabrya rosei (Munz) Elisens Elisens (Munz)","no_life_form_on_database"
"Lophospermum breedlovei Elisens","no_life_form_on_database"
"Rhodochiton atrosanguineum (Zucc.) Rothm. Rothm. (Zucc.)","perennial"
"Holmgrenanthe petrophila (Coville & C.V.Morton) Elisens Elisens (Coville & C.V.Morton)","perennial"
"Maurandella antirrhiniflora (Humb. & Bonpl. ex Willd.) Rothm. Rothm. (Humb. & Bonpl. ex Willd.)","perennial"
"Maurandya barclaiana Lindl.","perennial"
"Epixiphium wislizenii (Engelm. ex A.Gray) Munz Munz (Engelm. ex A.Gray)","perennial"
"Nanorrhinum cabulicum (Benth.) Podlech & Iranshahr Podlech & Iranshahr (Benth.)","no_life_form_on_database"
"Nanorrhinum ovatum (Benth.) Podlech & Iranshahr Podlech & Iranshahr (Benth.)","no_life_form_on_database"
"Nanorrhinum ramosissimum (Wall.) Betsche Betsche (Wall.)","perennial"
"Nanorrhinum macilentum (Decne.) Betsche Betsche (Decne.)","perennial"
"Nanorrhinum scariosepalum (Täckh. & Boulos) Yousefi & Zarre Yousefi & Zarre (Täckh. & Boulos)","no_life_form_on_database"
"Nanorrhinum petranum (Danin) Yousefi & Zarre Yousefi & Zarre (Danin)","no_life_form_on_database"
"Nanorrhinum acerbianum (Boiss.) Betsche Betsche (Boiss.)","annual"
"Nanorrhinum judaicum (Danin) Yousefi & Zarre Yousefi & Zarre (Danin)","no_life_form_on_database"
"Nanorrhinum scoparium (Brouss. ex Spreng.) Yousefi & Zarre Yousefi & Zarre (Brouss. ex Spreng.)","no_life_form_on_database"
"Nanorrhinum urbani (Pit.) Yousefi & Zarre Yousefi & Zarre (Pit.)","no_life_form_on_database"
"Nanorrhinum heterophyllum subsp. canariensis (V.A.W.Sm.)","no_life_form_on_database"
"Nanorrhinum heterophyllum (Schousb.) Ghebr. Ghebr. (Schousb.)","perennial"
"Nanorrhinum sagittatum (Poir.) Yousefi & Zarre Yousefi & Zarre (Poir.)","no_life_form_on_database"
"Nanorrhinum asparagoides (Schweinf.) Ghebr. Ghebr. (Schweinf.)","perennial"
"Nanorrhinum woodii (D.A.Sutton) Ghebr. Ghebr. (D.A.Sutton)","no_life_form_on_database"
"Nanorrhinum elegans (G.Forst.) Ghebr. Ghebr. (G.Forst.)","perennial"
"Kickxia aegyptiaca (L.) Nábelek Nábelek (L.)","perennial"
"Kickxia aegyptiaca subsp. fruticosa (Desf.) Podlech Podlech (Desf.)","no_life_form_on_database"
"Kickxia floribunda (Boiss.) Täckh. & Boulos Täckh. & Boulos (Boiss.)","perennial"
"Kickxia scariosa (Vent.) Rothm. Rothm. (Vent.)","no_life_form_on_database"
"Kickxia lanigera Hand.-Mazz.","annual"
"Kickxia spuria (L.) Dumort. Dumort. (L.)","annual"
"Kickxia caucasica (Muss.-Puschk. ex Spreng.) Kuprian. Kuprian. (Muss.-Puschk. ex Spreng.)","annual"
"Kickxia sieberi Dörfl.","no_life_form_on_database"
"Kickxia elatine subsp. crinita (Mabille) Greuter Greuter (Mabille)","no_life_form_on_database"
"Kickxia commutata (Bernh. ex Rchb.) Fritsch Fritsch (Bernh. ex Rchb.)","perennial"
"Kickxia elatine (L.) Dumort. Dumort. (L.)","annual"
"Kickxia cirrhosa (L.) Fritsch Fritsch (L.)","annual"
"Kickxia spuria subsp. integrifolia (Brot.) R.Fern. R.Fern. (Brot.)","annual"
"Anarrhinum corsicum Jord. & Fourr.","perennial"
"Anarrhinum laxiflorum Boiss.","annual"
"Anarrhinum fruticosum Hochst. ex Engl.","perennial"
"Anarrhinum forskaohlii (J.F.Gmel.) Cufod. Cufod. (J.F.Gmel.)","perennial"
"Anarrhinum longipedicellatum R.Fern.","annual"
"Anarrhinum pedatum Desf.","annual"
"Anarrhinum bellidifolium Fenzl ex Jaub. & Spach","annual"
"Anarrhinum duriminium (Brot.) Pers. Pers. (Brot.)","annual"
